originator,C,OML.mlm,GML.mlm,Competitive Suppression.mlm,Direct Suppression.mlm,Generalized Competitive Suppression.mlm,Generalized Direct Suppression.mlm,ROE Competitive Suppression.mlm,ROE Direct Suppression.mlm
OML,0.1,-176.554892383851,-209.205562701457,-211.026598397458,-199.684333165808,-286.984605400018,-229.764550098417,-177.328385080539,-194.945197420994
OML,0.1,-168.756694914317,-204.954106321923,-200.063766675116,-190.572838535913,-220.94750327274,-227.774921996967,-193.005832913679,-208.110451876404
OML,0.1,-170.955946208595,-197.992591533693,-205.997527418713,-180.64637624135,-252.886752901117,-255.383771448788,-178.284770442843,-310.461537536231
OML,0.1,-177.827766475745,-330.723642681699,-223.832671963302,-190.646253951509,-279.278121981408,-261.465404810956,-184.107044330029,-262.268458487846
OML,0.1,-158.339731108027,-192.452510510124,-220.652712517785,-169.622819315378,-352.255015489913,-191.972446485097,-180.380628904337,-235.353678848637
OML,0.1,-168.449921333959,-196.507816140107,-212.418915070148,-177.050434158747,-268.244189169215,-235.000150408218,-175.317695977461,-347.592519907859
OML,0.1,-168.496181654929,-239.94282789591,-212.259296740058,-191.529386916142,-320.088513087937,-249.921218090703,-174.002468374531,-169.734199550096
OML,0.1,-168.950042665367,-324.039119956874,-225.312842764254,-176.431691300715,-292.807077279898,-318.347341847863,-179.576215284216,-208.218391624382
OML,0.1,-166.733118867717,-194.303661237046,-210.414520127184,-187.329264609949,-226.738328619471,-197.908642625899,-169.957121247951,-172.45986619219
OML,0.1,-179.703977492535,-216.458431364334,-230.504649361449,-196.92688109598,-286.303290743415,-227.896049249831,-198.177814973386,-243.584923844965
OML,0.1,-166.331915933142,-220.01314898066,-221.538023917118,-183.557802163187,-256.456867708026,-225.376160274618,-189.876369190707,-169.729876898743
OML,0.1,-198.009420149155,-209.037540221837,-233.115041346761,-231.059881361903,-258.640326231007,-255.755582289155,-203.202618182141,-815.996860395301
OML,0.1,-189.90669783292,-241.618333458367,-269.888966963527,-190.562358752237,-333.661553200743,-229.256793828998,-220.912324214376,-338.049596597384
OML,0.1,-167.014240280544,-206.479780872961,-211.366515546674,-188.214973074426,-264.225449100255,-411.073346654394,-186.320352738133,-187.552024607863
OML,0.1,-171.829581165293,-231.917785044112,-220.048148036468,-189.532193429134,-273.853444886874,-233.884905333455,-185.402271281688,-263.837137869241
OML,0.1,-193.317124348765,-251.376611067478,-208.42469993642,-200.966094273216,-258.526423714923,-243.404892271281,-188.164301887253,-361.737814087663
OML,0.1,-164.28777428801,-196.148788129641,-200.619802998871,-187.430204122988,-239.892832259689,-218.008445995167,-165.567545324254,-211.141887097221
OML,0.1,-167.004779754457,-218.823798650971,-194.138994185376,-183.805935950535,-230.9533519009,-239.180465915953,-167.02862064097,-218.968319785547
OML,0.1,-157.47175625409,-194.305063407842,-215.148100983994,-169.38193721345,-225.98730980062,-211.012152126618,-164.274567687974,-178.293926628276
OML,0.1,-170.989200243178,-227.411672758265,-364.872995783533,-201.096528614918,-398.039594263855,-296.857808359867,-272.535880503342,-415.855441030708
OML,0.1,-165.262497521083,-196.799697251503,-209.428537641967,-184.534270293331,-229.856323514471,-213.400768002852,-167.939413000652,-248.747372853509
OML,0.1,-160.321969945494,-274.10540189295,-208.30834691251,-177.931349102943,-392.066404464624,-409.881174542037,-166.68688903809,-292.187986599616
OML,0.1,-162.836029517233,-357.246879800136,-223.526901388663,-163.106174228009,-410.282757815692,-257.281426581377,-170.702302606801,-322.942882576885
OML,0.1,-156.395588875435,-185.737939570355,-204.383955383114,-163.777149563229,-225.550449155066,-194.16583929797,-159.9085319645,-181.985402188321
OML,0.1,-163.063277704713,-228.283778857827,-210.787408160228,-178.811718996155,-246.117242381453,-193.928589384592,-174.369602695874,-195.730911373825
OML,0.1,-173.249233455196,-207.780272019648,-226.299625951312,-185.959331300942,-258.045860531814,-216.627284848396,-192.07763242071,-259.291721669177
OML,0.1,-157.311957602031,-190.44214468405,-198.867835299865,-177.296188370046,-334.207586443089,-200.180366074606,-167.501660947993,-259.795856263877
OML,0.1,-161.621856336091,-245.803876976586,-208.304686105885,-183.366609777461,-258.470582180521,-302.017947376728,-167.996908267592,-236.129715457648
OML,0.1,-167.110102974842,-249.005030116156,-229.135895563729,-213.299120417162,-284.887249530846,-281.018015044198,-195.678605647754,-216.11343341008
OML,0.2,-170.03774305496,-205.791818005925,-224.04695246151,-174.890050134756,-248.323655240611,-209.422900183666,-178.657241252678,-239.627584518434
OML,0.2,-179.777792588439,-194.481992821458,-222.967729860737,-194.690688854166,-246.7232833385,-237.387163612274,-179.032499776135,-241.367113740138
OML,0.2,-174.235490247306,-204.224795296794,-207.222723777536,-188.672339001025,-239.2452234936,-216.409586646803,-178.452743006893,-267.365730157705
OML,0.2,-148.45104983753,-205.115601761424,-211.229350109694,-174.589372409843,-228.875653470915,-189.593026668535,-155.356111480153,-149.832419735711
OML,0.2,-156.764850408875,-178.033410458065,-217.382129869797,-176.725523827927,-255.99096961271,-193.345909925476,-178.277577307639,-161.950903456503
OML,0.2,-162.664624993507,-202.489213893131,-193.947367076209,-186.716509291443,-252.350277194411,-221.526215223411,-182.346419084777,-375.658266243628
OML,0.2,-185.917777024939,-234.569323053697,-214.173231410687,-205.183225608604,-263.184994909399,-246.709181058441,-184.079499165717,-338.254365845932
OML,0.2,-170.077882169676,-212.159450823159,-212.865078486505,-180.645633178608,-269.482157748158,-200.510793986726,-168.569750734159,-254.43824164226
OML,0.2,-161.052544789919,-220.502392393761,-327.004871491624,-186.903201465033,-443.980562290861,-234.489562468071,-260.246219494898,-227.702923467407
OML,0.2,-181.819468672499,-210.425482553165,-227.199624308788,-204.865804735468,-266.723416294089,-225.779632681995,-192.611168224144,-183.020641815353
OML,0.2,-170.19230852024,-220.938650291864,-225.369891905313,-177.201560132167,-246.649380223364,-224.966244503907,-191.267526192918,-442.29584130606
OML,0.2,-157.372234692437,-222.813695565672,-216.891605896808,-169.838670493021,-249.097747745639,-252.696461297898,-159.374494005125,-210.892479734392
OML,0.2,-161.522135812322,-207.816173395018,-218.567127423219,-182.938157716601,-238.61130460126,-211.424493986144,-180.1916760361,-171.85154254645
OML,0.2,-173.30242696073,-204.717190375733,-220.792335717898,-212.389061050418,-271.686568064551,-243.689259580877,-180.424730320611,-237.818008810091
OML,0.2,-151.678624726326,-204.012354956317,-202.581052284739,-176.168426107176,-234.631576527192,-228.320916738109,-164.619994536525,-237.955414851839
OML,0.2,-166.923850169874,-199.528939262755,-218.279226705187,-174.024993808328,-237.738828652299,-203.88606006263,-166.228499223722,-248.081319348943
OML,0.2,-165.7708911939,-193.532512977443,-214.465344185256,-185.631224665575,-240.191079045379,-201.464356787153,-165.697175550687,-236.387541525148
OML,0.2,-178.923043228867,-234.145213403895,-203.960724857663,-197.778913806959,-277.484742366795,-266.666419573786,-175.080857220047,-245.158201998902
OML,0.2,-165.857885973082,-198.997328484701,-207.657267591905,-184.28095366722,-238.407515896336,-216.643670084995,-170.238411666733,-275.512512180511
OML,0.2,-164.532240157072,-198.13035488014,-199.575935103254,-178.935390971983,-245.31148069912,-209.90624337805,-167.181501335337,-174.253879079021
OML,0.2,-147.978458709795,-217.52770977109,-202.777281027255,-167.439883737515,-260.438026382687,-226.38118419994,-151.434825973375,-192.129758581967
OML,0.2,-150.519259113627,-183.790238471942,-205.18129248774,-169.784787475101,-233.764835871202,-199.072754319915,-163.694786607559,-185.585443624526
OML,0.2,-156.102839006199,-240.04098723185,-206.678468227686,-172.169828858799,-243.22795560269,-222.594111547368,-167.255815605677,-223.57124995413
OML,0.2,-207.879237637867,-264.499306309561,-211.198846838309,-215.015670020334,-268.80365854965,-265.356634107067,-207.754385364367,-318.538913527797
OML,0.2,-164.836114473015,-198.600343998602,-207.29750472676,-177.340899943621,-235.601215142955,-213.347865799518,-188.538258366611,-182.418264089761
OML,0.2,-156.498196729486,-185.848371742634,-239.253866419141,-181.489873613739,-445.055877082525,-215.849396308055,-189.149717780731,-252.203099657163
OML,0.2,-156.984178012492,-224.234227216787,-205.053625966495,-176.634466732676,-239.018196407708,-247.632093143399,-164.868702495561,-261.081724029399
OML,0.2,-164.362130955244,-268.684396523499,-210.323098444927,-186.559300343436,-263.680924019649,-252.880626239008,-169.697753352994,-206.172059763497
OML,0.2,-164.234760300411,-224.428898927956,-216.071342881389,-177.97926809416,-252.984227501565,-236.089931971084,-169.096829661444,-207.568569896685
OML,0.2,-156.330750643593,-187.160694213252,-206.249609781277,-177.845627034437,-258.074226876677,-206.392795322218,-159.596675861523,-193.137746753359
OML,0.2,-165.727417789048,-254.932801538846,-191.814571996893,-177.439944066958,-271.295910792136,-253.344633384692,-158.94776967253,-212.158260047733
OML,0.2,-182.711969168023,-246.521978594611,-210.527348435458,-204.235465493095,-230.193242792175,-246.349625955015,-185.649949415289,-334.02496260057
OML,0.2,-159.026407344529,-193.158051841933,-204.847685743098,-183.497796395915,-250.009419189758,-204.468596117735,-162.155246231729,-231.275343526546
OML,0.2,-174.158848111897,-201.460252553108,-234.627127893782,-180.255932273651,-276.524544479071,-201.407539273626,-178.296432487579,-234.720561728313
OML,0.2,-154.012521166302,-211.369365471292,-199.786211303647,-172.909520412857,-233.051872303412,-209.56573807992,-156.341246369839,-341.634979856132
OML,0.2,-138.064257345739,-195.724524433498,-191.091529153612,-167.365794601118,-223.84813581574,-219.352193504027,-140.438959266054,-181.988648024643
OML,0.2,-184.147006221487,-279.978379803282,-227.755460569644,-181.423382122997,-301.859706882462,-216.058177175579,-184.771349409327,-228.575064374317
OML,0.2,-149.660695759589,-175.064674708583,-197.166307534828,-170.829663256002,-238.964036564101,-184.109307517233,-159.973602329732,-180.568088639802
OML,0.2,-161.393384204403,-196.781313979389,-196.883301887275,-186.736843998032,-245.422067367377,-217.679358639688,-161.817279326726,-167.704434123038
OML,0.2,-138.814666241248,-188.715761515104,-208.180571912226,-157.889057708694,-239.459651864943,-196.569702284566,-162.12197523045,-142.371711372409
OML,0.2,-173.770576744589,-204.801789910734,-214.391064161144,-184.832005528357,-253.179623421048,-214.150010301605,-188.347990593618,-345.28648414065
OML,0.2,-163.16686998528,-205.72751674089,-214.246300063532,-178.916050215432,-251.237394807796,-203.107613369451,-167.276856719664,-188.9759209242
OML,0.2,-173.83260344608,-247.457440946645,-215.674285739616,-190.641669456502,-248.427260850901,-229.699881266511,-176.292875831549,-194.668436832117
OML,0.2,-170.775755204007,-210.431686151348,-215.629534639273,-196.554894657542,-246.550479316219,-251.604196199327,-179.621017162409,-188.224763064794
OML,0.2,-177.477536538389,-216.51790633397,-223.062027880568,-180.760260863027,-248.334231759939,-226.196431408205,-184.154930790054,-187.908571734699
OML,0.2,-153.576493307474,-259.668992285311,-212.420544224376,-165.78347475992,-278.948061823263,-272.343102048537,-158.445726990249,-377.381698238015
OML,0.2,-171.264045679969,-219.087207904883,-204.24733847642,-200.375853449674,-296.299839477352,-235.221109693213,-177.487319279499,-172.185664791876
OML,0.2,-166.141522086353,-187.40847565692,-220.263845823646,-179.068758146762,-273.271262672875,-197.062086148977,-174.537148246538,-215.597022494159
OML,0.2,-166.364311876165,-223.426673260977,-212.532469701329,-194.092512305064,-272.996500670428,-232.124621785225,-180.895991352699,-180.476001262968
OML,0.2,-160.345298295167,-212.533735523925,-205.915978705957,-184.031497901204,-241.738768597887,-211.134019904451,-173.152186034221,-246.744028115329
OML,0.3,-166.751083891503,-193.212517584521,-206.222034009605,-186.246286710703,-225.494740389896,-205.156850579297,-173.554984198257,-164.54690483496
OML,0.3,-179.972881652832,-253.73505743063,-228.31180367848,-190.7005463214,-256.464115896675,-247.140743615475,-204.935177038861,-215.309472834396
OML,0.3,-173.830133615187,-208.76625921884,-216.612857200127,-198.30971356719,-265.456395981179,-224.047095693208,-172.137230007866,-273.44077354687
OML,0.3,-173.305103862455,-209.425659477573,-216.5800500072,-200.677032370619,-237.775549088138,-227.579979987426,-175.567867283196,-180.790266768939
OML,0.3,-169.425861044416,-202.98875218441,-218.712498707901,-185.413466670281,-240.232887927399,-210.21503265809,-176.521540386176,-171.511202563656
OML,0.3,-212.538065772993,-246.686569989343,-215.916911414455,-188.088329733845,-246.169232012771,-245.430808949838,-217.986138230518,-204.279486272423
OML,0.3,-178.720255461891,-240.699032719612,-217.995233793101,-190.36174905316,-253.882219148641,-241.784261963738,-185.702423848448,-182.984935362394
OML,0.3,-185.03804979978,-278.532342571916,-216.497950140178,-209.257544802025,-242.049768173785,-237.318286130634,-187.246629941706,-193.698910412885
OML,0.3,-156.626342110958,-217.175528036737,-240.353710752548,-174.039607691941,-278.958698545318,-219.487360678544,-188.833612327165,-165.347053234134
OML,0.3,-169.855015703422,-369.750944014308,-208.763334039986,-186.157613109119,-262.82139713996,-278.712841464166,-173.03615321057,-198.355062577657
OML,0.3,-170.252319201385,-201.064971001347,-209.20272049581,-186.870180903589,-242.066274798404,-226.899130507604,-169.571344940419,-167.589289258474
OML,0.3,-170.754957926825,-195.176607702939,-229.719494971209,-196.982819288506,-284.358589588058,-208.283688295502,-215.125051955623,-185.666135953008
OML,0.3,-163.053124485416,-188.974537937346,-214.422169797522,-169.769862941618,-246.085690996794,-208.507380738361,-174.824729573033,-170.264305219555
OML,0.3,-165.582371209058,-183.790278450001,-201.366167548826,-188.003236295383,-233.319802745343,-230.875108262147,-170.380394768619,-166.606953759472
OML,0.3,-172.269703734437,-204.361801822198,-229.84479878981,-222.161124342931,-253.876600017251,-243.305496646927,-182.693919848554,-180.358027004891
OML,0.3,-193.158539935682,-223.691327667021,-209.446990692267,-207.696146696419,-235.587391833874,-251.26024631556,-193.556909820605,-192.299551551483
OML,0.3,-184.397913149055,-241.16624603402,-209.353786129113,-202.540273938499,-257.155204974615,-220.001366042938,-180.391026344268,-209.952112963255
OML,0.3,-147.457008696271,-281.95989146962,-213.40103541536,-186.09942086914,-238.951208296357,-275.983584613325,-158.006140016066,-178.98667260099
OML,0.3,-178.032941615387,-205.517743251776,-216.74720989051,-186.959553210828,-270.058761393267,-218.215909798339,-187.80846655061,-328.453507284592
OML,0.3,-151.292951666466,-171.650876975397,-213.710373509477,-169.541382675436,-230.970793457698,-170.396351043558,-169.784230360999,-299.393802198808
OML,0.3,-177.248253145875,-255.554216451082,-203.784742443262,-193.360301864514,-244.317780012914,-235.931280238345,-182.562191383473,-288.561628570114
OML,0.3,-159.079587348296,-198.911127740548,-241.876636562719,-178.595233924491,-276.761729284279,-207.963215268803,-191.588864808748,-224.32170802619
OML,0.3,-185.950566994943,-242.023984471983,-203.463479022235,-224.075034965693,-221.082910127623,-270.459198120988,-182.183613879858,-373.25408906429
OML,0.3,-161.679480922005,-195.259515085271,-201.498168752444,-177.376117950112,-238.051283674121,-209.626431989129,-162.130470960543,-160.927816689011
OML,0.3,-185.181845997932,-221.23441205661,-212.308817001433,-215.038119286738,-249.247701581463,-237.538135954715,-191.180633319711,-186.181304769134
OML,0.3,-186.446533264502,-213.585692957338,-217.612725410657,-199.176144883585,-246.313267676326,-221.565523495461,-197.285347963469,-201.608204487044
OML,0.3,-154.68526145448,-213.039250141049,-198.500971827931,-172.32672389963,-240.246897364654,-236.096639589558,-161.879774516755,-215.520014061075
OML,0.3,-138.949870526246,-176.871361723409,-204.393836046938,-161.284472194068,-227.696885151735,-212.980112664429,-146.189168367568,-256.644792127243
OML,0.3,-159.46361584482,-200.813631177405,-209.730985543891,-185.90166576396,-238.890926024174,-216.627973113317,-174.318385470766,-180.253928537422
OML,0.3,-186.413261415991,-218.90575092509,-236.953830524728,-187.951453119943,-286.083717553091,-207.67221484805,-209.376079043141,-225.0988693539
OML,0.3,-165.741783820078,-239.185729068719,-218.882842809576,-185.927072977509,-283.535838067089,-275.458676802015,-180.922273511762,-627.033118900103
OML,0.3,-149.8971630088,-236.241476458107,-209.433881213278,-173.399052690612,-237.975277811324,-314.032900469534,-161.510364384613,-256.628850471206
OML,0.3,-201.209835803666,-807.079908148351,-200.73374978709,-210.255097252215,-217.928775099878,-401.151138813457,-194.984331821279,-395.698986941907
OML,0.3,-161.221290622076,-177.011801234214,-205.581740585914,-183.805285861201,-268.415672033783,-189.867920910098,-160.452104732419,-178.158440491524
OML,0.3,-165.515372760158,-212.673205751702,-213.430278772974,-187.934203635076,-246.529220854452,-223.263727841763,-180.119350138937,-181.665380907709
OML,0.3,-180.188933772194,-223.352279807781,-213.913195961074,-190.491258785286,-270.685703157258,-221.366910707131,-178.817671704852,-205.728761939329
OML,0.3,-173.858661283333,-196.421096886086,-220.003753892071,-199.498771594089,-243.053169214984,-217.16993532778,-185.612836062764,-185.377983302314
OML,0.3,-165.575539826737,-312.437540920024,-197.637041464664,-188.00237483431,-230.793344857781,-271.450912854172,-171.863683643484,-169.234507487958
OML,0.3,-158.854440382777,-188.010347961279,-208.905629125759,-187.680231175566,-250.304300189381,-207.913481071665,-175.948749979839,-161.896045750719
OML,0.3,-157.363295635778,-189.509199077063,-209.927212938933,-172.126241141948,-236.403044676635,-217.790739390998,-159.788368825263,-164.344483701489
OML,0.3,-158.27495454586,-191.21089496683,-191.695219039911,-180.381274274948,-226.371706853588,-208.460000320107,-172.678810243274,-298.38429551384
OML,0.3,-165.745741392406,-202.672786586644,-214.921757047757,-175.004426163711,-244.780836841371,-200.351920451699,-175.449253958148,-169.251832476449
OML,0.3,-157.720561950811,-296.885947544481,-201.874446355841,-168.910497987438,-243.83422115481,-284.486635203592,-168.187984486879,-290.346702907786
OML,0.3,-164.940655139129,-180.871397338788,-213.846165764222,-181.968692586086,-243.715094156979,-187.086413383792,-174.301693450036,-192.360729956678
OML,0.3,-160.360102738359,-195.1756022421,-204.412022839379,-181.980570476886,-244.393092166797,-212.861121353582,-159.20428753533,-353.757544528851
