originator,OML.ols,OML.sp,GML.ols,GML.sp,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Direct Suppression,-187.174358844795,-186.389826980985,-246.84068266767,-194.896769109701,-250.2250901245,-234.468980848014,-182.101065549848,-179.826243058304,-302.87187518608,-237.470518210916,-239.132817837691,-183.597231180055,-190.521004289402,-189.118914356091,-210.632335370288,-188.691765257646
Generalized Competitive Suppression,-218.889800919018,-210.255121926932,-174.311534900595,-160.755528052771,-184.791641243466,-169.182077587673,-235.437587590269,-228.720094977082,-149.729846121379,-131.26962500978,-196.934120263546,-167.879500269426,-186.402940543898,-170.170240749726,-243.32036273995,-209.50176701934
Generalized Direct Suppression,-175.211836400766,-167.474586097784,-134.951321007606,-108.821020000889,-193.243785389726,-186.429033426292,-189.513970243379,-184.136403086398,-218.932467943347,-165.39628662553,-99.2384668518852,-88.1958782275459,-175.029753698638,-166.077576645298,-175.259154146108,-167.528015056114
ROE Competitive Suppression,-167.996588956471,-161.219618389547,-322.020424812456,-161.162935680713,-176.156498022982,-167.994003149452,-193.26223089979,-184.955106405273,-290.979661458412,-178.491839902213,-429.847254956648,-174.018313244387,-158.276783230576,-144.922068944184,-209.653679500345,-161.579284599677
ROE Direct Suppression,-146.059280160755,-139.791884661082,-227.794007621271,-140.991139426284,-209.581080953533,-194.184963258632,-161.028083760602,-155.592893644892,-264.01951582571,-196.293930555462,-216.652843830231,-152.752753269388,-152.581692453647,-140.28340204582,-223.364779224337,-140.545057016559
OML,-164.620474754605,-158.192746770252,-223.452307157576,-156.994444991182,-201.152325433546,-194.97553467948,-188.411095941996,-181.572354739974,-248.317107527076,-197.685460653862,-321.24137835191,-174.301469145677,-169.003710307208,-159.225263768501,-171.550632468983,-158.389571697608
GML,-159.223130410232,-152.825544660079,-132.126619856786,-104.602972370654,-185.76948855371,-182.990611559024,-181.743236453008,-178.795704139371,-206.988852600246,-173.328368631848,-142.530726641282,-112.974283655791,-156.583474054037,-149.883388330637,-162.985102287786,-153.311953081357
Competitive Suppression,-214.022772782911,-203.822988733085,-276.918400399529,-197.998185365503,-189.535958100725,-171.086100270216,-238.54096303416,-226.675612941335,-260.34626802222,-177.839310861839,-287.809608799193,-205.034286775497,-245.244094931931,-178.026113633441,-223.013776849075,-203.835672677018
Direct Suppression,-181.766814606455,-178.613848398114,-226.359813136283,-187.867383509093,-233.281739149653,-224.914850975037,-174.553123354622,-167.88269120964,-261.588250310848,-228.098352771688,-216.319348978921,-177.591583258163,-190.848317238503,-183.923417236249,-263.333150589055,-175.597859770498
Generalized Competitive Suppression,-212.324651625058,-207.264196584031,-215.989074112568,-186.290231695704,-180.084990211997,-176.676846783134,-232.713628205286,-229.58217490596,-215.870478303532,-169.484034601409,-225.859629649549,-196.749690627199,-193.375100006532,-182.674045341264,-231.748915075346,-208.461328837612
Generalized Direct Suppression,-175.031509125573,-170.778933958243,-129.80218656007,-109.981850856765,-185.596757013508,-181.027754490838,-196.774964138915,-193.461291389985,-232.00696245588,-163.253678607568,-114.723776463615,-101.385595685852,-171.137397725104,-165.417491698282,-181.902039044955,-170.779740969321
ROE Competitive Suppression,-173.392605652688,-168.25652895871,-214.979827350072,-170.98242574407,-184.548835576852,-177.018689187165,-191.154217087733,-188.141188766898,-234.021193029607,-177.825855633402,-221.998058920292,-184.852373497058,-160.448982904209,-155.750369513293,-187.193535465769,-168.58212122619
ROE Direct Suppression,-193.786106336915,-157.475779256312,-255.824346371229,-159.556056188742,-271.609266639079,-201.583003962725,-205.092232209348,-172.434348400129,-359.722617323982,-203.173279978055,-254.883440749684,-167.517970511685,-248.830964404335,-157.465804008783,-258.652844426824,-158.4209661425
OML,-166.072067880937,-155.912088336184,-211.476958798541,-160.394826122196,-196.337271137182,-192.967411465565,-185.6844679095,-179.478086882339,-256.510366454455,-196.956574064292,-200.761474236727,-175.155962423743,-166.229220381974,-156.182571453807,-255.284637121961,-155.898417652573
GML,-178.519916640749,-170.454046601022,-137.883167320177,-112.22779679619,-183.74793733074,-179.953495728952,-208.13092449609,-196.713298269777,-193.59738379565,-162.44139054846,-144.310355478669,-123.122450591202,-170.387454583384,-162.754267377055,-271.655357886582,-170.603660777098
Competitive Suppression,-208.683077355043,-199.776725740047,-219.86163068676,-185.097184382512,-177.425633310944,-170.249936784476,-239.925686506341,-225.201307980433,-222.200918342453,-169.776170609371,-233.653315309805,-196.289898529483,-179.640478638766,-173.911077743192,-248.874335621093,-200.639768608595
Direct Suppression,-189.927723803255,-186.541278764542,-478.805528160529,-197.585939317318,-227.041945808845,-225.549725884367,-179.309224292048,-177.303395165678,-251.476082655457,-232.655379364063,-323.845094545696,-190.072669714242,-193.434858129663,-189.896913391953,-253.477464471368,-184.523206742462
Generalized Competitive Suppression,-213.124425567506,-205.166903762838,-193.108555409391,-172.765829307692,-177.764512418183,-172.01528946154,-235.51105175988,-226.897528297425,-243.231960348336,-167.058406025263,-199.105822751835,-180.858611550878,-190.054561469291,-174.397127541768,-242.554361665042,-205.536422206282
Generalized Direct Suppression,-187.055871609267,-171.886932758286,-268.325982183465,-105.695802900979,-183.281547245519,-180.012028922878,-215.377887522869,-193.585836678751,-190.143394863804,-161.403290743134,-209.7108642055,-95.2866517195194,-177.164993901875,-165.010594381343,-199.017119450776,-171.57294676656
ROE Competitive Suppression,-171.291449244657,-150.906466001128,-204.914429696985,-150.817602595016,-186.16936248876,-176.728520547505,-196.502456172831,-176.9128024525,-226.400015542371,-181.154870603966,-228.728420736,-167.936469563226,-237.465318161486,-149.451749157367,-212.236460054009,-150.89037509641
ROE Direct Suppression,-182.713499062284,-172.292717935504,-305.20341984782,-179.91891861311,-209.576371682879,-204.083054002804,-203.659507043756,-188.385024072406,-290.177069553876,-211.517044876517,-356.49243767712,-189.689470712986,-193.529747960156,-173.800938233562,-229.866462440824,-172.739401752822
OML,-165.19010984389,-164.022638048112,-229.858983234992,-169.656049452359,-213.476535038555,-201.893502608529,-190.659460296286,-181.323882071553,-263.635036853379,-204.855438895318,-244.848940553695,-178.606562413824,-171.102371371927,-166.386076098003,-277.38566987817,-165.974712885558
GML,-175.473279474305,-171.429519246189,-141.87206297302,-115.083309332407,-193.976736410279,-188.919516897097,-203.205813107167,-197.427214963574,-172.859079802743,-164.229084475904,-211.349905408444,-145.514021211872,-170.120091980835,-166.200002106481,-242.161346499819,-172.747200618665
Competitive Suppression,-197.504529846886,-193.680795172402,-218.828640152331,-181.188329510502,-177.809352182448,-165.14305050591,-225.524558824745,-219.17785876624,-219.696400422925,-170.385226679054,-233.085438372916,-187.291411486042,-187.139119305212,-171.87214366657,-239.706848885503,-197.03578221471
Direct Suppression,-203.99186663748,-193.721433789755,-243.892745939236,-190.193522802194,-240.033404818504,-231.324251235589,-213.997842932753,-189.250090836211,-282.023259263487,-227.367132897261,-267.446328322188,-191.352687753798,-209.256963100101,-194.535428186664,-283.650508083708,-192.622887358134
Generalized Competitive Suppression,-217.480843282511,-206.792872911551,-218.935061777674,-180.662137181026,-189.405827677972,-183.610644599491,-242.795306575748,-229.871688389508,-230.789785750528,-174.138102096052,-213.751081919318,-188.130750451577,-188.888877682107,-180.34978551506,-233.350707673172,-208.978431240926
Generalized Direct Suppression,-188.508465138231,-175.815319531237,-132.900095498559,-107.31295674445,-198.931688297373,-193.258334623793,-198.941897823458,-191.944490477059,-194.611086927655,-172.712579136608,-121.598474497842,-98.0230619199301,-183.448577446081,-169.287161375673,-252.197484111093,-176.619204554455
ROE Competitive Suppression,-172.161958567219,-156.928528660388,-189.509682101274,-156.007628789126,-178.870451758082,-172.94312997725,-189.678087832819,-175.127997900145,-222.831762690393,-177.413638822207,-193.685851661065,-166.584338495058,-165.914137706298,-147.183034785114,-238.091446653555,-155.376389795266
ROE Direct Suppression,-222.407499333926,-164.652527824327,-257.468718226842,-166.800447393904,-243.277272216667,-208.760919683445,-226.508451128213,-174.142651579543,-300.249302372321,-208.962243935972,-257.363894275202,-173.493877197335,-250.153143683418,-172.816833304284,-268.966473784054,-170.266313861501
OML,-167.482508215809,-160.196240610497,-225.919495331682,-162.675559411726,-222.808064915636,-208.343614835265,-183.016870126436,-171.485375394907,-278.153970685458,-208.92864507715,-272.894305448733,-171.795397255246,-180.648244038497,-160.95672811248,-171.3978008136,-161.4424255061
GML,-175.78864813299,-161.293658295542,-137.533313982427,-111.862633819093,-213.424834201335,-172.637733082843,-198.106999068431,-193.466784326594,-231.805876288882,-162.152961877953,-176.827913151158,-127.205159857351,-201.676960688002,-157.678481528959,-176.145515254981,-161.341143671337
Competitive Suppression,-222.267236534944,-205.171758814638,-282.61408496864,-207.886455708795,-178.279236252759,-164.860258786381,-238.495537648549,-225.298831911273,-240.59085590155,-172.791671871116,-303.975977799065,-214.852385827736,-212.00098299006,-169.827739456699,-283.208135942472,-204.012019396
Direct Suppression,-188.817619521825,-181.622655553395,-227.797268099102,-176.817943909312,-235.304334297872,-228.340106540885,-184.144094918878,-177.143666048597,-281.232516435517,-225.675574520844,-223.431815349357,-178.123109400917,-189.951450270637,-182.438730975507,-369.597206462152,-178.554507135071
Generalized Competitive Suppression,-226.464798862535,-215.977580329384,-242.504015762464,-186.865103456346,-190.426582907022,-184.349483416815,-245.759234325363,-232.359442036489,-192.080961132793,-170.355029850455,-257.69071858766,-191.693404741561,-205.648959135139,-189.518589215981,-290.17079824238,-216.359060379574
Generalized Direct Suppression,-172.738902831779,-162.13708038415,-137.222301241674,-119.079863873175,-187.475462710927,-183.50525237154,-186.571037112998,-179.452662828444,-268.767017595122,-174.790677150536,-259.20979170532,-108.176856881711,-175.036220624702,-157.751747496355,-200.354378898314,-162.422196847221
ROE Competitive Suppression,-188.240269750047,-155.448079306395,-246.471941381228,-151.976790127503,-178.937841597903,-167.89488770466,-220.236777427278,-172.50134140372,-207.077174098091,-168.285666331545,-294.929837049993,-157.252348231297,-191.22358447094,-143.602946772996,-280.284603403762,-155.871243588309
ROE Direct Suppression,-159.096957340871,-157.337907458322,-214.886782847271,-154.242504488155,-211.44532802676,-198.827617656228,-185.213954508822,-175.357145349258,-380.560433915563,-199.597542819237,-272.698168276741,-161.601580458125,-181.386029386579,-164.377679929748,-469.546023328639,-160.343931401201
OML,-186.434875093291,-162.014387298255,-224.036549543347,-164.070684605523,-211.403064042588,-205.736900479571,-183.981199894982,-176.394261371205,-245.639257753847,-207.086604117837,-320.234279040525,-172.584468449303,-189.930358435658,-161.935435759712,-265.639828122177,-162.364493355096
GML,-171.431023982275,-161.840324640416,-125.778536033627,-99.4011843861329,-185.55684570684,-179.340294523263,-198.198469914524,-187.623766531329,-199.135160942185,-160.068271259515,-161.446803392643,-105.3576953413,-168.501600564415,-156.948984401742,-252.068811951326,-162.180918394164
Competitive Suppression,-196.199215635165,-190.837224008407,-263.360122514223,-191.069684411616,-170.830776178107,-165.485009747572,-219.765809377226,-214.281176223573,-237.797671443916,-173.043226584546,-247.84447488222,-197.652543552603,-178.282305535037,-167.021832608152,-211.168653723193,-190.346931202004
Direct Suppression,-199.763667941928,-189.074184919249,-238.00157234982,-188.404201352028,-242.088651873687,-229.153793837798,-192.301994991792,-180.811364405357,-265.800651190948,-227.517001611153,-234.61108627557,-184.822700397413,-244.839360949496,-189.451531112064,-454.806734677286,-179.915104874305
Generalized Competitive Suppression,-208.319184844066,-206.853731588377,-187.835146887883,-175.148616200063,-183.617192560565,-178.311822039279,-227.27480430481,-225.022435558064,-165.435588127631,-151.626840106996,-201.521289514191,-180.670671875731,-184.750875070238,-177.72599591734,-223.475850046223,-206.483667431697
Generalized Direct Suppression,-167.45805994039,-163.206760386366,-145.974799334139,-105.197675180599,-208.500895735574,-189.284426633196,-186.432391279861,-182.120703605784,-328.899672198878,-180.092889602017,-166.098516699853,-94.2891119456099,-193.749763915976,-173.474257623501,-236.956786505548,-163.861861945611
ROE Competitive Suppression,-169.218121313829,-158.137465920511,-248.468813088697,-158.038798716732,-182.989463743947,-174.679948756452,-224.510102609208,-190.303414857919,-235.851408293896,-180.205594228452,-251.958402855203,-176.733940663913,-148.113808404829,-130.749228071977,-254.753253905208,-161.904713071669
ROE Direct Suppression,-166.082109736456,-161.493407864327,-209.3027762205,-166.598922804691,-214.689075555566,-206.771184998136,-180.64818410279,-179.004318943137,-288.678454619166,-205.333045799828,-220.204348844422,-180.033868992248,-180.149324341357,-167.007454788707,-183.193168249125,-162.465971296947
OML,-145.347264883624,-142.851149271654,-191.192231643651,-148.462600219811,-201.256530365655,-194.949360691477,-160.269492581409,-156.15271206956,-231.365209452483,-192.617761325124,-199.47819256955,-158.51039335993,-149.424028936288,-145.11219874764,-296.092692723376,-145.702022209504
GML,-173.350754888629,-167.100234570227,-148.95996519749,-112.999924839886,-191.708934637367,-177.52740789136,-200.252023812918,-194.604621922473,-243.479827367424,-164.500945971267,-168.842765211086,-129.239165302197,-169.10984090689,-158.164892522671,-174.51263960508,-167.362876109524
Competitive Suppression,-212.945157748069,-205.793901756227,-250.775246515844,-202.446063123762,-180.918830228228,-176.055467502632,-232.091949019476,-225.775985497857,-302.239559749837,-181.288636616141,-247.658527495161,-209.640705715723,-194.424886384017,-180.234158013768,-257.775127549254,-206.25231969069
Direct Suppression,-206.972262197454,-196.084305781868,-242.294904604402,-195.649781380403,-247.997787606492,-230.999396266343,-189.281657647341,-181.053406004505,-283.472748580956,-229.758829687422,-241.896705566916,-186.377021089138,-214.831220761262,-197.170009473286,-320.34750735863,-191.014771122757
Generalized Competitive Suppression,-216.533881841022,-213.930078565084,-238.35380333977,-184.219632669482,-192.812498750757,-186.095936568288,-232.504516526713,-230.423518926856,-195.276441996163,-165.562072388823,-209.383383030802,-186.077056990669,-196.12992013864,-187.404556783089,-231.244612833965,-214.258972198586
Generalized Direct Suppression,-177.791728479746,-172.787369058817,-194.048443188669,-137.516299795758,-203.827379350089,-198.354074899997,-191.540548720748,-186.523942147212,-220.890144490451,-187.669243810472,-177.260447306134,-120.457416980753,-181.439456902165,-173.525079983156,-220.413970277849,-173.150072508369
ROE Competitive Suppression,-182.005554672774,-162.857774711244,-254.468621922893,-156.040142789934,-177.231652028891,-164.17538190219,-208.247483491724,-190.274805521645,-257.778162424957,-168.055969897616,-273.560016010951,-168.555786811289,-192.941955785382,-146.623901132109,-393.141088662641,-163.434561873629
ROE Direct Suppression,-156.564848413964,-147.414918069011,-269.728711925575,-151.642118457574,-205.364426133066,-193.058547965572,-167.133591160256,-164.278733140077,-298.973049036383,-194.661858841874,-250.126782690377,-166.227865483574,-194.817772890209,-150.691069083472,-232.954073255036,-148.037217406099
OML,-169.917556753649,-148.736569945053,-592.456019938925,-154.449904981143,-195.263329150417,-192.827838746552,-193.99441065657,-169.646771024892,-239.769403924692,-194.789853948208,-264.383407729452,-171.298490347823,-169.062209812053,-150.195026449916,-178.632230979902,-149.476610893763
GML,-156.583362991123,-151.266449648156,-133.532953247183,-106.021469869149,-185.773982735561,-176.897814022967,-183.124239213342,-176.218908787841,-210.343661045656,-171.148572403676,-127.11314840068,-110.528312584994,-160.476529683214,-148.457329773615,-157.587901252443,-151.485044707785
Competitive Suppression,-214.422421828913,-206.813440883142,-324.559839116713,-202.316564280784,-190.719931161733,-184.662898806209,-230.834209898016,-226.511232817479,-274.631020659889,-194.295834109924,-302.947153640865,-212.680330957738,-209.491302310537,-189.75360446668,-252.271270954839,-206.595659772763
Direct Suppression,-192.294570976653,-180.877357818298,-226.905111708323,-186.212673803554,-257.761333061975,-232.222515397989,-189.155715958177,-173.094675778778,-271.11080951437,-235.358631191178,-222.510181875561,-177.979697476652,-248.760224952576,-196.221464166592,-367.687046806009,-177.689865790412
Generalized Competitive Suppression,-225.654293960699,-220.853307875333,-218.398355706465,-179.272971445018,-187.67868879429,-186.128431790029,-249.099848105715,-240.625309123765,-194.960180434069,-156.346629152168,-228.058599883693,-186.050331419274,-213.490830222095,-194.901601013266,-236.487565317532,-221.110817449191
Generalized Direct Suppression,-177.010479889291,-172.711148691111,-149.418834175739,-126.898420801566,-190.474821277827,-185.986767731489,-194.407150226943,-189.615798772117,-191.396836798723,-170.474848276075,-130.918747965525,-109.767454773442,-173.599391160227,-167.937945536334,-181.033876975668,-172.636009707427
ROE Competitive Suppression,-167.075965437909,-157.765297300194,-180.889060769807,-155.04792170209,-170.864476468097,-166.697880830056,-199.957335930906,-188.209258064228,-245.429889684555,-174.787927204676,-200.417696432966,-171.208635025117,-140.121583038807,-129.251839628799,-169.824554787973,-159.251220324885
ROE Direct Suppression,-181.464778724083,-170.298092254555,-242.649422338108,-172.483276981237,-216.527758214574,-208.712526054605,-187.506967496069,-180.238923707733,-265.21622542833,-207.539423138889,-256.665357116885,-181.024814168137,-193.863227631026,-171.525078885288,-273.921619436283,-170.488872962374
OML,-164.895243697059,-155.711373692501,-288.512735576845,-164.685249236792,-208.259305048019,-201.308561655078,-179.930900096262,-171.315410443054,-269.51312900545,-202.979653502564,-276.179673031111,-175.998268094097,-173.785084803616,-161.878530778634,-308.703357730341,-155.620327818416
GML,-169.58435205284,-166.370895003836,-149.435114041518,-113.724816574863,-180.278705917341,-176.097075468938,-199.14340933235,-195.862284704178,-285.516144527384,-159.541057676423,-168.043911775014,-125.239770415032,-167.113666086618,-161.05860235208,-173.070388147404,-167.213050284366
Competitive Suppression,-216.941641753866,-208.346818317656,-277.266115555528,-205.523588085349,-182.913699908403,-172.744143182477,-281.854562474589,-231.097445027068,-290.864730675584,-177.910363883354,-334.06223130012,-210.429789472844,-195.765233751377,-176.600963697796,-320.471239193469,-209.822770090195
Direct Suppression,-203.749657426282,-194.453138040456,-326.842026422345,-195.568622142943,-236.594179972744,-226.385369799417,-195.886448822553,-190.539460755661,-306.037048805496,-225.496888485482,-248.57655755589,-196.27435346912,-208.425557175983,-196.116352086212,-350.381988831887,-193.333455627763
Generalized Competitive Suppression,-208.455382880258,-205.743162757937,-208.68056479826,-178.925863187879,-179.23627093947,-174.723091237965,-232.542991895601,-228.821245356349,-175.149845588684,-153.656565534191,-205.585314859974,-183.332477824104,-191.331148586822,-176.405723924043,-219.378459489008,-206.425466505762
Generalized Direct Suppression,-170.677444589081,-164.475320664545,-113.154552662459,-97.6984824680067,-185.847962958414,-179.598407190285,-192.864240146326,-185.769061243693,-344.189554017295,-165.430457503363,-145.756120530013,-93.9907549863657,-166.216621629594,-157.844529077084,-396.957802862594,-164.609432681868
ROE Competitive Suppression,-184.581999965538,-169.365962940825,-228.563103965894,-166.890179793414,-182.022053989524,-172.836137506735,-201.910184678115,-184.855434930421,-206.4821626984,-175.056394778934,-262.420240964027,-173.984077033827,-171.91758273628,-151.491164702261,-239.26437285436,-168.627421446506
ROE Direct Suppression,-181.322148080777,-173.056155213081,-278.404637216076,-172.841736992743,-218.564410173445,-202.366145655759,-195.562133954767,-188.823239124026,-268.091682943046,-204.406564457854,-290.717408477158,-178.740379393039,-190.874793056156,-173.856430569903,-296.455274302518,-173.283908875365
OML,-156.143487766937,-144.748699148018,-192.288568270356,-146.326001439837,-199.339430367427,-194.523104432428,-180.953250369101,-163.887428678331,-214.942793575833,-195.685276765446,-200.578025912757,-152.002942048337,-165.742879944293,-146.331213893216,-420.430431040527,-145.223682029643
GML,-170.405251380572,-169.407023736093,-232.219933086457,-125.151837661918,-198.337095416643,-190.532590197788,-193.829582521777,-192.240471272444,-568.890954394262,-178.638987093181,-221.505035157408,-134.601283358879,-167.376493935337,-164.750628138425,-195.045702795187,-169.180819289232
Competitive Suppression,-212.452071978293,-206.834392289902,-297.175228364722,-201.691097191935,-174.790613180693,-163.858583119987,-231.252515395445,-225.601268641317,-263.783864288711,-172.300985107054,-277.92950296024,-205.303170377964,-189.825333604384,-166.783478404414,-217.345805383183,-207.256839332337
Direct Suppression,-187.528972966984,-184.234000503786,-287.544712070973,-187.766705631318,-232.709327386168,-228.547886856327,-174.908811781083,-170.852532193649,-291.796440743946,-229.638595680579,-291.352329167892,-176.618163554125,-196.889792039879,-187.281519490445,-253.769492127638,-188.896792813657
Generalized Competitive Suppression,-211.313888362559,-208.073455257711,-211.580624969855,-182.809530836831,-170.022765180239,-167.513946703943,-236.871045753135,-229.495845064947,-180.999097144945,-156.524081705412,-214.072313545387,-190.947874127593,-175.100669353755,-168.868256084794,-227.594218171386,-209.417296725006
Generalized Direct Suppression,-174.981678498413,-163.592756728115,-197.906898134368,-103.08938667504,-200.760967017533,-182.854715204785,-189.974458434044,-186.67648732421,-202.536702729805,-168.945088429122,-145.359715660348,-100.006511705523,-184.997965885363,-158.239618363693,-285.937144490712,-163.627144251738
ROE Competitive Suppression,-178.706041519542,-167.157038648115,-231.292922745369,-164.089517940292,-171.966153514844,-169.585073545936,-213.899322880509,-187.271777448573,-215.856358280535,-178.589545976875,-258.586383466549,-174.050815352676,-158.108116527355,-150.481484317307,-295.507773288985,-167.115434019013
ROE Direct Suppression,-190.399730751896,-184.245465912972,-263.705122824608,-190.581714676269,-219.489700838975,-215.483935855636,-195.082618476871,-192.495513417354,-306.50896266474,-216.450611816188,-258.776087996334,-196.725029608231,-193.940045979697,-187.691043485389,-281.453071175929,-182.95639127683
OML,-168.353161067021,-163.45050866308,-221.162830851735,-164.587598722932,-211.738208777415,-201.242096904284,-187.38089879819,-178.535920599244,-263.970142625774,-200.924143591394,-219.113131029052,-173.4152206247,-173.162537241608,-165.188324398064,-242.527428912902,-164.570852261936
GML,-171.403524775998,-167.644052057023,-162.756041650422,-112.853362354544,-181.067425464977,-176.764224230572,-197.731764083528,-194.494850566712,-179.442471396963,-154.63450717244,-170.418699245388,-122.506532208424,-163.57575678825,-157.540906320494,-285.34066177566,-167.970652613831
Competitive Suppression,-226.365148674179,-207.521984326881,-246.1853712674,-197.336604003754,-167.666220427766,-165.932911841225,-253.844282902685,-227.276266880117,-216.901969874065,-166.273190191974,-287.972589106659,-207.148844468022,-185.010164780091,-176.740592244334,-242.329974689404,-207.983551828067
Direct Suppression,-210.002816815662,-189.236128476465,-245.302762590129,-186.002275566901,-255.518214370312,-234.325121509634,-194.178043382917,-177.777751311397,-286.808798025244,-234.881312964377,-259.401568041846,-177.861497610186,-213.087802786654,-191.068282578142,-414.402210472898,-181.897112008778
Generalized Competitive Suppression,-208.199532601477,-201.680041660652,-180.487758897812,-162.874632751412,-173.38862542329,-169.801290975958,-232.753267095403,-223.508723702023,-175.341981489528,-131.255150590271,-182.210064646628,-171.147695046309,-189.227713415655,-178.469727290289,-241.008119978304,-202.917858338767
Generalized Direct Suppression,-187.320808457017,-176.126988638335,-143.58757237086,-119.265833688503,-189.814399932121,-184.456151782228,-205.081870463148,-195.329389453947,-195.789791539042,-165.584023921072,-125.721076995632,-112.107144660073,-194.460703068022,-173.703038148406,-186.213320222016,-176.208583678323
ROE Competitive Suppression,-182.066352329997,-160.932694841661,-253.838586052387,-157.731648792169,-177.56107622501,-169.038946490852,-211.923837954149,-182.474270751544,-229.558275658338,-174.656323995828,-248.273925033464,-167.334330307053,-164.035223594209,-151.963242885416,-249.08582370972,-160.919917604957
ROE Direct Suppression,-180.048940186623,-173.362005034779,-256.996453746518,-179.406233527124,-203.987128678037,-200.451273271253,-200.27842447496,-194.688248529299,-238.617412108143,-205.585757565332,-258.919565515302,-192.489719356797,-194.595927305818,-184.832033884857,-425.375338944793,-174.167710071366
OML,-174.225944053452,-165.906370050366,-222.842293853979,-170.48919284989,-220.669523223796,-202.361396436267,-189.369430442991,-179.207376821332,-248.09404922656,-204.043693895565,-206.929959111822,-177.267053208879,-186.241705557695,-168.814520567298,-299.204526917437,-166.379306868089
GML,-169.165036281522,-165.288710138459,-129.202355016518,-114.266080341545,-189.996591900394,-181.207704822208,-198.553666595172,-189.413866698061,-237.084547674463,-172.87497604128,-133.401857197842,-121.735208258932,-179.381590798534,-159.598057634314,-178.770063236407,-166.302341646875
Competitive Suppression,-210.206536406034,-201.766095137889,-250.817645795775,-194.398599945923,-171.184520753509,-156.63384210561,-237.50502491283,-222.143530625636,-262.900924030316,-160.603751413963,-259.238864383663,-200.76452610406,-177.807521845143,-156.447808343777,-228.350605362304,-201.279895554833
Direct Suppression,-201.845451210087,-193.67640348938,-307.447289544139,-198.419643502209,-235.979477655093,-228.311297416302,-188.214432225077,-177.852827873235,-316.119593342555,-228.875666597343,-304.282252419061,-182.867056851941,-207.562169312173,-196.4056265216,-322.784167925004,-181.809579361409
Generalized Competitive Suppression,-208.825643881234,-200.345227529035,-235.780554664593,-173.315862142196,-203.548553653093,-179.091782232068,-224.036447292298,-220.458001184328,-201.347673318098,-152.685121368497,-223.447992374187,-177.593962047352,-199.841541751912,-175.912124320204,-217.675161121796,-200.555070746634
Generalized Direct Suppression,-169.223854137442,-163.801932332271,-137.442446790924,-120.604265659668,-191.474590878384,-181.528150645775,-187.668400447176,-184.763282507653,-308.729585569379,-173.351469229803,-136.167412620269,-107.669752729737,-176.74399522694,-162.021922734822,-269.5279478252,-163.821041338066
ROE Competitive Suppression,-164.276511917366,-157.083471778847,-206.885412171988,-156.226960151977,-181.192359451567,-165.102866899898,-190.53194665229,-183.95689072505,-223.13043549443,-165.655832063021,-240.691269461303,-172.878143650814,-182.533082261346,-147.52820083304,-198.06346122504,-157.212421087539
ROE Direct Suppression,-180.134887102633,-167.164428179503,-232.792833003032,-168.797793287224,-216.252033704555,-213.067216162475,-200.281132627918,-184.81774929158,-247.986145105874,-214.79430366229,-261.112351114262,-183.670300713854,-210.725149096203,-176.00931785487,-303.634108890303,-166.961413923143
OML,-174.222241367744,-168.781341033149,-229.210225345828,-175.300875945,-228.395194499328,-207.914069652138,-178.647245625657,-175.317645184485,-282.79512330313,-208.293179978567,-214.562209106592,-173.058104319687,-203.936234021349,-171.160877728155,-186.037789395392,-166.996027992069
GML,-167.294364697848,-158.925102990102,-139.594579797832,-105.38327454433,-185.912778616629,-178.608267492057,-195.652970381665,-188.40102605396,-219.435118362719,-163.210633828554,-136.025331909287,-118.073194040616,-161.144253835608,-153.983725588496,-220.36174170805,-158.992937201105
Competitive Suppression,-189.48665870403,-186.108311504481,-229.442126935154,-186.752076313499,-161.572050355375,-157.354038379741,-229.173186970926,-211.29594517862,-231.28451951241,-165.084945836002,-251.553355257062,-196.823199630869,-162.196649147309,-155.467074177593,-315.44050068415,-189.672463606603
Direct Suppression,-207.695036623218,-193.079698188192,-263.85903485114,-197.911657569362,-239.067736548547,-221.195490205653,-197.791642234419,-185.906769691234,-254.192383736409,-222.847319047076,-273.303893385405,-193.437883980111,-227.217892810579,-195.881565982127,-274.552013525112,-187.416796995434
Generalized Competitive Suppression,-206.547510224368,-201.010474225611,-201.594235554738,-171.851344238022,-180.707762441994,-172.152165515448,-228.178314479311,-221.448504637957,-382.568417274921,-146.949804841695,-209.482339790556,-179.87048329015,-186.264819332996,-173.799902452333,-255.705609872017,-201.086717364654
Generalized Direct Suppression,-179.978506980001,-173.068288243628,-141.43757582855,-124.470138869339,-197.935088209664,-192.889620527421,-193.391514275042,-189.953309042889,-213.636331664356,-181.607591998,-144.789070151063,-119.202504583807,-180.230860128324,-172.280123648569,-181.452988423589,-173.303615551066
ROE Competitive Suppression,-262.209462554316,-162.963721613911,-426.810080602487,-167.928408185559,-191.80793325734,-178.037358565428,-311.144983223785,-183.786265028828,-364.411159858163,-183.226389087142,-592.84937957796,-176.759917320829,-242.329960518803,-153.447014780147,-454.62900742488,-162.265824300349
