originator,OML.ols,OML.sp,GML.ols,GML.sp,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Competitive Suppression,-197.481529356312,-194.152973026368,-290.518131294108,-193.300355767193,-171.585368508354,-162.096206609956,-226.607267325168,-218.72684451689,-285.638041197197,-171.870982200792,-299.135318149699,-203.232436003445,-200.598819294894,-159.362529594944,-288.848937758578,-194.987357549476
Direct Suppression,-212.04990598314,-202.14253832151,-236.664490905722,-204.934869829324,-243.143309770358,-236.552991177292,-202.380297120914,-195.386068328562,-280.616741222973,-237.152712959282,-235.871528851929,-200.786065914391,-266.922603891652,-207.946282247438,-529.997211463631,-201.764821596542
Generalized Competitive Suppression,-219.230788958732,-215.455371646802,-219.116139417525,-189.648429301176,-189.95055643568,-181.775018303046,-233.265064757941,-230.181773709615,-201.832108032023,-163.485647266641,-218.396064007679,-192.469259505853,-193.622676803562,-183.026443300965,-226.105861194111,-215.610044877775
Generalized Direct Suppression,-175.548581835171,-168.194501561475,-296.856046886353,-113.084831464127,-185.326050580397,-182.38943026066,-193.830478432755,-185.60737032448,-186.414224842752,-166.158192314982,-116.963318702863,-98.0697571807024,-170.81832157829,-163.392336488249,-216.298222586859,-168.558649531893
ROE Competitive Suppression,-182.356720022097,-165.113883803503,-223.90936121688,-163.77650247346,-167.248478847766,-164.040652732639,-253.592148979595,-188.373776996725,-192.89208536682,-170.049748150333,-259.276848837369,-176.719899844582,-173.567800290638,-134.019866683711,-277.229903097767,-166.622151587514
ROE Direct Suppression,-191.95999773762,-174.339343181631,-234.75981990408,-175.981808663667,-241.948437987959,-212.621135898575,-194.791663696902,-176.035384828075,-268.792404117635,-210.415795900648,-226.706174249429,-176.591682585022,-206.300104306689,-182.569912902767,-207.08375865251,-172.564725088773
OML,-151.839926558409,-146.33385608866,-218.577928385965,-150.280745599586,-203.131331833573,-198.092942012747,-171.931481520371,-161.877139120537,-251.058179008766,-198.055031052485,-212.643631154153,-158.187950045678,-165.609630507365,-152.111450711022,-301.607311099143,-149.7858421355
GML,-169.288249182211,-160.173629044648,-127.200607291822,-100.247722715963,-178.269772742059,-166.997784047997,-202.088254061335,-189.598716604498,-162.102060087025,-146.750474732345,-248.331758833912,-118.096596075318,-164.281211847394,-150.944844956752,-255.015755389753,-160.166268363817
Competitive Suppression,-210.11613278082,-198.430073097756,-401.060635538455,-197.963979862333,-190.830730083378,-170.74205350302,-229.475638052295,-219.30631045734,-368.614797528154,-173.770110408607,-593.472327692625,-204.147439641436,-206.069253572116,-171.42445542771,-230.146478646314,-198.072319323714
Direct Suppression,-181.795452643469,-177.002647312783,-249.320520982971,-178.073266878565,-241.272417421606,-227.920335934483,-168.344285880532,-164.680807489527,-274.800553198631,-225.011447134311,-205.527528441875,-169.010473284681,-187.399746069363,-179.837886311222,-232.247417697097,-169.558904396356
Generalized Competitive Suppression,-218.408404073373,-215.383162507736,-208.540858247223,-185.517642178919,-189.590748009028,-180.864538630659,-238.369096456433,-234.453456734061,-186.306808483649,-171.694831286825,-225.635591539288,-190.531723079744,-195.106053371784,-182.420270872409,-249.744484880904,-216.33453349659
Generalized Direct Suppression,-189.904578380578,-175.755420920302,-218.260016677794,-148.41341593841,-195.378731387374,-190.665044474057,-201.644137431861,-190.783099362772,-223.737147006964,-184.165886834015,-191.129922661432,-137.025753270606,-187.945411833924,-174.370247884712,-244.294306305481,-175.725577063745
ROE Competitive Suppression,-181.288944771886,-156.916224941969,-218.4759975112,-155.985758299752,-171.751711652418,-165.405321865221,-194.455990854851,-183.364530964928,-201.513452686274,-171.115011815709,-247.983959981436,-172.856551276838,-172.344247877516,-153.983703298515,-189.90603376618,-156.90920747485
ROE Direct Suppression,-163.563233971936,-160.873614331233,-204.057742254972,-166.486919525285,-206.117719027106,-194.487418495361,-194.394332764147,-185.568155138029,-239.751011228718,-196.045707686991,-222.633899270021,-181.263654409264,-184.285776361583,-163.413780175808,-239.091824981143,-163.442149537231
OML,-166.323868879601,-154.762163509503,-193.131807801368,-157.611275626616,-198.936633066609,-193.911302575342,-185.859963198108,-178.218852032939,-237.668549929214,-195.669173765966,-215.861225594875,-172.923900970453,-176.341878145448,-156.468945424336,-188.393409537137,-155.868781656978
GML,-179.218712525455,-162.129665765999,-136.805721019844,-104.206378320062,-177.308471578784,-170.790229264415,-209.194904408989,-187.092047855879,-261.106245084829,-154.622206476243,-150.123511593154,-116.757961631956,-175.453804368815,-154.104908225185,-228.92020043257,-162.289978672721
Competitive Suppression,-196.179393840868,-192.569825509328,-240.806750289467,-185.722368080823,-162.90859692035,-160.215203003719,-214.637559534239,-211.071170870723,-224.167611383509,-168.763994570777,-242.975287351474,-191.586988600231,-173.316334586924,-163.350877656048,-233.534663743133,-192.851674467575
Direct Suppression,-193.322596143533,-191.407078885423,-242.526287403419,-199.433108573155,-234.728282885447,-232.903383914983,-183.823049782309,-181.006925578788,-287.936795467299,-238.487741464027,-230.413836614986,-187.250829813482,-196.335207351321,-194.821941071349,-326.57194730954,-185.174472579406
Generalized Competitive Suppression,-269.364882325758,-209.063499030753,-213.248221566876,-174.187069437078,-183.200114795148,-175.122044507148,-292.046290967735,-224.655673526503,-190.863936761999,-147.016111350515,-229.163050602261,-178.915408833252,-240.789583745351,-181.457243460599,-275.090005091591,-209.094140839061
Generalized Direct Suppression,-184.439085385538,-176.147424471947,-218.119122512431,-132.609697621824,-194.131633998128,-190.669458623715,-198.714696103886,-195.280405169211,-246.461894874,-183.57369124954,-160.976899020937,-121.333711503672,-191.717706801459,-173.649510249519,-202.677740724744,-176.233853026343
ROE Competitive Suppression,-163.974099493293,-154.901403983351,-202.953756318426,-154.484407896746,-175.334950715218,-172.596939489321,-204.639344228587,-181.761257915537,-213.182369057989,-176.343124594743,-213.373499541392,-164.356550974122,-151.597313892805,-142.683184466698,-212.470747114045,-155.918509936578
ROE Direct Suppression,-176.144973741852,-168.020585665974,-216.020572068573,-166.327500598108,-223.90033802923,-202.256136234824,-189.326145069063,-181.149877179808,-257.885278526997,-202.97225641844,-201.252182318716,-171.548056957942,-197.100108743166,-170.320093154595,-230.487567465177,-168.21191200752
OML,-178.289852800471,-166.020091118734,-222.553838643738,-167.282170655032,-215.784076828465,-203.905137047295,-195.364839333881,-180.662909383054,-247.047940360468,-206.057019160655,-242.189539605365,-176.302789300468,-190.386168301563,-166.94461665823,-328.568961805453,-166.936790747294
GML,-168.461838230466,-161.807345737951,-190.361796405901,-108.741886107438,-182.818336777143,-176.906733854838,-191.140545463112,-186.283036103467,-235.887830799172,-162.482502858893,-181.435710068349,-111.527172798925,-161.618525546702,-153.715407832708,-214.498689488922,-161.95099910833
Competitive Suppression,-220.709745232255,-214.735389682264,-241.552988602683,-205.083689884336,-185.796853636938,-181.463393545123,-243.808980653042,-233.54000261389,-228.222307013524,-185.607563630518,-254.485833572896,-209.36987961443,-196.335510166861,-181.024843033961,-253.750266056686,-210.663231155432
Direct Suppression,-193.322244117371,-190.338321149886,-257.166003646329,-199.002751698989,-228.425061682037,-224.462308041017,-196.023465710401,-193.125931483185,-269.322167565337,-227.687813447412,-222.633127147587,-196.158712009028,-195.755958992742,-192.283150028999,-238.426091305752,-191.434960782561
Generalized Competitive Suppression,-205.294226077859,-202.387450684968,-194.034720200849,-172.059013266991,-183.576681010786,-178.024072465845,-224.460927489382,-221.454779404487,-231.420653233018,-150.395234769897,-212.286306368009,-179.499064594406,-185.030498596064,-176.985325815315,-236.553838330138,-201.741094030253
Generalized Direct Suppression,-184.945597660478,-175.343361384921,-158.014275020241,-128.24403828369,-198.649903049968,-189.71111168553,-200.52486791617,-195.211620527739,-251.595230254113,-175.46065862483,-137.376582588645,-114.092876317718,-189.989567078264,-172.084884184929,-184.7320859459,-175.342656428869
ROE Competitive Suppression,-183.144299082601,-173.504872565645,-234.180722395353,-167.637723506843,-162.898106263273,-160.486214345372,-219.243752312906,-203.335961476169,-233.587485964832,-163.911675170329,-237.257392693661,-187.239558594776,-158.648038437572,-146.384789623033,-253.437150908435,-173.479984964099
ROE Direct Suppression,-172.378475233955,-166.776848348066,-199.992890603501,-169.816542194475,-213.443379681884,-204.280422057169,-188.50228231491,-181.72068426362,-237.566029044917,-205.445391538835,-204.70084384205,-177.367939557734,-184.001835728508,-170.607856999786,-305.759339801154,-165.777489573332
OML,-149.698331427346,-146.812632844937,-190.132837664376,-148.525241971306,-206.013162153881,-193.770292811083,-168.743473152246,-160.845367466546,-260.616971141614,-189.818924043338,-207.67223810622,-160.696321869891,-159.367298811255,-149.519273724273,-231.663132436754,-146.577560911579
GML,-166.261912304408,-159.4224584461,-118.890254076093,-102.962048764282,-195.596361592287,-180.60146307784,-193.947786123779,-187.166904482006,-181.226656139961,-166.117294257284,-175.779767345197,-123.414836958313,-167.004757308953,-151.576896912841,-310.193650903894,-160.332562360453
Competitive Suppression,-207.463138344063,-204.781152118328,-252.023617983855,-204.943441359453,-171.953050735001,-169.72682231046,-230.465000805063,-227.690845060753,-215.426932156043,-183.589980141831,-259.334499262674,-211.491889013768,-196.347921886336,-180.60753574036,-216.785023071392,-206.268759570408
Direct Suppression,-190.21714648217,-187.087830115292,-230.77482655243,-186.388488452243,-230.483151630731,-228.332480799457,-188.827999218374,-179.751610053127,-254.286875177603,-226.02088160144,-233.728834426782,-185.220135057641,-195.930171834489,-193.218764897818,-234.48571176396,-182.737185170943
Generalized Competitive Suppression,-208.624676080159,-202.34105558087,-228.454381813239,-168.904734966447,-168.810278003297,-164.68970266506,-227.475231412166,-222.674355964842,-179.365396872747,-141.015096018822,-206.671799319774,-175.908229511744,-178.610404992099,-166.58521568284,-231.929955062085,-203.606575950926
Generalized Direct Suppression,-163.095543947815,-158.895333248598,-159.925160623979,-116.541764194272,-188.277989371586,-184.314295672782,-182.505980278046,-177.173731596973,-210.137011790876,-173.453869171195,-140.942965400169,-97.8424492175931,-165.752556274009,-158.150110553568,-164.407396373401,-159.331982139776
ROE Competitive Suppression,-167.891820243698,-164.443621106482,-217.637093690115,-168.844893734317,-178.803419484418,-176.251550754858,-196.542246229622,-190.59126949309,-207.001241813845,-183.849235747577,-223.980725439962,-185.073043717773,-155.734774553948,-149.191729420337,-454.211647408421,-165.651632100679
ROE Direct Suppression,-171.178146385945,-162.304397397376,-235.25450154046,-167.320067443467,-216.330839080321,-206.165898262943,-174.99147292856,-171.361360747074,-301.241806142599,-211.232250912016,-247.65984358163,-172.96829017821,-194.69896845127,-172.593647654264,-389.289750706321,-161.32916903102
OML,-174.511709011029,-164.481079797723,-224.053674521221,-163.975340829331,-206.253119831996,-196.204099322712,-189.074463011563,-179.258144524739,-277.426945348715,-201.193646446089,-225.29906824467,-173.041150551653,-179.831567143735,-161.358697206941,-272.329146648462,-164.301702084233
GML,-163.035212177336,-160.806972731051,-113.750392209604,-100.298407337331,-182.514467684533,-179.313514002326,-195.563727968185,-191.329936921051,-177.502012121228,-155.785576338478,-135.19590133564,-118.951398249854,-154.080288568575,-150.495916596212,-173.685334628656,-160.19855656671
Competitive Suppression,-203.090197518543,-200.489914952759,-221.908165194658,-194.955430613748,-176.883778265497,-164.294495706315,-227.289074891412,-221.841162114607,-195.887037999577,-162.932363052244,-242.600185871448,-202.77660623514,-181.053723993683,-164.274888030545,-228.313801120156,-198.845237781321
Direct Suppression,-184.20036565088,-177.714509333499,-527.163191216345,-181.633928224292,-257.846556056121,-224.078836609707,-173.39333973042,-166.965374248848,-280.292406821704,-222.613451274271,-239.208068601415,-173.625750480685,-212.738552422798,-185.60245309704,-330.473326508778,-172.662500559686
Generalized Competitive Suppression,-212.107097602653,-206.799171006545,-220.952909530582,-165.175676149431,-189.923383770355,-183.13836618687,-247.238262326412,-227.091477952523,-193.372743034568,-146.687191564693,-228.53855640375,-177.095013869685,-192.06632956084,-183.373474755732,-233.540673910966,-207.425037361949
Generalized Direct Suppression,-172.211083231839,-164.732464215863,-138.108804094004,-114.779609866943,-196.2002738658,-185.005033138821,-193.29378819289,-185.86289555068,-188.420721038246,-169.981482528005,-126.55079676085,-114.524172109106,-172.029149032288,-161.406858739322,-181.881680245276,-162.96496621435
ROE Competitive Suppression,-168.467644535068,-161.673602235887,-204.969052687308,-160.876307709315,-192.429412710038,-181.239682632529,-191.683801555183,-184.383433461391,-225.127178851063,-183.281108998374,-227.78723123018,-174.243270377699,-179.104103006117,-157.617994671381,-173.125948256604,-161.674098680853
ROE Direct Suppression,-186.227128181148,-176.198217815419,-233.817666478234,-181.885509263754,-211.389851607491,-208.714498519603,-197.7145336076,-189.408748164213,-293.637700430573,-214.890494454548,-229.639943812921,-188.930217276693,-187.72355874458,-176.246831274269,-319.188614892617,-177.180690786304
OML,-164.438779821639,-152.741152343559,-196.039239727982,-147.959568770667,-223.870700400223,-211.424423673937,-174.60614671678,-162.589707143257,-256.489423677486,-207.530239299168,-226.266109029842,-162.456610024989,-165.659386575989,-152.734901247332,-189.388137306005,-152.63459980514
GML,-204.680252811414,-180.407156881832,-175.474886708353,-129.01126442065,-211.11028898226,-187.032188709405,-222.017701028892,-199.749578200651,-249.343162761932,-167.646446579231,-129.605802507242,-125.414472927902,-210.678400040531,-177.077590476434,-296.79634276138,-180.441897195074
Competitive Suppression,-211.142665459814,-197.601175295288,-233.831817744699,-192.25746811259,-182.26300762137,-176.547343215577,-228.103365929371,-218.944578568514,-243.36831433311,-182.854947787709,-231.512780872383,-203.191313968752,-186.577851322925,-177.447363564743,-281.488563515211,-197.402227918707
Direct Suppression,-201.593609447261,-191.727954741834,-238.574958506595,-197.001854132745,-241.976461873218,-230.767275176214,-196.370356490309,-186.449971370449,-302.331724019187,-233.236604087253,-240.673339511278,-190.143281169836,-205.151166750429,-196.120923455496,-251.321728391588,-197.013863564603
Generalized Competitive Suppression,-227.836423510401,-213.652889823724,-197.323901826109,-173.091982888023,-199.924842297973,-183.028641872325,-249.633796401411,-232.706988586045,-163.122823674835,-151.900577214998,-217.99759928579,-179.431930201912,-210.250340997813,-187.430736610224,-242.751999040758,-213.90895118108
Generalized Direct Suppression,-160.387408751092,-154.229352641384,-133.679679893917,-107.707371901438,-189.220065738014,-184.280974579818,-178.015412241701,-172.843705328243,-259.287799738927,-175.148671888522,-147.452042540449,-87.8357427047771,-162.909643562024,-152.22746376028,-222.341476957421,-153.780088080565
ROE Competitive Suppression,-276.688583045393,-167.295976219613,-299.995247111274,-159.867426805176,-166.417242418969,-165.038030059245,-330.309193231348,-189.104256210368,-221.17242057353,-174.723818982146,-295.673727295994,-167.511251622177,-218.791634547384,-150.490472268624,-401.1982046591,-167.293715281813
ROE Direct Suppression,-174.619158897726,-167.801194948532,-219.033547108688,-182.51763623144,-223.292632345802,-214.802194800889,-186.615872797094,-179.304659114524,-270.952283430627,-216.231345008191,-219.526204531136,-187.56830566492,-183.448277815517,-177.56929528569,-256.848405423564,-175.943991232368
OML,-166.113511062302,-155.140425279454,-261.220507368093,-157.711629476469,-192.765778058977,-187.396754052897,-192.43105750431,-180.651651660012,-251.885196666826,-190.13020527034,-429.3790097555,-174.643704377635,-165.285880864939,-153.901649816797,-168.338358646254,-155.180539677148
GML,-173.833508440078,-169.282114956955,-129.484802840897,-107.604439732442,-187.536275472035,-181.282998139791,-193.651481814827,-191.205596700179,-194.126365781173,-160.566994138906,-161.51181198411,-112.242129628754,-164.300921013794,-156.988834355582,-247.526567467714,-169.595982682827
Competitive Suppression,-206.646901240955,-200.489615086182,-240.392143122385,-206.228607672087,-173.26542859219,-166.17031736259,-226.645640916103,-223.756482722679,-310.481229427209,-175.629022958052,-246.357397990036,-213.014985801334,-193.357820586083,-179.127417561204,-223.231615508775,-199.854067109022
Direct Suppression,-184.046795269597,-182.803994371179,-213.286303012672,-181.048826303261,-234.365528030805,-232.654280787928,-173.991186300091,-172.392038530769,-267.490279501449,-233.840420127995,-190.932000157168,-172.869706028566,-184.200256893083,-183.278282693179,-230.471460178643,-177.23595702602
Generalized Competitive Suppression,-219.062057452074,-209.057249422717,-251.947885079306,-183.733146814041,-172.998813425653,-165.377548547115,-234.953127319519,-228.288556955807,-390.450712038463,-152.479206472228,-255.983990629157,-190.791557505342,-176.155027089698,-165.92306154392,-234.0505021605,-208.46845150365
Generalized Direct Suppression,-173.125545573245,-168.541059992036,-147.531665378737,-116.369445125712,-201.14985715227,-191.770210638581,-193.475281242803,-188.093594416066,-773.971749791595,-179.996910547682,-116.557755079101,-98.6440137932335,-174.338974904992,-166.825503258617,-211.527603839526,-168.566322732827
ROE Competitive Suppression,-176.521045982187,-159.355283259488,-222.421833457566,-158.541363556433,-182.770872031469,-175.686821956889,-196.749083549581,-181.443483973953,-237.580102835865,-172.891750012119,-244.172390662955,-177.112995943094,-177.247188011881,-155.315028784379,-256.348892352497,-159.333055708625
ROE Direct Suppression,-171.989811855563,-164.794689953414,-224.104075082367,-164.509362761761,-213.416048998184,-205.778044116188,-193.342888439956,-174.931518205488,-322.123953260338,-204.49416372337,-220.690353812947,-168.369975654203,-178.937793778849,-167.636714547384,-229.71399096083,-165.678522478433
OML,-168.401042161879,-156.690973168134,-262.395523610272,-156.980877464314,-225.722584405009,-211.294762804794,-183.004175013426,-166.578481806896,-298.403176222043,-211.523158111644,-307.81510886887,-163.705555135874,-186.059803426441,-156.681708011868,-243.735193563412,-157.16276492372
GML,-169.874371971445,-158.67973325386,-129.482852278998,-96.8264790014781,-194.724091178454,-177.107103806097,-203.172092292012,-188.662071905367,-233.080657223262,-161.018605621284,-152.09667262499,-114.134449262383,-177.434060377454,-154.440959799988,-168.875665007937,-158.671300535376
Competitive Suppression,-206.373291252598,-193.241837306659,-223.954487188657,-190.76650012159,-167.437576727149,-161.442573749992,-238.977376685917,-220.049041920282,-196.671412201715,-166.301873977593,-271.198093660466,-203.047303621708,-210.360374661884,-169.489998544648,-304.795497272754,-193.300394232942
Direct Suppression,-180.697591553653,-175.275555721463,-228.903549827013,-180.416577930071,-224.801565537898,-216.602762436313,-179.886798847209,-173.239972517276,-318.771158385147,-219.663026289282,-221.607164043863,-173.923061916855,-183.311235967728,-175.808820466166,-246.622145625167,-169.882775319465
Generalized Competitive Suppression,-241.231939739057,-222.306779474642,-243.772107801603,-197.257330050767,-188.212929866105,-181.648486689046,-268.572487152025,-241.997710060211,-174.587568669712,-158.816228590666,-275.306105352453,-205.380009589326,-204.263142365539,-182.35709412697,-243.656659570427,-222.252957548661
Generalized Direct Suppression,-183.603144542131,-181.269882831127,-124.367588515709,-105.293743935605,-192.338210694427,-186.381232212369,-207.352910665927,-203.213789335255,-233.781049423845,-155.760436435835,-159.585748106254,-110.994968989301,-179.515921467471,-177.082901112705,-199.183954009243,-181.231517636487
ROE Competitive Suppression,-183.812093647594,-167.239883790065,-241.624921815187,-161.946806753672,-182.589674286286,-176.633470607989,-213.175336705657,-188.447547796669,-232.700148670596,-180.146277933509,-254.236112768519,-171.011374298769,-186.423824995063,-154.870148210848,-201.497519427459,-167.248140901097
ROE Direct Suppression,-165.721560604942,-161.335521454666,-256.312900473352,-163.401760198236,-221.884568136156,-203.76188554452,-188.358859003989,-178.856207285167,-352.8846840462,-207.284511860297,-238.383212979199,-170.906976108743,-182.919751419452,-163.902213874608,-195.144278313392,-161.463570010497
OML,-157.064480991558,-146.21298319055,-207.721351455229,-147.412116918695,-206.717383948846,-190.837721945176,-170.68962184564,-161.564281574557,-235.150925310345,-191.626513769235,-190.390159617157,-153.333051769122,-183.431351882119,-146.976524063315,-302.848620507444,-146.078085261564
GML,-164.366738833189,-160.738794460236,-166.500900808871,-100.659662094187,-183.596831149298,-179.203931227877,-190.157832886958,-186.277307766839,-196.360396651971,-170.092669706846,-191.634744973876,-116.846483624278,-164.943178045619,-155.092951575171,-260.234825983026,-161.82260860477
Competitive Suppression,-217.935209882626,-209.751847498666,-266.112532922819,-211.267467776407,-183.204594943396,-164.156576413808,-240.021269370906,-230.230717081998,-239.9212227796,-174.595029333814,-269.800136329604,-218.208283559381,-196.241282026456,-165.842002375162,-237.989631373374,-210.784743681728
Direct Suppression,-196.974912616772,-187.831394607986,-232.938752284757,-191.359151899902,-243.302930981537,-226.637577315918,-190.409988991677,-180.437332564862,-264.775628254296,-228.285125391307,-236.02136724101,-183.165770869482,-205.420446014629,-189.786684714134,-333.055514596378,-181.296180146604
Generalized Competitive Suppression,-219.347230542221,-194.12326954487,-326.53960588402,-167.740664829892,-164.860544879464,-160.963944236613,-236.710250595778,-216.630177708064,-185.711985885807,-142.444628460857,-342.131055191142,-177.862934318101,-182.186669045209,-158.099216783655,-215.971836572104,-194.374235861058
Generalized Direct Suppression,-185.825885539707,-162.546951609465,-174.15510851588,-97.4423730987895,-190.351707703042,-183.171064065196,-202.808368695617,-184.739752317255,-187.525637257131,-160.306116047664,-120.925332055854,-89.4214184072083,-185.656070886288,-160.361823714366,-244.066240228126,-164.297817070888
ROE Competitive Suppression,-191.97160970231,-169.908597553942,-221.655486626207,-170.461990532184,-203.972284123938,-175.300474457518,-220.658696722501,-192.125945421218,-255.972221893771,-176.279157796335,-239.460574430918,-185.306185725563,-185.559529452484,-156.616949180639,-195.805729174391,-169.899344617995
ROE Direct Suppression,-187.809845985086,-173.150154370398,-227.975154690358,-172.542735782807,-210.650665403984,-202.748104778335,-205.788484790171,-189.706067083467,-239.759223246029,-202.767661155146,-228.31996507498,-182.35513670009,-190.396198717421,-171.979904072368,-192.431495761123,-173.034954867384
OML,-180.460760836653,-155.947742866648,-221.835740693119,-159.250350688231,-203.726636254933,-198.44723335353,-190.152816646573,-180.125647946156,-396.908595768298,-202.206138216994,-210.547869652031,-176.492538638645,-182.309268221064,-157.124696463526,-199.022982544226,-156.376573994845
GML,-177.295250496258,-165.275084621995,-175.674633172737,-100.883689401883,-183.947019055184,-175.628844559804,-196.211478375888,-185.814358852417,-169.511491471625,-149.986072618529,-223.193413958503,-105.44726752166,-171.444434305025,-156.270590270195,-301.22458985735,-165.122172160615
Competitive Suppression,-231.956389331714,-202.987833173324,-302.96844606981,-198.46172973049,-173.728009990336,-163.81405699602,-268.770290515405,-225.082622367003,-273.19692913353,-179.173487427298,-325.9708384053,-206.315605446761,-181.250000470334,-164.728309102782,-259.004054716072,-203.979409751264
Direct Suppression,-190.794261251565,-187.065988435728,-221.435285205863,-189.710421309961,-245.018646328593,-233.858777342412,-180.614758414341,-173.102749317933,-264.354228159428,-231.616583844217,-231.287856227222,-176.565285505867,-206.497709980261,-195.057261750352,-264.511799887014,-178.346234896431
Generalized Competitive Suppression,-219.65559489114,-213.396348735822,-209.780924072452,-174.760600934662,-189.784687081522,-175.490083717206,-239.713708957247,-232.56601364319,-178.624541158548,-149.090334428061,-214.975665603705,-180.874597972176,-194.792883367869,-176.305980672674,-248.277398798236,-214.099255586792
Generalized Direct Suppression,-169.498144028598,-164.795140248391,-131.364131880175,-107.375247975641,-184.974325059135,-180.186617908619,-188.161842005606,-183.405832954105,-185.382238805387,-163.00133276007,-120.899788495376,-93.2588852907227,-165.013783728124,-158.708485526076,-182.10265668045,-163.573345218576
ROE Competitive Suppression,-165.281932241716,-156.357650153157,-255.27339778108,-156.912367764091,-179.21840533187,-173.240278347497,-182.047289852221,-176.228315538846,-254.775774760755,-177.85977455625,-217.165094215614,-165.061122397505,-161.096699286529,-151.901576517878,-285.204057205448,-156.052081379782
ROE Direct Suppression,-191.865248699926,-178.160177153256,-367.801637559003,-179.709691445414,-225.42956240607,-198.13456589607,-216.361619177465,-195.722402823124,-257.40052071726,-198.578415790001,-360.472631926221,-189.2416185204,-252.971080104804,-187.601105094431,-311.262826824111,-178.617246269526
OML,-149.771191149902,-146.11794508406,-180.456257968186,-147.404690523703,-212.522419576009,-197.885810041875,-163.338354476491,-159.973972404895,-248.086544200322,-196.227755024576,-178.03457255154,-152.18881966192,-161.689256560514,-149.067745448555,-249.403307792061,-146.211108733178
GML,-172.272801981739,-156.998717937817,-145.209026322591,-113.714216523106,-190.715330175052,-175.162413333576,-192.009823299205,-183.650651329663,-198.667404660928,-167.013826851789,-140.40485988955,-118.805651211094,-175.56621921074,-153.092386208192,-170.824491567318,-156.991571990212
Competitive Suppression,-204.277518620877,-197.580373768935,-266.671057363935,-195.510456299465,-175.262619868339,-167.388556021432,-229.603738891785,-216.414613089281,-202.146952500721,-173.821037299942,-254.3473450813,-201.60928763141,-180.529817508212,-167.910371897299,-240.623741239124,-198.04266579515
