originator,C,OML.mlm,GML.mlm,Competitive Suppression.mlm,Direct Suppression.mlm,Generalized Competitive Suppression.mlm,Generalized Direct Suppression.mlm,ROE Competitive Suppression.mlm,ROE Direct Suppression.mlm
Generalized Competitive Suppression,0,-219.494744015352,-198.191058145232,-183.700669075014,-237.055975162551,-268.298485522646,-199.092013165643,-205.335989405512,-285.801048626356
Generalized Competitive Suppression,0,-216.663400717308,-292.166010152141,-205.661330133385,-237.09371773898,-326.467534157336,-271.332580977346,-215.211750575344,-218.914027187043
Generalized Competitive Suppression,0,-208.188529051111,-195.555068479156,-176.635273910313,-227.890463315325,-148.013993824497,-205.185315356464,-196.850450684521,-219.750886198959
Generalized Competitive Suppression,0,-375.501074168774,-510.449516313941,-199.776447174116,-358.309738074911,-220.049349270442,-560.447882831557,-319.002510556716,-368.281750202244
Generalized Competitive Suppression,0,-209.714413484899,-210.436794127094,-191.327750444403,-233.125585208528,-195.291178393657,-206.118485811516,-201.188654972501,-224.197722107329
Generalized Competitive Suppression,0,-222.15449466616,-224.921685339037,-182.405314163888,-245.8122573955,-172.380325726778,-253.354722964246,-192.629037365877,-250.699544938786
Generalized Competitive Suppression,0,-204.018826831735,-201.995948751574,-190.072227463873,-223.011278799213,-244.834365063559,-225.20917318148,-205.35352805687,-215.249090964456
Generalized Competitive Suppression,0,-212.653551881796,-200.820037051773,-191.12022722376,-234.474744666848,-166.982569386533,-191.932930553374,-192.822105538714,-222.780486524645
Generalized Competitive Suppression,0,-214.201013504706,-202.065554484897,-171.505748137124,-240.80895573501,-160.161808653878,-223.9580223107,-183.14874298374,-259.203461233301
Generalized Competitive Suppression,0,-217.538890736632,-271.477519638424,-178.82937694998,-237.950962072069,-239.438587638213,-329.666570763787,-203.543246205268,-335.55340539166
Generalized Competitive Suppression,0,-233.996314756213,-234.354326675429,-189.010435165735,-259.938731237871,-194.848625905523,-252.778774351629,-221.389493125119,-244.736928488522
Generalized Competitive Suppression,0,-225.656836048251,-210.122877464171,-189.872102601499,-249.353033080292,-190.531145496984,-235.295678784879,-209.019587793023,-245.328440713202
Generalized Competitive Suppression,0.1,-219.746040205104,-225.11268204188,-188.327055125541,-244.141479478922,-472.839098395,-241.605317928111,-195.403492048718,-225.656928134181
Generalized Competitive Suppression,0.1,-218.674597246515,-212.417958480448,-186.932015105719,-239.346844801532,-148.965933380738,-235.540896188641,-203.844959414915,-235.756209580505
Generalized Competitive Suppression,0.1,-198.724552214162,-193.789826617365,-179.213449140633,-224.446173187541,-187.293567842919,-204.641011171297,-177.192850761513,-221.996076010073
Generalized Competitive Suppression,0.1,-219.588489238744,-190.889120303756,-190.907563347999,-241.693389587285,-182.768508272936,-198.321804994477,-221.043008858857,-225.759030427308
Generalized Competitive Suppression,0.1,-214.349834193852,-248.258035403329,-192.353093592194,-241.711558412061,-179.042034755754,-237.462581962785,-197.399583333618,-233.384718716316
Generalized Competitive Suppression,0.1,-198.697637051263,-228.619662965693,-177.963357267028,-225.482000122829,-182.354850132207,-266.35380385742,-198.847860631695,-216.316567440326
Generalized Competitive Suppression,0.1,-221.640780763805,-224.471105187671,-185.756264619563,-236.734133983822,-170.903228149311,-220.012223665758,-193.483107087588,-227.914993306806
Generalized Competitive Suppression,0.1,-208.491218369376,-237.083026130028,-183.419239789228,-232.88329216292,-176.971540379315,-240.368983983215,-188.307964349779,-215.200235733164
Generalized Competitive Suppression,0.1,-219.885028808081,-184.096834312188,-195.955518799449,-235.929072022081,-180.124720468803,-205.146962353161,-206.455259928101,-229.656420573048
Generalized Competitive Suppression,0.1,-223.331190507413,-269.592831617569,-227.66543283405,-237.822680134355,-630.812662199653,-255.569662516531,-217.8029695031,-222.920403445295
Generalized Competitive Suppression,0.1,-225.68928801343,-218.682411459389,-184.771197412277,-250.450562832876,-222.108632669323,-220.486403048544,-195.342796680413,-231.959388940547
Generalized Competitive Suppression,0.1,-210.690548957507,-188.941704409866,-175.464954792135,-231.110901794066,-141.554695421698,-214.61511136106,-180.087183057739,-234.672709016708
Generalized Competitive Suppression,0.1,-221.582884028427,-216.241882118597,-177.317147503864,-241.149866850319,-220.96161628079,-222.408075030183,-202.385246246632,-265.024056408273
Generalized Competitive Suppression,0.1,-216.119113121323,-197.817838371224,-202.127384941513,-234.456367232168,-191.1217345982,-207.129705356357,-205.836410554501,-232.937777770891
Generalized Competitive Suppression,0.1,-225.284487021325,-190.903119000162,-200.80950123018,-245.360069475127,-147.965057923228,-204.378062166564,-214.07217997275,-280.619451396621
Generalized Competitive Suppression,0.1,-218.614820829804,-230.05404543264,-194.102167507587,-247.005329817961,-200.296058339095,-249.970252702997,-215.307344659074,-255.42513903734
Generalized Competitive Suppression,0.1,-217.162104177145,-212.002911820334,-179.541330738787,-233.685574145481,-179.809593902534,-210.691847357024,-183.119201558821,-220.8250946894
Generalized Competitive Suppression,0.1,-235.914627300608,-226.935261387517,-206.636954019635,-237.894395244093,-366.260106001878,-224.839447094774,-224.433490046381,-253.360206876423
Generalized Competitive Suppression,0.1,-216.07313328798,-191.97973816312,-183.387070003779,-239.972913538739,-152.86128606839,-211.01291108349,-200.213169047395,-228.909065833574
Generalized Competitive Suppression,0.1,-221.379928982592,-217.128271373979,-197.25870821359,-243.010409735541,-171.940582587693,-235.958500442662,-218.483239821253,-262.715453491737
Generalized Competitive Suppression,0.1,-216.660774521614,-204.751583383528,-193.488624643013,-234.877128691293,-214.491128140379,-209.559198637607,-195.641341158686,-238.832910530974
Generalized Competitive Suppression,0.1,-217.365707007485,-270.780972860944,-191.706177963602,-234.986390830323,-184.407660534755,-189.816893485594,-191.659152574098,-241.828784686108
Generalized Competitive Suppression,0.1,-220.257296990908,-197.075535969507,-187.090395169669,-239.029424907193,-291.782022915192,-212.482528812979,-202.958976507208,-227.030173686594
Generalized Competitive Suppression,0.1,-230.610564529632,-1276.87999247593,-191.70989464158,-250.646378282566,-161.971548819393,-248.665658671819,-196.918697618062,-234.296072979435
Generalized Competitive Suppression,0.1,-239.512549353527,-218.607763072265,-218.878875928292,-260.838902932918,-187.289738023003,-224.369211442153,-226.233530328456,-265.128412491778
Generalized Competitive Suppression,0.1,-218.923360002423,-287.093322128617,-176.608055556817,-235.303605741796,-249.185735471006,-293.382665646881,-188.484725642705,-232.80379249456
Generalized Competitive Suppression,0.1,-219.170997256823,-190.824682815416,-196.587267363727,-232.275053614755,-171.479257855158,-188.071219403506,-199.67259877449,-227.24645608128
Generalized Competitive Suppression,0.1,-217.689085918458,-205.279809135337,-182.554895550687,-240.865687862374,-177.819522012396,-225.515053899533,-188.075616945665,-232.642462163301
Generalized Competitive Suppression,0.1,-228.848188973374,-258.848540685215,-185.447344626617,-257.127775163061,-171.953701039806,-311.344103629923,-191.461745290439,-236.460242055241
Generalized Competitive Suppression,0.1,-215.993608315685,-294.455913781627,-190.513962282156,-232.638494404402,-200.278895702853,-189.018625345576,-192.669272601623,-264.604234444924
Generalized Competitive Suppression,0.1,-203.706629179264,-217.540132270709,-188.084148044522,-220.765430437611,-187.017961406922,-211.998004665309,-197.424979838677,-220.519808244552
Generalized Competitive Suppression,0.1,-224.20646228891,-208.49375775464,-205.526978883648,-238.915528384926,-211.081555365306,-206.461851261422,-218.351312217364,-245.15226624873
Generalized Competitive Suppression,0.1,-212.469558236162,-217.683977378172,-165.414972406304,-234.371819022376,-174.745811872204,-217.611383617942,-174.706293920951,-259.023303581895
Generalized Competitive Suppression,0.1,-227.384689655003,-221.050437549376,-183.722545371212,-252.820920625361,-221.987002056843,-240.02238179276,-193.545326864069,-273.095788134538
Generalized Competitive Suppression,0.1,-221.537663562633,-195.137334158427,-192.469449641066,-235.008080586786,-193.127483578596,-206.030346752354,-204.230925500944,-234.818824002253
Generalized Competitive Suppression,0.1,-214.369615090137,-210.917309377165,-174.063133216197,-238.314232074527,-230.587048263654,-213.624129545488,-174.909321833376,-236.112422743026
Generalized Competitive Suppression,0.1,-238.638233455921,-245.847212056769,-189.087063456615,-260.751500727376,-168.232917537046,-246.49679835494,-208.891869141404,-253.481197106868
Generalized Competitive Suppression,0.1,-215.716197674735,-233.217341149898,-183.006587925942,-236.607096780522,-390.555804457317,-240.723046777796,-192.158575850376,-218.246188506423
Generalized Competitive Suppression,0.1,-216.487434252182,-238.509181506325,-177.006292211393,-236.391056305768,-165.417445232983,-224.890310209138,-181.340170871483,-220.742711358758
Generalized Competitive Suppression,0.1,-214.502485032806,-200.132775194112,-200.442451550147,-232.410539459179,-175.559348810324,-229.15153688166,-208.863818585762,-219.352131382243
Generalized Competitive Suppression,0.1,-202.781172870627,-242.095828803598,-180.557682568205,-231.227946139624,-182.420744714506,-274.545926221627,-181.121112126257,-228.523727691381
Generalized Competitive Suppression,0.1,-226.332738197993,-250.18126187031,-200.570961882532,-254.859356892744,-285.932712660871,-257.916860328408,-201.09074337168,-312.810837777644
Generalized Competitive Suppression,0.1,-216.399546049798,-203.116042672823,-237.701471338033,-239.380222053268,-234.358086005633,-215.553484526882,-242.09468403449,-226.077962955043
Generalized Competitive Suppression,0.1,-217.797273133172,-197.22674638522,-167.49389002463,-242.437298556495,-199.850872353616,-211.92228738635,-182.466391317254,-225.415450848656
Generalized Competitive Suppression,0.1,-216.997324312069,-222.553935926548,-191.323628696348,-231.828556382197,-148.457322805741,-215.41870853152,-202.241481615426,-245.678138964483
Generalized Competitive Suppression,0.1,-235.58150586702,-208.736715117179,-204.753868720568,-256.358486292446,-185.507357585884,-220.707237245779,-206.916744793992,-256.500672560221
Generalized Competitive Suppression,0.1,-225.711989635655,-210.614504331312,-191.437649057177,-246.387566816477,-247.657819548415,-215.594760345053,-199.763882619502,-231.534318373832
Generalized Competitive Suppression,0.1,-206.60458860466,-217.106156607899,-186.563354214255,-228.014256429562,-194.56855451326,-216.498391973126,-188.951564425354,-220.308088438633
Generalized Competitive Suppression,0.1,-226.385440285998,-195.012119221418,-203.910052612471,-250.336468623926,-178.2457914041,-204.408340621195,-205.522835762721,-245.994433643806
Generalized Competitive Suppression,0.1,-231.594842918076,-223.138348945691,-176.646409988085,-245.838167018339,-167.698069377401,-231.656327882645,-193.544657672776,-232.860649038499
Generalized Competitive Suppression,0.2,-221.594422545259,-206.898498750721,-200.507482270905,-225.504172453551,-175.532984050581,-205.886113386879,-207.58950203067,-226.280907672623
