originator,C,OML.mlm,GML.mlm,Competitive Suppression.mlm,Direct Suppression.mlm,Generalized Competitive Suppression.mlm,Generalized Direct Suppression.mlm,ROE Competitive Suppression.mlm,ROE Direct Suppression.mlm
Generalized Competitive Suppression,0.5,-206.508641419594,-200.009154542864,-173.724296769098,-227.991935734401,-160.166852805044,-215.631326611173,-176.191159762792,-205.352835577035
Generalized Competitive Suppression,0.5,-218.49421663794,-198.522534776029,-196.563038656009,-239.803670882568,-227.957717038168,-209.282565376444,-196.305746020636,-220.822679785563
Generalized Competitive Suppression,0.5,-219.52468808733,-199.326193499694,-200.905339691518,-233.326594607466,-181.590253463527,-239.944761975543,-210.323674694866,-229.73064735667
Generalized Competitive Suppression,0.5,-219.863115501676,-248.272634088388,-190.053506494457,-237.219502441051,-214.051787538267,-215.565558010212,-187.320365544438,-229.550207002101
Generalized Competitive Suppression,0.5,-218.735046837322,-180.608466879098,-203.111762659911,-233.798265919717,-192.658245243499,-183.379504635823,-222.934852969172,-238.993654089933
Generalized Competitive Suppression,0.5,-204.082426374264,-227.782809727812,-185.742615505013,-226.448343582508,-191.311166437423,-234.332838043472,-190.474779541383,-215.538816656251
Generalized Competitive Suppression,0.5,-226.077771564084,-226.060235946899,-195.666916843815,-241.155068568141,-170.528766609803,-228.874891837451,-193.347982806802,-272.944043410839
Generalized Competitive Suppression,0.5,-224.190147949232,-219.9620137241,-180.416419923419,-251.508414885675,-169.051986172203,-226.413255688777,-192.646655607644,-240.831207610486
Generalized Competitive Suppression,0.5,-218.939613256179,-203.727301902094,-189.238866691149,-247.533569378412,-163.135432085775,-210.809431528426,-190.9181292799,-222.992713574447
Generalized Competitive Suppression,0.5,-228.233395741574,-214.162360669369,-181.402551189882,-244.297794153898,-146.472147276751,-215.491180106692,-197.990727241925,-233.410132748857
Generalized Competitive Suppression,0.5,-218.989544938111,-207.768591118477,-188.275534042381,-237.757118700908,-192.314215085364,-217.4499293195,-188.709272011502,-230.943078691018
Generalized Competitive Suppression,0.5,-223.54771318187,-205.095900702492,-181.939169777145,-241.480045347169,-196.795723628545,-216.484223821702,-184.052160484368,-246.670777855437
Generalized Competitive Suppression,0.5,-216.145604508474,-254.997409659623,-185.319586018323,-242.463016898532,-174.057652492132,-306.279183102564,-184.738845624636,-219.182720294776
Generalized Competitive Suppression,0.5,-219.618595061396,-247.459012600889,-203.212878445819,-235.433080479303,-251.045929767148,-248.486322540752,-212.417512232021,-229.836010703014
Generalized Competitive Suppression,0.5,-222.322840437591,-182.177790437618,-201.749907319137,-237.297869487989,-184.098135448534,-183.929186575525,-209.885562191107,-249.087144599536
Generalized Competitive Suppression,0.5,-208.559577030872,-231.070763132366,-184.220872620138,-227.698097785711,-234.201725036883,-259.094732834555,-187.712119723694,-237.020530772112
Generalized Competitive Suppression,0.5,-208.255913043265,-188.190228567758,-186.507166436489,-231.414965082311,-151.724430828535,-202.753301519703,-184.497704939488,-227.444869037754
Generalized Competitive Suppression,0.5,-211.470058306298,-176.110075976556,-186.616124389862,-236.193591258696,-167.473559763546,-187.052250897238,-189.749047998878,-229.363474430289
Generalized Competitive Suppression,0.5,-215.717187969992,-226.528960654066,-191.06273265203,-235.892741367889,-201.833228613679,-230.587026631879,-192.458248590814,-275.519089106932
Generalized Competitive Suppression,0.5,-244.40073339683,-247.533549273154,-194.38413975602,-263.469131991526,-180.222086104047,-252.094152249923,-212.722162639847,-249.580999858724
Generalized Competitive Suppression,0.5,-220.690515590025,-237.395578068083,-184.950822605897,-239.106652759432,-183.001441964355,-241.730580691508,-198.184524534244,-240.223795583993
Generalized Competitive Suppression,0.5,-214.436975950764,-194.910602060461,-180.905882899148,-242.690683745891,-192.547423628116,-210.242853606797,-184.475045361065,-233.033488259672
Generalized Competitive Suppression,0.5,-205.14506081757,-215.339382701752,-188.73167017426,-224.049374243502,-158.737798316583,-213.844873497704,-187.085222359162,-207.03674069147
Generalized Competitive Suppression,0.5,-241.023434413935,-279.89321671548,-205.245812331123,-248.225671653417,-182.570047463654,-244.046909578933,-206.270386466682,-264.632650726876
Generalized Competitive Suppression,0.5,-234.05827883509,-248.354967911571,-218.734297736312,-252.706681912483,-245.4709246588,-261.606235552601,-223.984402608446,-240.350869989281
Generalized Competitive Suppression,0.5,-218.515488169118,-206.031248133796,-188.233559935001,-238.12895207868,-247.705400509741,-215.747656432725,-194.427612103071,-220.159909130962
Generalized Competitive Suppression,0.5,-218.181685535782,-231.804724652143,-184.833092492702,-249.73676269115,-232.457328240438,-249.06166557363,-199.354896045203,-224.694787084492
Generalized Competitive Suppression,0.5,-225.882897529416,-210.204153170455,-190.519574698167,-244.941002359716,-173.140379573141,-211.953843967128,-191.181969877103,-242.379426280148
Generalized Competitive Suppression,0.5,-214.991593277167,-198.379137058918,-189.511785664813,-236.467674808414,-189.227517646393,-211.840201244617,-189.835776004787,-237.768452044208
Generalized Competitive Suppression,0.5,-213.823762696672,-208.421043782872,-181.350168892883,-233.497172788,-191.366966850992,-218.985837194085,-180.26963291958,-219.762076329406
Generalized Competitive Suppression,0.6,-233.373255348463,-236.729440754767,-185.251259746745,-260.033152856823,-168.307196594975,-255.356272780173,-198.858143187514,-240.308683966289
Generalized Competitive Suppression,0.6,-224.625241816176,-205.070714311935,-202.063652390063,-245.86574290184,-162.245125142916,-256.854280026469,-206.590580483825,-227.047142783758
Generalized Competitive Suppression,0.6,-210.551879954532,-178.035884779693,-183.895942741157,-237.140995166031,-170.782970637738,-191.409348001408,-195.218585563884,-216.555904039308
Generalized Competitive Suppression,0.6,-218.139430789299,-228.559703475067,-196.323583295915,-234.322532376874,-242.804055126813,-211.698260679808,-198.542937815172,-229.0889434204
Generalized Competitive Suppression,0.6,-217.211570683852,-267.855386200789,-187.380715976282,-236.911384133505,-185.73689624239,-283.090890457517,-185.410414959605,-219.699623839957
Generalized Competitive Suppression,0.6,-217.45746261783,-251.035027809643,-191.989226207662,-241.712055657028,-202.441043466572,-254.29086047612,-202.388175225157,-225.281599076849
Generalized Competitive Suppression,0.6,-211.710032506185,-196.104561386654,-178.303012163629,-235.121168182309,-150.740333109003,-206.306204425844,-179.415047081531,-242.730812932546
Generalized Competitive Suppression,0.6,-234.410642639,-242.147905185722,-185.553762034631,-254.188407850382,-173.011468392877,-260.698670448847,-202.485042316643,-243.559436632785
Generalized Competitive Suppression,0.6,-202.510996087086,-177.235533604653,-176.732504754728,-234.274378394914,-207.546540552853,-218.969951769943,-177.930949287143,-209.305455453513
Generalized Competitive Suppression,0.6,-225.96000726573,-231.637157591584,-195.566772645186,-235.226888524823,-255.803636739312,-269.182973393288,-196.614886576674,-276.268629331238
Generalized Competitive Suppression,0.6,-213.465601256879,-200.292516675632,-181.385091267832,-234.456634197194,-205.029999486042,-207.310773945656,-186.153046453102,-225.248840222487
Generalized Competitive Suppression,0.6,-223.29008321733,-271.437015139722,-190.461794902254,-243.301469321365,-180.545595934532,-259.548155444803,-201.910899720047,-253.759674511874
Generalized Competitive Suppression,0.6,-218.10230344821,-239.301663726194,-190.966328558528,-242.569097090556,-221.824290579988,-248.314021733237,-198.150691685429,-223.018134782589
Generalized Competitive Suppression,0.6,-223.041415948458,-177.29921879943,-184.252846149022,-232.534298951281,-158.264140897309,-194.313562147648,-186.970465231078,-230.935579781961
Generalized Competitive Suppression,0.6,-207.392271369511,-321.38906828476,-177.547522377468,-226.640820896463,-156.964170104047,-175.581019144117,-184.197610019679,-234.057008563223
Generalized Competitive Suppression,0.6,-224.503624436455,-202.490135680149,-188.284878222157,-241.760465771703,-173.937791463837,-210.494063846,-196.681018789337,-228.655666354061
Generalized Competitive Suppression,0.6,-210.794625799464,-190.894203784623,-205.275409566327,-231.836221727078,-183.87447204942,-202.320583793942,-203.434209698905,-222.530661669658
Generalized Competitive Suppression,0.6,-207.498417952916,-204.178096900336,-185.772723692891,-223.8241752222,-184.374977758764,-200.465917272002,-189.561119253628,-260.214005732264
Generalized Competitive Suppression,0.6,-214.050872575925,-228.23332646788,-180.524818443986,-231.303896243473,-191.174965370039,-235.600347694763,-180.13492579025,-221.356472221348
Generalized Competitive Suppression,0.6,-208.095686936864,-195.394811681119,-172.348083381515,-227.911618571755,-202.239020903103,-202.09849262614,-171.292459635939,-217.764766667915
Generalized Competitive Suppression,0.6,-216.895498719103,-179.748099567675,-187.141728188396,-239.114178931736,-182.567833168122,-188.526264406187,-192.036426099967,-233.160463078349
Generalized Competitive Suppression,0.6,-224.965557638899,-196.777486877564,-212.6735207654,-239.685088366811,-256.219055696542,-194.632275322944,-214.455712770564,-231.77149425082
Generalized Competitive Suppression,0.6,-221.920156441623,-193.370770997932,-184.500922619561,-244.655856653021,-183.820713076833,-197.24554498807,-189.377700341993,-261.207733638852
Generalized Competitive Suppression,0.6,-235.045912935276,-235.109613907288,-185.81206508804,-247.33854744781,-204.82199801,-234.755378908356,-196.668703770752,-238.153853324232
Generalized Competitive Suppression,0.6,-222.490182212101,-197.938006877436,-184.323847449937,-242.23147365772,-168.007751655617,-203.920269958087,-181.346560731985,-234.05305807295
Generalized Competitive Suppression,0.6,-221.619311143351,-220.803865953707,-196.453095907201,-234.342855335604,-188.673633576881,-225.748976057937,-204.721220901407,-232.820162708663
Generalized Competitive Suppression,0.6,-229.51163614766,-217.687076154963,-192.507104660268,-245.536069060912,-185.498666226089,-206.810311995551,-198.302600457359,-237.052976285438
Generalized Competitive Suppression,0.6,-219.679982919229,-202.209739427648,-205.080686706149,-237.84796038062,-191.161524918189,-210.596508405447,-203.788639117012,-246.536804813282
Generalized Competitive Suppression,0.6,-212.020362318561,-222.845387187292,-181.260148771891,-236.032577874753,-180.619307918229,-238.347857959231,-189.777745319752,-227.4485839906
Generalized Competitive Suppression,0.6,-212.391421175755,-211.277007291262,-177.259490368221,-238.087905441912,-170.228635605005,-232.62779119535,-188.709939299935,-294.319071284452
Generalized Competitive Suppression,0.6,-218.568644689697,-218.673698268586,-203.043143366913,-238.60102710483,-193.391581664236,-240.55319575467,-206.011389665519,-241.393629786676
Generalized Competitive Suppression,0.6,-224.927075732824,-189.767030118461,-183.64192636067,-239.275395395735,-157.905031261661,-188.724752949435,-207.020161106929,-232.307311064013
Generalized Competitive Suppression,0.6,-214.585973149753,-213.48547221905,-193.549529551902,-234.585925408474,-216.088245960973,-235.449130947716,-195.173872083704,-257.056477913806
Generalized Competitive Suppression,0.6,-205.848665382591,-217.159550857201,-192.873915604579,-244.656275316042,-186.76169372121,-237.558128800966,-195.50905859885,-226.043029941217
Generalized Competitive Suppression,0.6,-212.518412159916,-225.487116561464,-190.584135166399,-233.270840820807,-190.494696306873,-236.790000135786,-197.833171023588,-249.116742244578
Generalized Competitive Suppression,0.6,-221.940354653238,-183.719088922906,-191.225586569504,-241.017564982367,-152.073728506317,-190.504362211061,-200.392471141239,-225.216862491129
Generalized Competitive Suppression,0.6,-208.592872681114,-197.601644062509,-187.591199710255,-225.721974062558,-163.716647710667,-198.612650983644,-191.358794777431,-223.250913557668
Generalized Competitive Suppression,0.6,-232.676924006587,-243.81187243952,-186.151678451105,-249.649988289919,-181.587822867392,-214.023337565832,-196.403311898177,-241.108110116212
Generalized Competitive Suppression,0.6,-214.994907925887,-200.583761817064,-185.451151672157,-235.437428262715,-158.780158038314,-219.504953877401,-190.324921052895,-217.751896410586
Generalized Competitive Suppression,0.6,-210.463740114754,-191.144810622811,-183.341018737338,-227.941429361228,-145.235190281121,-195.855204574816,-184.578644459628,-212.674561002669
Generalized Competitive Suppression,0.6,-214.343971849558,-225.656939654404,-181.327534369028,-231.928535237129,-179.179736913101,-230.361592275362,-186.627101257121,-237.371905641545
Generalized Competitive Suppression,0.6,-210.793403026296,-181.988722935262,-179.453637621425,-229.0452448422,-227.043155831101,-187.887087441503,-184.143828502135,-220.507405673991
Generalized Competitive Suppression,0.6,-220.051180802384,-246.544719483351,-189.856885596842,-239.778029177096,-187.132103899931,-261.795191125857,-183.262720435243,-232.793415853335
Generalized Competitive Suppression,0.6,-225.972231583047,-194.32190113127,-198.731463122395,-242.242713314631,-143.006777349084,-194.83718846623,-204.643691228177,-243.998686316093
Generalized Competitive Suppression,0.6,-211.700610304026,-200.574210403825,-184.798119997996,-235.975305652247,-178.426296517662,-219.504467613708,-186.913655117657,-287.983409805367
Generalized Competitive Suppression,0.6,-215.506836127776,-216.225493134999,-198.28889283835,-235.559282138898,-189.80100433492,-230.883983987018,-198.500832952211,-223.911015751317
Generalized Competitive Suppression,0.6,-232.76473049846,-251.688267750545,-210.651947067557,-251.314308795341,-172.821269337573,-230.954495763699,-213.494690026155,-238.747990923805
Generalized Competitive Suppression,0.6,-214.977154914806,-189.92506772332,-194.686017322666,-229.609919349778,-165.416867056384,-196.342052809485,-198.393328132038,-220.832088822973
Generalized Competitive Suppression,0.6,-216.27394539519,-210.692774981489,-211.597860974261,-229.212848129977,-205.087209554829,-208.775975911107,-213.041279828341,-219.557479440325
Generalized Competitive Suppression,0.6,-209.524754754238,-198.811308252634,-196.03370885934,-226.593544719701,-193.095747985981,-206.169999944937,-195.661670442135,-234.299252901207
Generalized Competitive Suppression,0.7,-222.96919026262,-251.089609398281,-198.331949067415,-242.901237572498,-219.952195774545,-280.635997123386,-200.741377025584,-257.572425451639
Generalized Competitive Suppression,0.7,-225.312290121937,-205.11906846574,-181.347541805618,-248.810469177318,-165.28703191936,-208.20128995149,-186.526218072869,-257.341921784049
Generalized Competitive Suppression,0.7,-258.413276772058,-274.566807777455,-206.941439081809,-247.106446247977,-211.259185018051,-218.046497317227,-211.867561470377,-254.569693708254
Generalized Competitive Suppression,0.7,-209.750916751266,-249.993472361551,-197.054849352052,-237.534547931488,-286.20456190191,-217.416793236154,-195.946687958401,-208.32853434269
Generalized Competitive Suppression,0.7,-221.26978628634,-188.630670323068,-225.130400080951,-237.5961246412,-162.982761824426,-194.150563511716,-219.952109769871,-228.605375213248
Generalized Competitive Suppression,0.7,-214.03452145612,-199.072967041667,-180.167938005441,-233.367434377716,-177.790037316738,-200.786445023543,-179.411375854413,-223.469158380536
Generalized Competitive Suppression,0.7,-216.565563689537,-184.659407230407,-182.031409810169,-234.726578846003,-155.363166411438,-195.631398560609,-187.28917877787,-233.401964551002
Generalized Competitive Suppression,0.7,-207.447300672818,-192.682986583667,-175.597880814988,-229.531258063999,-179.216796208659,-194.477645197836,-177.063713964149,-212.234198381796
Generalized Competitive Suppression,0.7,-218.750480840249,-228.919135589479,-179.630263900835,-237.776858883331,-188.080281746772,-229.859820023708,-182.146270507602,-224.804407425153
Generalized Competitive Suppression,0.7,-229.402599206435,-204.434778919207,-185.575869441653,-250.562157379956,-170.594052136681,-212.689957504619,-193.340145779976,-233.664749806258
Generalized Competitive Suppression,0.7,-226.950532033704,-234.401344123304,-191.558981422134,-245.372764518929,-209.711949940954,-245.607495289664,-206.070375578509,-234.31558261559
Generalized Competitive Suppression,0.7,-286.91568990901,-348.942396516595,-186.398573776855,-310.219511891045,-162.273527147634,-380.637190609727,-237.593083775585,-292.945324229127
Generalized Competitive Suppression,0.7,-202.890669096387,-209.221686988859,-188.217925166199,-225.00082775489,-191.304353242369,-232.371439159585,-185.437868276185,-210.404770614217
Generalized Competitive Suppression,0.7,-218.121424894731,-267.334517977388,-188.597099538505,-238.772024183547,-193.255850665717,-245.13062612683,-188.575467607342,-230.222670005062
Generalized Competitive Suppression,0.7,-230.910185931827,-221.896120624754,-186.302623144511,-256.770372177863,-167.199718337293,-237.232165012334,-185.914756782289,-255.482116617176
Generalized Competitive Suppression,0.7,-215.941655258243,-196.784570104935,-197.888513481005,-234.66135352294,-191.443694157555,-207.921751815496,-200.010347747773,-221.372083403821
Generalized Competitive Suppression,0.7,-210.006662434046,-197.795244495221,-180.567305200445,-234.806049747018,-162.851271387281,-219.397491469384,-184.072820131301,-218.32802877252
Generalized Competitive Suppression,0.7,-221.554913021572,-194.440966456878,-207.876522821144,-243.324559611195,-193.56619465675,-198.344145383301,-203.568658339171,-231.365233407002
Generalized Competitive Suppression,0.7,-229.389007404904,-293.066536852479,-197.026475555527,-250.980438875139,-218.88016899445,-290.408501795414,-198.828849265605,-241.434738035952
Generalized Competitive Suppression,0.7,-208.181260462391,-218.593784401564,-176.807798327338,-230.50822900796,-181.012732724689,-230.28740417155,-184.359925918565,-217.468648232048
Generalized Competitive Suppression,0.7,-212.417778932887,-201.679663688808,-183.842109743391,-232.984442828265,-176.468058413554,-213.42162082094,-182.373962792574,-243.216235562759
Generalized Competitive Suppression,0.7,-216.902579260723,-228.137295232915,-187.584966628577,-240.683702668396,-184.903750387785,-246.97272491191,-193.822465901332,-250.083591762907
Generalized Competitive Suppression,0.7,-224.945544505119,-179.941623033329,-187.126214439713,-244.174684277797,-152.918469143589,-194.722872775051,-200.357270460906,-257.121468395587
Generalized Competitive Suppression,0.7,-220.323061820867,-225.890815914086,-201.522112356338,-236.39299898794,-213.600686375955,-226.852501755047,-207.274152719643,-223.843770195653
Generalized Competitive Suppression,0.7,-212.738600751508,-183.944243115869,-193.205425169785,-233.773101495186,-173.434578057959,-199.340407369708,-197.823583930891,-218.977369424971
Generalized Competitive Suppression,0.7,-214.772944090565,-223.751088752864,-207.735011515727,-237.766818314528,-180.01628389479,-232.423194104035,-213.073092453629,-234.180836318263
Generalized Competitive Suppression,0.7,-208.182942767093,-198.151737638813,-195.695189170946,-231.277173195756,-176.168798018734,-205.839859996372,-195.031925107166,-208.815556731047
Generalized Competitive Suppression,0.7,-203.944406969154,-214.121484899345,-187.580837771675,-228.090662011221,-179.197815482558,-228.274121904066,-192.080742065285,-206.620629791581
Generalized Competitive Suppression,0.7,-215.185153232897,-293.76770220114,-193.729747267035,-237.23032217825,-187.140281911825,-325.105337296957,-196.526641579935,-276.87233357438
Generalized Competitive Suppression,0.7,-225.803878328615,-221.224249621709,-198.719862835138,-243.290719698094,-174.610456714429,-237.731725576776,-210.50457119503,-226.622261043901
Generalized Competitive Suppression,0.7,-208.542629667153,-200.587039457371,-193.639026100585,-230.254479238888,-215.228517881286,-193.531352814327,-191.397364073149,-269.472011335484
Generalized Competitive Suppression,0.7,-226.335065396369,-216.733824082352,-202.528420972866,-241.441475335781,-183.520076578832,-203.362722630562,-202.6291045574,-249.412203051121
Generalized Competitive Suppression,0.7,-233.494363374855,-177.147704951826,-201.024719622723,-253.371114132447,-150.625802133214,-182.162430695372,-200.942303348575,-238.741625961823
Generalized Competitive Suppression,0.7,-201.409665769777,-199.528104140725,-175.946637229944,-222.278995554559,-161.687667756812,-239.151862602101,-174.806569512899,-226.368764993479
Generalized Competitive Suppression,0.7,-219.370528073699,-206.98730758939,-251.844225162357,-237.557577218029,-225.821856086874,-216.087949465052,-232.952102445437,-230.71759714079
Generalized Competitive Suppression,0.7,-227.202476357741,-203.3823223227,-186.384481171003,-244.789192672687,-168.091531467329,-204.182360143059,-189.439953116318,-238.849665404979
Generalized Competitive Suppression,0.7,-213.358590296194,-212.166353239764,-187.839685978082,-237.881371534227,-214.454253123815,-227.386153788994,-186.654225670255,-217.272215824089
Generalized Competitive Suppression,0.7,-209.387653223984,-185.580535010013,-187.929976136421,-232.007376181856,-193.623748825258,-180.522714022037,-196.131416955418,-213.809021526891
Generalized Competitive Suppression,0.7,-223.220417532004,-227.824647049111,-185.844214667908,-247.485568482635,-169.130714216405,-247.261435201484,-186.623382925968,-272.569266128846
Generalized Competitive Suppression,0.7,-212.686944206407,-196.871106044377,-207.990420829784,-231.973246179065,-182.786982029013,-200.991495097966,-204.834793025735,-214.851947298109
Generalized Competitive Suppression,0.7,-203.314393838947,-199.43839488088,-166.085137658245,-226.067107975695,-188.971182513758,-203.925742998573,-177.445139355413,-233.327367372286
Generalized Competitive Suppression,0.7,-220.239792513072,-205.636567966256,-192.272431876859,-240.289346152222,-196.69881589655,-206.939211489791,-189.158752148493,-227.800689565138
Generalized Competitive Suppression,0.7,-219.840376559613,-200.337497098867,-175.41112292916,-243.642531491214,-158.470707377676,-215.719201863812,-175.365648721653,-224.293982994667
Generalized Competitive Suppression,0.7,-213.737966874168,-187.863831447042,-190.433855316135,-233.572324377459,-162.55077338659,-241.142888193483,-196.964809095533,-248.40081720319
Generalized Competitive Suppression,0.7,-238.900514157689,-245.001216464211,-179.943782150851,-262.435352586827,-207.951630169265,-263.020661434733,-196.639406446468,-240.147089341596
Generalized Competitive Suppression,0.7,-219.469839927752,-183.71162041287,-192.166741701649,-235.406426764715,-167.655816915185,-189.769403140383,-195.69904741177,-224.755907642559
Generalized Competitive Suppression,0.7,-211.693192756649,-173.971138561924,-233.939622841311,-234.424216996055,-230.760949906219,-189.131270379902,-236.189701069203,-220.54285060908
Generalized Competitive Suppression,0.7,-216.779841442732,-214.666337251773,-172.969742079639,-240.251751974842,-154.207421951544,-220.792184964493,-175.425155046384,-258.150499517655
Generalized Competitive Suppression,0.7,-229.332528494784,-218.016682748585,-205.147068456554,-247.727054738646,-220.612377324004,-228.24385463983,-203.254141199997,-265.101866514072
Generalized Competitive Suppression,0.7,-219.860277540035,-187.260861520186,-181.370978386812,-238.282537991348,-189.873712267653,-211.792313983426,-181.090048920999,-224.657816676514
Generalized Competitive Suppression,0.8,-212.586273754803,-191.55421720331,-178.88930465072,-230.293275704625,-155.565403887277,-213.043859390815,-182.551274160726,-227.277527998255
Generalized Competitive Suppression,0.8,-218.929847418144,-196.155964948033,-193.84243484153,-243.202685926724,-157.752808012992,-203.619037132675,-199.078324207618,-224.050980002323
Generalized Competitive Suppression,0.8,-210.045985074293,-214.473851207633,-187.630683621179,-228.491202995387,-172.192262269061,-222.883253549183,-196.045431229781,-222.04820138204
Generalized Competitive Suppression,0.8,-230.657655992054,-247.701249347643,-189.619184442543,-257.739537291591,-189.402946349832,-254.739824226852,-192.078238922288,-235.368636920039
Generalized Competitive Suppression,0.8,-220.726134568263,-354.365184611473,-193.50988030177,-243.666122627407,-342.135268653312,-371.828215779186,-194.771284194475,-218.513647551176
Generalized Competitive Suppression,0.8,-222.95587783865,-192.960057187461,-230.931945391974,-228.059250139177,-224.29954890575,-186.315538421538,-226.540212165764,-253.944430505362
Generalized Competitive Suppression,0.8,-264.364481769284,-226.487888510903,-184.139525202584,-248.618621675445,-170.378608447923,-244.391675802989,-195.736092319989,-274.519291875415
Generalized Competitive Suppression,0.8,-203.749284210653,-220.442641821205,-183.70220768498,-223.74360125584,-200.529262239613,-218.27907463681,-184.909454280306,-262.395705956417
Generalized Competitive Suppression,0.8,-218.012214795064,-199.501784835056,-190.665340592122,-237.489555524533,-175.076998003178,-203.44437268256,-190.068179482091,-229.468263506975
Generalized Competitive Suppression,0.8,-226.311195747445,-228.168921184516,-197.882829655992,-250.596843340414,-237.673017453359,-228.124361100801,-201.052181115872,-230.32771306569
Generalized Competitive Suppression,0.8,-215.602244811583,-175.348066355448,-204.344482846276,-234.844620763531,-261.544571957412,-172.616960922661,-207.245757597112,-260.023731954648
Generalized Competitive Suppression,0.8,-236.820162881486,-268.187601796473,-201.666959211386,-254.669871212557,-176.317917647678,-276.064177670485,-212.879726748827,-245.368675705287
Generalized Competitive Suppression,0.8,-214.686255786633,-175.305899438066,-187.692592274994,-241.645292360146,-168.413246529683,-193.686088897966,-191.395662820155,-231.688493890956
Generalized Competitive Suppression,0.8,-213.653594856907,-208.549430414312,-184.329170377833,-230.390822513612,-168.015962367697,-207.388212657056,-185.478891589563,-217.332125566097
Generalized Competitive Suppression,0.8,-227.725212489188,-206.702104703348,-196.590754986589,-240.298653571129,-164.80250578641,-210.223170918963,-201.627808134291,-235.512939602691
Generalized Competitive Suppression,0.8,-224.55342111288,-206.951363761857,-188.834956251258,-242.51743842998,-201.027917159077,-207.981481620009,-198.510842288036,-234.152010545402
Generalized Competitive Suppression,0.8,-211.009095195468,-188.449841867369,-171.42311005546,-232.276179732914,-187.381092263645,-183.198908604947,-176.998311836866,-210.284485612275
Generalized Competitive Suppression,0.8,-207.887958825211,-198.822114731488,-184.289363038556,-229.021261647296,-181.891180656628,-210.824560848083,-183.91221196055,-244.214370399371
Generalized Competitive Suppression,0.8,-224.168315187459,-198.616343331457,-199.442120876349,-244.207415565239,-196.945576473969,-203.81038970176,-203.551735202981,-232.118327995294
Generalized Competitive Suppression,0.8,-216.490263711793,-162.645435931484,-223.153075156837,-236.871856055326,-178.146118505071,-178.561419296086,-220.816972290738,-226.985677542466
Generalized Competitive Suppression,0.8,-217.014227656367,-211.971731955958,-180.753132190414,-237.902648069182,-287.889220491152,-221.917315111337,-177.858795110271,-225.27157297949
Generalized Competitive Suppression,0.8,-210.38302742369,-213.119129577332,-181.0952161472,-230.195282034042,-190.084879753494,-212.104258688045,-181.155276445325,-216.1654878015
Generalized Competitive Suppression,0.8,-229.532626456523,-249.39838492893,-188.954628342647,-249.209443729806,-182.918270961526,-255.12380367605,-198.801406162645,-233.636909251976
Generalized Competitive Suppression,0.8,-207.193968069185,-181.854799903188,-182.77894256422,-232.814809002196,-161.546297106597,-200.156957129949,-182.994924795336,-209.536779570659
Generalized Competitive Suppression,0.8,-229.531927339627,-223.865932597649,-217.591819835189,-254.537742585098,-450.334382788539,-214.08742070862,-224.517155886939,-235.695469393504
Generalized Competitive Suppression,0.8,-229.164643100936,-222.015098305719,-197.935565367348,-239.818366671594,-189.754047783698,-215.428026858431,-206.250180937982,-237.828842775619
Generalized Competitive Suppression,0.8,-209.112502781558,-229.820680445485,-180.459393891556,-230.676136255491,-169.984609491478,-216.99639651791,-182.594304152149,-217.659536766618
Generalized Competitive Suppression,0.8,-208.112910557016,-212.546345946353,-176.919779441086,-228.867890107716,-170.907884301952,-263.175255853625,-178.30599461419,-227.460611551328
Generalized Competitive Suppression,0.8,-229.969498511986,-234.035886830222,-199.350297160345,-239.120193548684,-176.235365130539,-236.311545558957,-206.964198126709,-231.291482662465
Generalized Competitive Suppression,0.8,-209.876342196312,-177.094716213673,-190.217138564486,-236.070038269392,-197.300409309505,-197.677471702458,-188.788307083239,-216.237957894038
Generalized Competitive Suppression,0.8,-218.70935964011,-281.33810415109,-197.056416248625,-234.720798586686,-323.759071009963,-321.589996839807,-206.53178968751,-225.707169362825
Generalized Competitive Suppression,0.8,-218.151383117929,-202.969433927462,-188.723959847046,-238.692099579534,-284.154407300395,-221.325051112219,-204.070466007608,-227.548354453942
Generalized Competitive Suppression,0.8,-211.582565324881,-176.138607108189,-219.136988216212,-230.93748356911,-208.191358250451,-187.759642603774,-214.52510198049,-218.499835277888
Generalized Competitive Suppression,0.8,-216.626324390199,-213.119836528001,-179.41451550067,-241.959131601523,-181.817683249264,-226.762582562523,-181.448772297552,-240.078699868127
Generalized Competitive Suppression,0.8,-210.078842187337,-186.448902950957,-184.003362005315,-228.488254920828,-169.559797288453,-195.829250204634,-185.483772186779,-221.924929530918
Generalized Competitive Suppression,0.8,-223.019912272854,-220.661473665505,-187.226619065589,-250.313897807158,-171.262235541165,-255.44251897406,-190.457681800559,-226.763651459779
Generalized Competitive Suppression,0.8,-219.401608446285,-208.582449291873,-204.596967508206,-238.363039923427,-181.333693169912,-211.86850013457,-205.245183458418,-255.086176476152
Generalized Competitive Suppression,0.8,-218.14379964407,-221.847767522286,-178.836649487386,-236.090616482272,-155.610373716671,-224.940366293065,-178.878722664013,-221.553699416263
Generalized Competitive Suppression,0.8,-210.504826978933,-207.171680108669,-192.750694243197,-229.374962914133,-250.833528851329,-214.993998347037,-194.064761833453,-217.293663131661
Generalized Competitive Suppression,0.8,-202.726669218159,-203.39473683012,-187.198969700273,-221.805206623813,-225.142905979988,-212.966223061568,-188.166464497578,-206.244543065635
Generalized Competitive Suppression,0.8,-213.095440476847,-203.496435766437,-202.095999865006,-231.492770802603,-179.419185964924,-211.759994500067,-218.526255253752,-224.958795769735
