originator,C,OML.mlm,GML.mlm,Competitive Suppression.mlm,Direct Suppression.mlm,Generalized Competitive Suppression.mlm,Generalized Direct Suppression.mlm,ROE Competitive Suppression.mlm,ROE Direct Suppression.mlm
Competitive Suppression,0.8,-249.466776599361,-278.926113447279,-190.248954801028,-261.610697152583,-209.787058629127,-268.655494044815,-193.060626904547,-254.626879867657
Competitive Suppression,0.8,-195.645395259255,-222.321694312984,-172.142012723513,-212.874808883517,-201.280281588362,-234.752933211863,-179.083732927703,-198.425769842243
Competitive Suppression,0.8,-208.038260637056,-234.935158389541,-178.222845442377,-226.852321787327,-228.302440258387,-240.579027367728,-181.661547337578,-211.340950767648
Competitive Suppression,0.8,-204.86692361993,-226.101744527337,-167.786046920435,-234.021613098255,-224.815381298981,-240.887367715465,-171.300145444464,-217.352563966692
Competitive Suppression,0.8,-208.761204929816,-285.411081953869,-175.272700972057,-229.817064186129,-258.639471128244,-315.698338729848,-175.575686554835,-227.908782673533
Competitive Suppression,0.8,-224.483134963065,-242.652809435318,-164.45557103682,-242.805345106258,-202.338507285846,-248.295182432714,-173.757412703439,-271.463847404302
Competitive Suppression,0.8,-221.830906207821,-275.316753598895,-182.593252583222,-237.62800328277,-245.593049656158,-255.216413108674,-189.113820553865,-226.374177725274
Competitive Suppression,0.8,-210.691544938507,-269.177213694416,-228.315976540015,-228.018868009348,-322.213116178829,-256.954643360007,-225.122896325958,-315.936681633082
Competitive Suppression,0.8,-193.07917172546,-224.343593121761,-161.971633335411,-213.732915849999,-197.098629310063,-233.389864426377,-156.553917295573,-203.283167693056
Competitive Suppression,0.8,-214.324254566155,-237.172454262939,-189.33994685743,-229.014124711708,-215.077047625905,-242.934780968785,-185.600148705111,-248.188504152969
Competitive Suppression,0.8,-203.745363477865,-217.782024411954,-163.134454570074,-222.772319597618,-191.228750310273,-230.615963645101,-171.117424519894,-217.741401974824
Competitive Suppression,0.8,-198.358960925006,-224.052679138363,-161.763800664857,-225.130286029188,-213.192282907858,-235.455964872987,-168.33053493496,-209.578037590196
Competitive Suppression,0.8,-216.794433719328,-264.673049714353,-179.196830176629,-234.305774162926,-221.148572886416,-265.590622499875,-181.271112912847,-227.245525422454
Competitive Suppression,0.8,-216.591506241944,-237.126656230354,-169.515650925371,-241.327880733944,-205.058804043579,-249.131788622925,-180.704103543607,-229.051330713436
Competitive Suppression,0.8,-224.014282823199,-268.318210990749,-179.90836666573,-245.990563889532,-245.067213990371,-281.305365027709,-191.268756063262,-230.858137329694
Competitive Suppression,0.8,-284.373351248583,-408.318314054565,-171.145553704173,-327.317027389797,-193.288935190552,-527.151352434266,-214.923037963462,-277.644340840322
Competitive Suppression,0.8,-192.432780706209,-255.292387208403,-179.357873008424,-219.042536378979,-224.302476541775,-260.262699553784,-177.936190933695,-201.90956831738
Competitive Suppression,0.8,-263.006715111653,-296.619372636989,-177.911763386913,-246.057568110472,-233.028798359008,-286.591436449333,-180.231219122899,-262.370468855866
Competitive Suppression,0.8,-225.96580699316,-250.801089255707,-187.255832916281,-249.128322480002,-200.738790866899,-268.009744019219,-188.376075881022,-276.584780908023
Competitive Suppression,0.8,-201.792407514745,-236.789716049112,-169.02678989572,-224.053874770856,-225.145562176737,-250.41811849301,-169.272992739996,-211.607014645429
Competitive Suppression,0.8,-206.839971428689,-241.599234355472,-160.330409789559,-242.582401653923,-194.607161395127,-261.876412740704,-164.808118985806,-235.401547064951
Competitive Suppression,0.8,-215.360529183941,-225.730562568291,-209.444378012695,-237.933482660533,-229.970185118381,-237.05354204579,-206.471260175745,-234.165355392693
Competitive Suppression,0.8,-218.639416591371,-328.126811704783,-175.443775842215,-241.64925221955,-252.893553935172,-330.232707806287,-173.646450872621,-254.902720352133
Competitive Suppression,0.8,-205.078767129508,-251.143050348196,-166.174181319092,-227.525866758127,-218.829194745436,-265.73663449093,-177.988552374781,-218.846593834332
Competitive Suppression,0.8,-209.017813027506,-240.913104851279,-170.635311865625,-228.968209940952,-212.142889803955,-257.182251821022,-178.131048763754,-269.955977131091
Competitive Suppression,0.8,-223.009885234596,-257.961530403933,-175.0545253354,-244.881434832456,-210.449644658155,-269.552764009035,-200.756208949686,-254.7154548113
Competitive Suppression,0.8,-209.990059181782,-218.205286542247,-171.12454316172,-235.174693615136,-188.779746685406,-238.17691468576,-180.372568049479,-240.080631511763
Competitive Suppression,0.8,-229.428409473884,-266.669010569552,-230.620862887721,-238.607870018936,-249.5653976847,-257.448883548687,-240.009936362924,-230.053533817738
Competitive Suppression,0.8,-207.685892216312,-223.774230616179,-184.891534097566,-226.665751144374,-206.477474403591,-236.003582911801,-189.108366037035,-215.790386347588
Competitive Suppression,0.8,-194.272941901136,-248.822144346449,-157.684109755999,-228.44174620042,-205.680974097849,-261.429196904503,-157.317879602421,-230.791704106077
Competitive Suppression,0.8,-201.339412913486,-236.189326767464,-189.013680783786,-225.937929741927,-209.305513591829,-246.58837035603,-195.507751162049,-203.643226437623
Competitive Suppression,0.8,-201.323868761716,-253.65492973656,-171.640381690109,-227.427101897236,-211.205488847351,-272.074672319894,-187.452364443048,-203.580569667806
Competitive Suppression,0.8,-214.97712632731,-272.280547661174,-182.678981992715,-237.348050519353,-222.622113129025,-296.16805240703,-180.913289389201,-292.999067370228
Competitive Suppression,0.8,-207.963999517591,-251.514288508109,-174.591230699356,-229.528669281076,-207.586510520488,-271.139048510504,-184.479081488999,-208.600017842365
Competitive Suppression,0.9,-202.379792743807,-224.2913276149,-170.335481989444,-238.059708064478,-248.315318484193,-234.571931108619,-177.755343605575,-293.679623163048
Competitive Suppression,0.9,-217.828880076086,-244.854529781085,-166.670330439576,-232.827502750903,-216.110406580092,-237.46983932733,-173.349705029629,-252.523371893643
Competitive Suppression,0.9,-204.619136671005,-201.91848597557,-166.601444680657,-226.574953211659,-182.769072961849,-211.225381848773,-164.101407773685,-216.696106420474
Competitive Suppression,0.9,-191.153712531321,-239.836506630065,-163.037614736337,-214.74976642172,-198.191739893622,-263.107026445168,-162.734510463762,-201.865424151562
Competitive Suppression,0.9,-211.103794231795,-246.550147690028,-190.925033846998,-231.218450546669,-266.218856386881,-260.217585935984,-190.222740393029,-218.109262554548
Competitive Suppression,0.9,-215.970533203967,-236.028141100779,-173.713180962522,-235.525778648481,-199.441856272369,-240.701057056158,-178.789479295186,-227.411007094087
Competitive Suppression,0.9,-222.708234344067,-254.030352756272,-190.88502495493,-235.899953339892,-248.142805238348,-269.704208128401,-190.667629821612,-226.00446485913
Competitive Suppression,0.9,-194.445145210566,-211.624337398798,-180.62764180333,-220.582526438988,-224.601379695483,-216.422901107334,-183.38666229926,-198.087798752826
Competitive Suppression,0.9,-224.995002420017,-265.686126813851,-172.693488403531,-253.332614568915,-204.917527524174,-291.279577946174,-174.426085699172,-284.44098676143
Competitive Suppression,0.9,-211.345026198022,-226.673176129163,-179.150068578551,-227.950035677878,-219.33103244626,-232.961218094964,-179.617315224826,-214.199899774922
Competitive Suppression,0.9,-200.863387418669,-232.996237493563,-182.620358739474,-223.854032920658,-218.418224423632,-242.290034979192,-190.321281311507,-252.187269479128
Competitive Suppression,0.9,-208.27736041833,-229.656107253171,-181.836961916755,-231.523850309699,-225.237608232253,-237.319296801424,-182.987697952312,-215.405963841395
Competitive Suppression,0.9,-215.419126352418,-237.008724956242,-166.864412416777,-232.601509309688,-194.417364106222,-253.317059511221,-165.125828284408,-277.602522543886
Competitive Suppression,0.9,-203.80655104212,-222.356954290069,-180.194243394543,-227.224030357209,-196.917982474691,-269.540308401959,-187.777994956918,-259.835430407232
Competitive Suppression,0.9,-243.106986556866,-283.104405377764,-169.849936459788,-266.582404133829,-240.250138183847,-308.993906460681,-189.163686112622,-244.157699660054
Competitive Suppression,0.9,-210.8817879509,-222.640296903826,-171.133431994329,-229.263765668414,-203.810585496865,-232.234636595195,-177.645921007457,-215.119367684308
Competitive Suppression,0.9,-202.909505942744,-207.355874361807,-181.040420859906,-229.962777114306,-260.513779888716,-228.53417210827,-179.080073802222,-211.38452448944
Competitive Suppression,0.9,-235.865485897323,-296.972710141877,-170.904133039786,-255.127630971196,-192.013456593687,-303.730711002291,-185.316938823705,-252.61908410608
Competitive Suppression,0.9,-212.54262759017,-249.06013980025,-177.876206085841,-232.878087424064,-253.080889647649,-264.729010379844,-178.01932765737,-246.448970737289
Competitive Suppression,0.9,-211.789856339023,-228.118051123256,-189.311448080112,-231.911421693651,-226.255342392061,-258.274719367257,-186.707767281347,-221.13699163754
Competitive Suppression,0.9,-212.758616803985,-227.847333672103,-173.416303801755,-218.20568365883,-192.148784360999,-255.147718411076,-182.774634469039,-332.159932329474
Competitive Suppression,0.9,-217.531019871877,-234.893837452185,-181.754295227286,-238.922559375559,-194.635159612118,-244.68970637361,-189.202303410089,-224.407819237114
Competitive Suppression,0.9,-197.445248337737,-249.445363387742,-159.60984447603,-224.989211610837,-201.807242589847,-264.325472182126,-162.319997144135,-208.870978070713
Competitive Suppression,0.9,-232.438088192253,-283.26303993099,-177.625932088005,-260.989681969247,-226.352645125412,-293.317218710585,-188.567809049552,-247.517330810932
Competitive Suppression,0.9,-221.022012289926,-345.506510696391,-190.474382681587,-246.286022094664,-377.628316852769,-398.854445241593,-199.9525662187,-218.140841986256
Competitive Suppression,0.9,-217.028191263507,-222.868685096481,-188.645520755172,-229.227419176876,-249.56735033103,-226.980452357247,-199.376306659982,-243.030050843877
Competitive Suppression,0.9,-222.467318750248,-255.657896810027,-171.756166983167,-248.752522360805,-201.275099445777,-307.149422299581,-175.186068534426,-246.651752192394
Competitive Suppression,0.9,-204.866586805234,-255.363137563646,-169.303180989787,-219.52158856701,-237.484918707981,-249.434310502773,-170.767461480467,-228.881095774942
Competitive Suppression,0.9,-212.779646236072,-235.533297230952,-180.243076504607,-233.23510350022,-212.182333829886,-242.344188556092,-180.445798530936,-228.112338703376
Competitive Suppression,0.9,-232.239514708334,-260.98815427295,-176.021115406172,-257.275975630378,-270.397731039963,-266.904563141323,-176.997339090799,-237.255583368856
Competitive Suppression,0.9,-201.13740676622,-205.421842598852,-171.793399394492,-221.446892954908,-283.931813716022,-209.696002449727,-174.962443134252,-265.769713951106
Competitive Suppression,0.9,-225.811071729918,-294.255066412243,-184.523964269837,-245.993313994039,-212.713260673209,-305.67773901942,-190.979721009322,-233.402108574991
Competitive Suppression,0.9,-206.365020199365,-215.26795110204,-173.689747019589,-240.140927468757,-204.723767253167,-236.701319078332,-175.966945391558,-229.92182186837
Competitive Suppression,0.9,-202.208143671788,-238.703765566854,-174.531381774335,-221.737286535764,-202.17942068438,-243.341119469745,-176.28375034749,-206.101254350271
Competitive Suppression,0.9,-218.110280954199,-231.696142456371,-162.48580465642,-239.659389849207,-196.152497749261,-241.516880952331,-169.634589517867,-229.373329197361
Competitive Suppression,0.9,-213.962950903217,-236.626188971775,-184.597612580097,-241.508145211434,-236.868175614664,-249.778856703482,-189.855652480533,-288.73781045176
Competitive Suppression,0.9,-197.953799532827,-217.564153723027,-156.715050506734,-220.224253748334,-219.842076770958,-222.126178473851,-167.565032583656,-205.716217988156
Competitive Suppression,0.9,-201.355884251679,-234.184921733909,-179.536494001368,-225.806826996872,-219.440683062651,-250.793345219944,-176.535742825855,-250.120478098157
Competitive Suppression,0.9,-216.734593453751,-241.897166150814,-177.282375719713,-238.491918094173,-230.603662947183,-249.204988883168,-179.82841489237,-227.609477151042
Competitive Suppression,0.9,-195.048405420373,-200.79102378444,-156.985361294628,-222.043426635709,-212.860879930863,-218.716381200547,-163.368947875435,-207.662154961867
Competitive Suppression,0.9,-212.562069531165,-232.024022857329,-179.784804190425,-232.417052956915,-321.671707329942,-242.045271355175,-182.339907483337,-223.635469505895
Competitive Suppression,0.9,-208.617611627815,-242.459184654937,-185.308313930355,-226.706287301388,-230.220401224856,-249.503026407535,-184.292007754673,-216.966173660203
Competitive Suppression,0.9,-218.83549089907,-284.636826056664,-180.67069549442,-241.80619733433,-220.325087345354,-295.82261411669,-182.431779262125,-227.052314016137
Competitive Suppression,0.9,-190.987624544247,-216.602380880476,-159.377617832411,-218.770842050405,-199.66988907016,-239.984014511894,-161.971016275405,-194.955472910757
Competitive Suppression,0.9,-216.461087765031,-249.737618730622,-266.390013648972,-239.882523914502,-473.727347183801,-245.199978636446,-258.110813285648,-236.154790689347
Competitive Suppression,0.9,-216.856529143299,-251.234315332379,-192.842944374041,-227.056342950164,-224.928505823818,-245.036162268312,-205.287387173667,-236.083108760175
Competitive Suppression,0.9,-219.535792655124,-258.775747855804,-163.432438596226,-237.593416262136,-205.960342544377,-259.98806887928,-180.096422381363,-229.84545929933
Competitive Suppression,0.9,-256.685818298635,-248.494303914974,-177.055408192561,-323.082129696279,-204.964590161713,-297.226131888372,-179.069732913857,-270.375103543416
Competitive Suppression,0.9,-248.606481375113,-300.054025786944,-182.873586522205,-259.396024584608,-220.087459005151,-296.2957996784,-208.110840835904,-247.073821012171
Competitive Suppression,0.9,-209.015306282729,-217.837606385714,-202.847943790521,-243.997233734137,-232.489655038934,-244.458089984843,-199.593973984068,-212.948040658283
Competitive Suppression,1,-209.955604440505,-287.402324833073,-182.12157948966,-230.92331525662,-348.702629851181,-298.656588331422,-198.842074836317,-218.956698650371
Competitive Suppression,1,-220.433958894972,-227.577424398642,-185.9820208383,-235.234889736414,-310.282058640538,-256.030771408271,-200.518484250473,-224.66551391593
Competitive Suppression,1,-201.1166124054,-208.127552959953,-169.358401986884,-225.77797541127,-209.835730105172,-224.91362724579,-176.426422733006,-217.185895543606
Competitive Suppression,1,-212.863272565576,-250.953018271156,-160.109984106243,-237.87446865812,-213.587546147339,-266.329337545996,-162.246394515945,-243.593127284481
Competitive Suppression,1,-203.078109800845,-221.423370428241,-164.133908690018,-222.26479083994,-203.514048609986,-229.646582002155,-164.765414891124,-214.44139206341
Competitive Suppression,1,-231.501568391938,-258.66568628768,-171.210714540851,-266.77930182124,-205.647839918372,-289.846659100948,-175.930978870448,-233.774359288898
Competitive Suppression,1,-216.170291027522,-244.003268843891,-179.613367111478,-238.314168863996,-213.628769409246,-250.86534484174,-182.629810985717,-218.735393990511
Competitive Suppression,1,-219.655937471954,-252.844620513239,-177.435816706582,-239.947285110396,-191.782325062048,-255.399501834006,-176.755125548933,-224.966592676831
Competitive Suppression,1,-196.644501215839,-231.372516385472,-185.548546938709,-226.108638662459,-279.047149351585,-248.407495264742,-184.899223301916,-205.975619436712
Competitive Suppression,1,-201.074701326071,-233.482434903751,-211.789264662124,-220.390142593281,-282.629857408785,-250.699041472841,-212.230551085881,-204.78545721143
Competitive Suppression,1,-230.787952920284,-244.071038600589,-178.532046727587,-255.492807671177,-216.257040975842,-261.865999494184,-215.338574864944,-243.647617165678
Competitive Suppression,1,-209.361684113805,-244.207680296445,-180.739352421011,-235.900599789464,-230.047124570485,-260.440250929705,-179.885097411331,-215.423046699895
Competitive Suppression,1,-215.124827852436,-223.418888766498,-194.316669394606,-235.990390660916,-213.136385463275,-226.420963551477,-202.850436631608,-222.665543437222
Competitive Suppression,1,-209.988362224404,-222.680750939597,-166.873895572365,-234.86632533308,-196.408917701639,-237.133055578262,-182.431239568733,-213.574375066528
Competitive Suppression,1,-207.47407568556,-216.235747671002,-164.671489379564,-229.84071031883,-179.709324238424,-229.197978287479,-169.877205519002,-222.033555890592
Competitive Suppression,1,-218.036605229752,-409.20547005895,-168.333462445732,-241.22750679833,-195.21003518554,-427.158738098526,-171.322043787532,-239.482008043255
Competitive Suppression,1,-211.151881906732,-246.390906228649,-175.834305838594,-234.321182470349,-212.766430130726,-258.341996199583,-180.693377224679,-212.528602979177
Competitive Suppression,1,-208.722781843395,-216.594588341655,-178.710751480126,-231.967790932254,-192.957482468298,-231.461274615515,-181.517911266473,-210.9658964934
Competitive Suppression,1,-207.255672762138,-221.321106622872,-182.44003699081,-230.736283396185,-204.627281410615,-238.900934485006,-192.189957200411,-241.913147234408
Competitive Suppression,1,-211.311498469434,-238.265428494229,-173.512505385581,-231.846808619293,-219.067953470538,-247.812772890222,-177.273554871567,-211.789780484956
Competitive Suppression,1,-203.920716843805,-279.932008556975,-164.423342833409,-224.292735020358,-288.427564316925,-291.6410411765,-169.756552206809,-212.18890959762
Competitive Suppression,1,-215.46033127898,-242.988475699737,-182.032908586088,-230.622093168178,-216.168808266355,-261.703574942085,-182.32458535119,-232.372778214827
Competitive Suppression,1,-211.714539047852,-225.019538744556,-203.140063368132,-226.817624901483,-231.469874253326,-235.393143732817,-204.450718082944,-214.772630170705
Competitive Suppression,1,-225.377218783814,-269.815110201626,-193.094650470285,-250.855586177527,-259.395264488932,-268.908067923269,-207.523074670276,-230.717760629523
Competitive Suppression,1,-202.2857649458,-235.698940816428,-173.427543037882,-231.66470996602,-240.774160610924,-252.592180711769,-177.850237074491,-228.532434804313
Competitive Suppression,1,-204.554656419052,-224.284230736398,-170.523923811219,-228.817738982368,-193.463257071721,-245.471239316684,-169.805054034956,-217.592128130558
Competitive Suppression,1,-229.855723351265,-259.381908117312,-181.872591826828,-250.504849865064,-211.958828885364,-269.541309677665,-192.597435108308,-262.071107556454
Competitive Suppression,1,-216.754631304612,-252.379492163516,-189.993185052895,-252.310518780599,-235.474187826979,-255.040780803368,-192.258110068027,-254.34529702732
Competitive Suppression,1,-227.663687524825,-249.492745362423,-170.477439870437,-254.737080909784,-184.273030447468,-251.569993204566,-175.26483356762,-233.837432393008
Competitive Suppression,1,-208.50305814107,-228.605926878018,-166.482488263235,-233.026927576928,-206.546367322,-244.385860243738,-176.642900186326,-219.671956975661
Competitive Suppression,1,-208.639366131621,-221.345075716359,-185.947461280392,-226.853928288961,-302.076850826016,-226.632750590047,-185.783160236634,-219.236247626953
Competitive Suppression,1,-211.903545265365,-230.306022998883,-180.598478654801,-240.803250327681,-225.937112234222,-250.585440102574,-179.616075051654,-226.095872582807
Competitive Suppression,1,-193.283339055717,-212.304070474579,-180.668940275608,-219.851671942509,-225.201266609334,-233.115360407606,-181.571598673217,-198.130158541186
Competitive Suppression,1,-218.017387866235,-269.797397648595,-176.835683842229,-238.115355465933,-243.854509708079,-276.230001489561,-174.230830383477,-228.27781282186
Competitive Suppression,1,-263.020322530107,-284.65898834019,-163.052922105246,-284.025069077569,-196.027599144347,-299.591079873297,-162.633966639383,-276.40736877381
Competitive Suppression,1,-221.894918929996,-226.316348208987,-180.216433637187,-239.617931618452,-204.693815748734,-233.462699452372,-186.481282701796,-235.552491057363
Competitive Suppression,1,-226.398077850313,-226.419937449637,-181.649359662361,-241.560739613675,-250.943624370037,-237.511109971019,-200.381715205037,-223.772469266611
Competitive Suppression,1,-278.429766404123,-518.073966300021,-162.297440880466,-299.478462457054,-196.06370458869,-743.816591231905,-180.39677163549,-273.997114559351
Competitive Suppression,1,-208.058828760705,-237.469975699748,-178.867035448114,-223.334514844619,-215.844068151337,-252.40146668595,-184.537037868637,-238.057714679402
Competitive Suppression,1,-214.346311959067,-265.300119098874,-170.102411997582,-231.345229369985,-203.443635643381,-268.256902928388,-181.174860536463,-245.981346988165
Competitive Suppression,1,-221.141588387167,-233.483886772829,-176.675910823219,-249.674213063472,-205.957510812227,-250.000894612553,-177.297942832124,-227.567653465502
Competitive Suppression,1,-209.454424499481,-267.136459242642,-182.677114403975,-238.133508283229,-211.331727349117,-286.928135756189,-184.603520565152,-227.34322731746
Competitive Suppression,1,-209.849795189892,-258.810154360068,-158.698305108208,-229.639244295225,-240.124567337314,-264.719499928724,-156.997862225017,-228.052739747558
Competitive Suppression,1,-199.295969092164,-225.581407684238,-166.661596078314,-224.668003573138,-204.654444371081,-230.8181413393,-172.75483778984,-305.480603726661
Competitive Suppression,1,-212.235624042482,-235.524484201793,-175.263341081184,-232.671443372962,-209.702532717075,-246.783608085468,-178.706758954618,-216.363579738376
Competitive Suppression,1,-208.615717515653,-241.70388153855,-189.806528622264,-229.909004801372,-255.319899112718,-246.442830758568,-190.061011902025,-215.824440436909
Competitive Suppression,1,-238.508557605107,-425.702587428697,-169.097845093965,-252.772507946719,-197.691356579208,-295.960997162874,-168.093712005878,-241.785261752788
Competitive Suppression,1,-201.987053043285,-259.582610030809,-161.568088702037,-229.572446506109,-200.84566920937,-260.769413665281,-167.771355396478,-212.022983156885
Competitive Suppression,1,-211.487454227284,-256.241156351532,-170.061232565574,-219.516608287025,-225.708164628658,-259.615455061087,-183.042044652744,-266.607435015595
Competitive Suppression,1,-198.944937383529,-206.171435429731,-176.379685848976,-230.39428404359,-198.656961095658,-221.698812137203,-167.901132920991,-196.612311423823
Competitive Suppression,1.1,-209.479382453885,-247.561114809484,-177.043217213433,-234.39184258726,-204.612584571907,-255.090051913135,-186.3612766877,-290.965509353951
Competitive Suppression,1.1,-193.97823048638,-220.438197746728,-179.017500353312,-218.681563887801,-216.849586016827,-233.983035559861,-182.391915760825,-225.655589890207
Competitive Suppression,1.1,-213.579417083741,-227.764126040203,-162.279489205283,-231.875189289962,-192.384638682829,-227.885836357033,-168.483234213508,-224.049782802409
Competitive Suppression,1.1,-221.192252438959,-268.235374811414,-180.639879753883,-240.148151471905,-232.748134142782,-275.671725208959,-189.584004914079,-265.505356094449
Competitive Suppression,1.1,-201.47893346097,-225.00835677161,-169.544002952533,-223.687424221614,-188.316472590775,-239.793132946337,-169.303126869549,-214.080681184078
Competitive Suppression,1.1,-208.928969055618,-246.261068969391,-174.54149269865,-233.798137163813,-190.123220582429,-264.167339516532,-177.262168910694,-215.811145799601
Competitive Suppression,1.1,-186.899653817883,-191.332571150185,-161.610877098241,-209.46000542272,-173.649467075805,-210.031664211876,-164.103280808254,-195.388458139008
Competitive Suppression,1.1,-226.113809407897,-252.580956213069,-236.391957176678,-238.885180130054,-298.351593145481,-259.400842930685,-233.587769963477,-253.515229061508
Competitive Suppression,1.1,-216.270778042656,-217.091485669167,-179.599683536045,-240.48887174378,-202.963013366399,-232.138848760238,-187.494812083947,-237.81650679869
Competitive Suppression,1.1,-206.720843628739,-236.341095315526,-193.547187356728,-231.506038977259,-215.234710161374,-253.443508020835,-204.510992159569,-216.253792714664
Competitive Suppression,1.1,-228.674843491257,-240.059851992851,-191.041027818825,-240.972551325713,-210.551656534944,-254.039231354725,-200.993113490677,-240.649436681115
Competitive Suppression,1.1,-211.427385429709,-230.990822264669,-164.351365855589,-236.28724378788,-200.968135583465,-234.994758661631,-164.059038192408,-210.748042892095
Competitive Suppression,1.1,-218.097080023027,-222.374330325502,-193.317556152912,-240.231586831828,-209.446737257243,-243.944643017914,-192.551425710667,-229.240579008195
Competitive Suppression,1.1,-211.93402051203,-254.97883752048,-204.302314193526,-226.125112479664,-266.706502208632,-262.280195094636,-206.936188495869,-219.795866201022
Competitive Suppression,1.1,-208.445435190319,-260.906318158768,-173.884171071344,-229.23078398417,-205.833499523363,-279.000121588719,-179.552208463213,-214.365051115678
Competitive Suppression,1.1,-199.161012479171,-252.495858767741,-186.360473551482,-226.252587003178,-224.267679190699,-258.638857043215,-186.197280180671,-250.387773605705
Competitive Suppression,1.1,-191.015132610368,-232.570977865308,-160.105233163203,-215.87335172725,-241.707613565883,-243.008135837373,-164.076424527422,-204.877583282493
Competitive Suppression,1.1,-205.382025780036,-232.73074850814,-186.132211072822,-223.547863756352,-247.793436068756,-239.374091891321,-189.274012768074,-224.257572957444
Competitive Suppression,1.1,-203.830371079872,-215.764905151425,-175.202228859542,-225.69414687604,-198.160578031179,-226.328424865584,-176.430720916742,-213.726174363881
Competitive Suppression,1.1,-198.642808636605,-220.775476813134,-170.194395867186,-217.823921192526,-192.688736253521,-226.887875240107,-168.509573281037,-207.937329575417
Competitive Suppression,1.1,-208.291431844572,-230.547954149665,-169.621470091226,-226.420596081092,-199.825920269332,-243.970505181823,-172.773155784319,-215.78462641529
Competitive Suppression,1.1,-216.957500910411,-249.490809950132,-169.399132632708,-240.188405558673,-207.238621027156,-266.6624679536,-187.80260820332,-289.625181672349
Competitive Suppression,1.1,-236.686694202483,-278.114531742418,-175.992532109576,-248.533414505381,-211.123597668488,-262.646918583448,-178.819517132532,-244.772373093444
Competitive Suppression,1.1,-198.20021256212,-244.455809591146,-163.71083251982,-223.494444358301,-205.180336188047,-258.648270754572,-168.773101452409,-210.111351974744
Competitive Suppression,1.1,-195.216443655809,-221.485364061025,-172.596798165337,-233.552555535351,-194.783792589163,-244.396155668698,-174.291926876747,-214.424557819811
Competitive Suppression,1.1,-219.912182890471,-233.653558170139,-156.331603654116,-245.203823651196,-177.436998798422,-244.667564572649,-153.478097489778,-259.642310923897
Competitive Suppression,1.1,-213.287333371683,-217.21576571467,-171.207733320326,-236.015333871048,-218.579769277773,-227.589213637497,-171.161435936409,-234.212442328909
Competitive Suppression,1.1,-237.761866172983,-258.864493114007,-193.231796980577,-256.223011783713,-206.273105287708,-261.20361494296,-199.733361155454,-257.005859559648
Competitive Suppression,1.1,-194.103879065685,-246.297982706401,-187.315599185854,-213.447755231456,-214.92027649015,-243.032890617891,-186.195855348968,-234.470847009121
Competitive Suppression,1.1,-201.480718044441,-237.729036433759,-183.241578143407,-225.762942791529,-223.33738222684,-246.093176385389,-187.148825391684,-223.673859219717
Competitive Suppression,1.1,-226.655056348725,-252.534624240917,-193.10303602762,-241.903598192992,-228.895435517578,-254.430935139542,-206.268040875878,-230.404973620215
Competitive Suppression,1.1,-209.642561089446,-232.962972454677,-159.89038062806,-230.553445336419,-193.575390684159,-238.517807671363,-162.325075096322,-225.56427936071
Competitive Suppression,1.1,-224.365380235684,-264.846976336067,-187.834913490942,-234.248512790366,-249.968548462208,-262.492353014598,-183.743356797104,-240.037921802894
Competitive Suppression,1.1,-210.325979454029,-219.628081331872,-176.415186005304,-226.967971890548,-213.452505438268,-226.723101269406,-180.896548398806,-215.439080717423
Competitive Suppression,1.1,-202.685754295305,-250.854027181295,-163.123856131786,-230.837250798385,-193.079373252581,-272.199577284588,-164.298684657254,-218.489650442246
Competitive Suppression,1.1,-223.26599467457,-299.675204375003,-165.336672847941,-239.573653183736,-343.650316463865,-314.572070721869,-171.887097485761,-223.01671563124
Competitive Suppression,1.1,-208.077126049611,-226.2804896151,-192.186473284161,-240.468313430068,-215.716030053138,-243.504005247515,-194.071864988325,-232.427404993417
Competitive Suppression,1.1,-207.607182098704,-227.344875321793,-165.976556586174,-235.273945909503,-183.500138769569,-235.921213637794,-161.119601504563,-222.360572143843
Competitive Suppression,1.1,-216.042263297711,-262.324271619685,-168.487964044039,-242.275967412521,-193.685853027488,-283.833563695149,-185.368176170899,-246.732760801057
Competitive Suppression,1.1,-182.450856759458,-219.472825493849,-190.840763789815,-205.630473905229,-242.541659326337,-229.52576407173,-182.491718364269,-204.062641890716
Competitive Suppression,1.1,-210.297589620645,-217.703711975746,-161.896015924405,-244.59028850978,-177.627276531961,-231.249105533874,-167.69502753123,-214.870706437163
Competitive Suppression,1.1,-220.159098270322,-235.91381731668,-155.983132477424,-235.776020156317,-173.085325475135,-238.612390976304,-161.483780791512,-228.972414353775
Competitive Suppression,1.1,-219.458555247193,-247.412212402725,-163.368134103281,-252.452013426749,-208.686476481791,-264.930202698373,-163.711362226497,-226.927589049279
Competitive Suppression,1.1,-215.930979623479,-244.30134648992,-190.504131221248,-233.554140088987,-234.782445478343,-253.95108122312,-193.462909833594,-222.428399610046
Competitive Suppression,1.1,-306.141893028089,-333.882400316797,-170.567183881118,-351.482551233795,-203.102512938843,-368.57537013939,-243.966971409708,-291.394037622058
Competitive Suppression,1.1,-206.399501420194,-215.058817074887,-177.24819465227,-226.63054797763,-192.118049957766,-233.041860888582,-170.448212599712,-249.273325916943
Competitive Suppression,1.1,-220.98752242715,-242.707459970779,-170.919544884149,-239.809953571775,-193.18434091985,-252.448024155554,-173.323050088355,-236.229226057257
