originator,OML.ols,OML.sp,GML.ols,GML.sp,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.ols,ROE Direct Suppression.sp
ROE Competitive Suppression,-186.617167416142,-168.046761246933,-217.753925823871,-168.508783450812,-191.188321867686,-173.199997703888,-203.536823862431,-187.321473719711,-239.926908753933,-172.912660045993,-227.683937864388,-180.422782905667,-172.562071604344,-155.093203711258,-239.98691667429,-167.900887313393
ROE Direct Suppression,-189.44996698403,-180.218750916096,-235.149865993278,-185.543884230884,-216.461215422338,-211.413250387879,-201.014585402599,-191.457634313029,-271.479010721421,-212.618644897935,-232.307657004895,-192.085732744248,-197.049723180439,-185.441744098071,-191.82941918329,-181.507006392124
OML,-148.528719544081,-145.57465680699,-178.951920571376,-151.407005695926,-216.477586078574,-200.207937292165,-165.793668252212,-163.644390946143,-259.174460940605,-198.814225261403,-194.64277950483,-161.254888257792,-167.059653108124,-154.254837402164,-162.031969242767,-148.987182498419
GML,-165.689620701886,-161.998101945531,-145.466651397003,-117.828201027573,-180.104547381476,-177.832583424508,-188.333484305193,-184.920753650352,-218.536278392436,-169.086151256275,-150.176581365739,-122.521216961091,-158.002113573151,-153.474922991578,-310.472860948131,-162.634211319104
Competitive Suppression,-212.143254040199,-205.360840297752,-251.928940032134,-197.290318840199,-180.21355528013,-175.424620141583,-226.131960663318,-220.319621329685,-236.831177134276,-181.760433353122,-271.039674378736,-200.969641324358,-195.85006636076,-180.489441012442,-252.348564684467,-204.438211489518
Direct Suppression,-204.973721627621,-203.121332900916,-261.187800504358,-212.073377351627,-277.551986882596,-237.969197799153,-195.65769016699,-193.163918538147,-307.84232570881,-244.198131231198,-254.200256400324,-200.286385798512,-252.900873728654,-206.901097738878,-363.394702246457,-199.701277617111
Generalized Competitive Suppression,-228.017665590135,-204.430031642894,-272.949879603018,-182.69680327088,-188.599030991421,-183.360966340532,-246.781096161749,-224.938704028462,-220.586634327826,-160.60231498077,-266.065788619261,-189.526175650352,-196.83984286859,-189.548664533565,-253.799092635707,-204.424247274909
Generalized Direct Suppression,-198.987678856137,-173.010364469465,-161.949461131218,-130.552052743351,-191.487840945247,-186.582419195089,-203.889805799495,-186.541831104335,-330.52615457159,-173.493342314446,-128.235648358961,-111.683482741007,-203.774999178364,-170.218010975459,-241.529751563983,-173.287657566037
ROE Competitive Suppression,-178.285949948422,-168.076186781019,-213.748703821342,-157.595875943931,-167.67641971624,-158.576510323277,-200.372595498085,-193.238307331145,-202.079573133312,-162.329784074985,-221.69599066481,-169.805210414834,-154.012674239159,-144.303672626888,-300.077844034655,-167.993027917442
ROE Direct Suppression,-166.039897980894,-155.650605278653,-207.264384316809,-156.708736134967,-227.085890662804,-196.690682231948,-184.095433023236,-175.588247991934,-244.039385606143,-198.16710846962,-220.854362337251,-168.032281861978,-196.685682026198,-157.067584280166,-229.562402417925,-155.397845339598
OML,-173.621825577762,-160.312122151822,-238.505817374291,-163.463690093145,-207.129541912508,-190.515369862347,-184.886764378628,-176.887945468856,-247.951222971998,-196.405153886305,-237.704425032192,-176.717435097764,-196.092207327587,-154.599762534136,-314.722804109928,-160.073765626535
GML,-173.295371385991,-162.819438855691,-249.16911833861,-94.6578830561358,-190.93674635169,-182.429900852265,-191.885387115597,-187.492087112943,-207.483283536617,-167.34075551748,-142.868771050503,-122.167424670053,-170.749448493054,-158.945453800702,-250.39164863672,-163.075283757101
Competitive Suppression,-217.547512849082,-193.218857519404,-298.999667366901,-185.625683552518,-161.680548752726,-155.554105129486,-245.685664126967,-216.378715101295,-278.377443175214,-165.484840296758,-307.106611533775,-196.096174196701,-168.740348745571,-154.519148668326,-311.727488118068,-193.187730484944
Direct Suppression,-189.071053333917,-182.900060491306,-219.159103084564,-182.677605830806,-238.987194359655,-225.219982810472,-176.091467802176,-172.845910787338,-272.488529910987,-225.961774916141,-196.546275106523,-173.751036848424,-194.585247608215,-186.419396823762,-307.04493707433,-175.496301092542
Generalized Competitive Suppression,-210.310918750722,-205.866841862915,-173.729379456434,-162.517278597038,-191.44488294855,-179.948246594727,-225.552466552486,-223.328150085749,-163.579812394484,-144.133817873354,-188.93802615919,-166.993980619953,-196.044741497215,-183.228758077019,-211.825120748971,-206.30913625413
Generalized Direct Suppression,-178.045171722875,-162.81508138395,-125.256362232294,-110.348745563218,-181.555769968091,-175.196879144744,-211.577848618923,-186.279699737845,-240.068864188503,-167.097674905904,-135.284830540968,-115.850968200123,-164.548618843384,-154.659183770542,-181.205113805187,-162.815004048258
ROE Competitive Suppression,-155.284580245771,-150.406373936329,-217.849402825434,-155.558342822729,-191.295904258832,-175.818919396332,-182.862636491381,-178.411574736879,-273.909700076709,-175.9763670747,-226.452467310235,-172.506987369447,-160.713869251217,-144.476111192345,-278.188032086008,-152.07134359974
ROE Direct Suppression,-160.194253071224,-150.841518851699,-189.076662837966,-153.42355384505,-196.081670521779,-192.072055362724,-170.540003678558,-166.259649350416,-239.207952648771,-193.557094575786,-197.927603606024,-162.517366391889,-174.078686130591,-152.661825089888,-422.947803087642,-150.430920882893
OML,-170.689132199495,-162.24443540715,-195.887538144159,-167.081878221607,-228.129133576874,-206.940147269423,-179.91717344841,-173.417041050287,-275.858910452283,-205.847850315422,-196.483243823451,-172.936843128655,-183.910200403502,-167.54312460674,-344.762173056739,-166.337743043101
GML,-163.672032476929,-159.597144504695,-109.963505017774,-97.2395696418547,-173.96070929461,-170.558284627303,-187.197589816508,-184.68179035946,-179.098493954842,-154.6094708897,-130.557778792633,-105.83450436976,-168.279846549574,-153.41965112578,-183.653498791738,-159.757560731096
Competitive Suppression,-220.866399194982,-199.404817716417,-311.460933741075,-191.835678297492,-178.783341300604,-171.390445688365,-245.390154734773,-219.168614369678,-233.248168169674,-175.588672007785,-338.366987625217,-201.99893339996,-195.602310414863,-167.89668599998,-226.958807963607,-199.401708389249
Direct Suppression,-193.182615451606,-178.866870402297,-221.798306913325,-180.781182971023,-275.636930960666,-220.627722739385,-172.818252534323,-167.680075776169,-321.862231119768,-222.094874384034,-205.197016571936,-169.942200003217,-623.89011139738,-185.04845388267,-229.210573668641,-168.896773628792
Generalized Competitive Suppression,-230.958673143059,-223.984094139344,-230.038052855825,-194.058149211632,-195.992361922779,-185.938714389911,-257.1005800204,-245.380895425239,-259.962698647585,-178.844055046074,-234.309909984746,-201.324544537959,-223.985456208629,-189.20141465604,-305.375671217348,-225.723516645787
Generalized Direct Suppression,-178.320699899916,-173.089000500724,-158.319251471861,-125.21100203534,-202.374173313635,-191.301254411873,-195.146279072639,-190.223604210046,-223.184385296652,-180.489216547039,-134.92706244496,-114.120602899622,-183.043715580228,-171.792903412083,-337.023538795792,-174.060753342104
ROE Competitive Suppression,-168.262407906391,-162.920644477424,-202.700131221823,-157.195720105416,-215.291631335576,-169.463230298864,-190.320126268566,-187.082022544242,-349.776150080891,-171.006875681355,-228.411651151506,-169.905189296049,-188.600936423049,-148.620654644142,-238.589469357204,-163.672110015738
ROE Direct Suppression,-174.129855676805,-171.946395650761,-205.4866780098,-175.823409414088,-219.697400599867,-213.904024428882,-185.262446614506,-179.699497603356,-267.515117755581,-212.779754278285,-223.05711518434,-184.08540787471,-189.339913749091,-177.580631119527,-217.366184016398,-169.851414481778
OML,-164.93171942568,-159.930094866947,-256.145800268228,-162.953048408667,-224.346134152746,-208.502717569033,-174.030849957699,-167.509909120115,-265.561944239237,-208.553794257731,-197.083281464427,-165.22301348859,-177.695299164525,-161.611924220621,-259.868683630629,-157.952703446554
GML,-166.360027655781,-161.295933212296,-176.724253417968,-116.587609610898,-183.699897899699,-177.827683795876,-186.510459822143,-184.252239912213,-244.036432596803,-167.286936088587,-168.557820511577,-123.527873551758,-163.202871195436,-154.548414220714,-165.813261748432,-161.503338291417
Competitive Suppression,-198.546019831637,-195.146831159166,-246.680005609706,-196.42881607627,-178.535308707463,-167.105201875297,-225.013659617042,-217.480166405832,-258.373090894249,-173.068675832236,-269.036454437608,-205.210751433113,-216.468466050715,-168.88992934987,-235.378600518747,-196.062360593113
Direct Suppression,-193.114647839438,-180.041427285502,-387.49390441703,-186.055950609456,-228.262083156524,-221.333235632487,-192.565598057004,-175.407256137947,-265.11286925736,-220.096153092342,-249.456351242472,-183.87964113031,-197.814797368087,-181.855266823255,-359.010223832655,-177.511709439648
Generalized Competitive Suppression,-220.919420175793,-217.445842749988,-233.616444686457,-185.221647655951,-210.056474449693,-183.665420631932,-240.643031755327,-235.42760255834,-183.841021871619,-150.608798190162,-239.099549442275,-192.132962403825,-222.241545126733,-189.883254315097,-230.435558374346,-217.251944595704
Generalized Direct Suppression,-170.267085883981,-166.890264401221,-211.108328234159,-121.825349643902,-198.204997713712,-192.715514665434,-191.110522190541,-185.586621349594,-201.563131974954,-175.967826799097,-168.991328220365,-113.844591404155,-168.367329929872,-164.493469387102,-170.831687605059,-167.228645580138
ROE Competitive Suppression,-158.260552871583,-154.767491700319,-192.823417952989,-155.811916366059,-164.975024154564,-161.325938042473,-195.27213892441,-184.564181356932,-227.050757996833,-168.711729443352,-232.277428122824,-170.966783473285,-147.81085016195,-138.128845141764,-196.321698418635,-156.319139768077
ROE Direct Suppression,-169.802288417239,-165.121688511212,-193.302847874363,-169.903414209511,-219.486873677106,-210.502985574889,-182.66497959797,-177.729128604324,-246.291663140922,-217.011229899658,-221.74587150087,-178.706394138385,-180.966245011883,-170.093427694609,-249.2506994584,-166.181727765189
OML,-168.539774675347,-162.106180275563,-191.66672651718,-162.638182189152,-239.12193938293,-213.254130245696,-186.224696067877,-177.299529166746,-261.99308591528,-212.477592454506,-204.029206107599,-175.049198632087,-201.151696827147,-163.595578906709,-200.246900659754,-162.364358834224
GML,-169.604653310726,-166.207089059164,-104.085883559452,-100.008009768917,-185.922933998323,-179.26947443222,-190.295186195819,-187.905883277838,-179.165554171453,-165.949222386078,-124.820189658887,-114.239112927244,-178.069681752807,-164.354421957381,-221.668516771084,-165.92053658458
Competitive Suppression,-223.099478386339,-212.827066448999,-248.148778139922,-210.634770542367,-174.954528055248,-166.026877018432,-246.77068275416,-232.023390058373,-226.629389178472,-179.633101767772,-268.848805895134,-217.231499573119,-198.085771477196,-175.938900810103,-265.666990146986,-212.059316668528
Direct Suppression,-205.098523746692,-195.092573781592,-237.065613925603,-196.769279399444,-237.152277345551,-226.870057206682,-195.10114512989,-186.76663326592,-266.159879708177,-227.796486845293,-221.417807275734,-189.175176206858,-211.708043612383,-197.001280055583,-303.28852217032,-189.493661997926
Generalized Competitive Suppression,-223.407669454775,-209.554261078692,-239.838301588561,-191.77284577293,-200.225912578778,-183.385410817699,-232.010860797832,-227.874393470203,-227.417324369011,-181.476335890946,-250.904408219566,-197.762376735205,-209.490893885711,-185.240997866049,-229.900059220915,-210.195341022763
Generalized Direct Suppression,-171.793556464008,-163.58395720656,-140.674335262048,-104.463908962938,-186.280527308651,-183.825606991263,-193.240179192387,-185.946506181106,-192.839149236244,-173.452632282416,-119.966264884882,-93.8312754891324,-163.859097341079,-158.518994182885,-237.852840212476,-163.961899270578
ROE Competitive Suppression,-173.468019545257,-160.613435065144,-190.377501028644,-155.378751345526,-185.261156711483,-165.31978908492,-204.591211642435,-185.527645796426,-219.411026312488,-166.499684286558,-215.177435151896,-166.787329419065,-175.184218202426,-145.296374729165,-507.402007346391,-160.841556010591
ROE Direct Suppression,-183.041664512648,-172.324983249346,-400.771580198497,-176.101952487092,-215.503486805831,-208.730374987483,-198.052662171127,-187.800229495969,-254.510377416092,-211.127151238176,-377.133485348486,-186.739008912444,-192.593172656262,-173.547028964889,-336.413986773087,-173.476317611808
OML,-175.761426433089,-170.835530455514,-213.323274898478,-173.428106063357,-213.79769886662,-206.165265697384,-206.772704950373,-191.109231278048,-255.378795514021,-207.103088132813,-237.11907296042,-183.392145324925,-189.346450568323,-173.835098426938,-262.030113986073,-172.384539800718
GML,-169.465193562349,-166.008145130938,-138.720553450665,-109.866203549792,-182.568960534918,-178.064396527851,-193.196912764694,-190.426102409864,-181.861850873085,-161.979890514634,-158.182965678694,-123.832001257985,-163.36314606063,-157.82892470673,-237.815613706589,-166.186071290054
Competitive Suppression,-238.399348139658,-218.434158010887,-284.706381925725,-211.537443407454,-190.517025577825,-184.153666078244,-254.486581686789,-232.119532864007,-262.181605444371,-192.987414183561,-288.663799814548,-214.020547017506,-218.944151498184,-192.733162210745,-294.658982116342,-217.876287127003
Direct Suppression,-180.367276847016,-174.874249874426,-212.583250173733,-175.724299215208,-239.433802671064,-228.986805238979,-173.485235167536,-163.412688997798,-271.523081713576,-228.206526158638,-206.24023383984,-171.616327396955,-201.111313113052,-180.160729100607,-260.554769819377,-166.456089419561
Generalized Competitive Suppression,-241.379800023879,-216.48052751731,-215.577253359576,-184.743289877613,-191.005832442032,-180.977939456136,-253.309004673578,-234.936654145737,-203.563128505732,-164.555150224481,-230.629507717908,-191.076691882258,-199.144194231335,-179.560203741083,-243.31373527072,-216.502563072254
Generalized Direct Suppression,-176.366951741467,-170.975409731582,-162.565806256031,-124.438219063109,-195.814417912708,-189.24418222959,-190.736547527459,-186.656139241801,-188.467357351389,-169.659414477517,-158.08344864896,-117.46369055237,-172.418429621664,-166.483017891477,-176.977139934512,-171.014110671803
ROE Competitive Suppression,-172.653619284291,-165.329541064363,-220.032068454984,-164.6225197928,-195.312618020341,-174.564554901094,-203.347269657862,-187.116796764059,-221.215481081282,-176.795146991484,-234.536520584714,-176.120702274707,-195.367658109018,-151.568713355673,-407.878816340233,-165.910573097874
ROE Direct Suppression,-184.880665640339,-176.267323971969,-210.898874219448,-176.694615935925,-219.56011778073,-212.779632367452,-187.523828261605,-186.1286537255,-263.338899836884,-212.348497769407,-224.339824091215,-185.14352832675,-183.330064405736,-174.361124054225,-182.894366086215,-175.867793039942
OML,-139.627966252976,-136.582496042556,-438.209361910283,-145.246873295166,-211.007903272039,-199.5121270068,-156.498831690269,-154.069557990202,-258.487423329111,-197.615584584612,-251.604997416347,-157.634439366676,-143.970535747935,-139.334553123655,-234.649524010783,-136.446616957939
GML,-188.969407795212,-157.191745734369,-150.112827303799,-111.608190605657,-206.326956724605,-171.963123187758,-245.29395067299,-186.217109413161,-216.654387635782,-159.175439956462,-240.683271751052,-130.958247845222,-202.151440712222,-150.625195857277,-199.74023009844,-158.237287439617
Competitive Suppression,-209.44350775925,-195.017368355552,-253.321169027766,-195.144711773874,-200.384072062034,-165.944600652185,-219.615826633554,-214.22923051563,-260.45882117933,-171.307866915704,-235.660902344205,-201.424772053564,-207.474997484881,-170.654548972295,-258.326087553547,-195.824798178913
Direct Suppression,-202.123483061895,-194.300814652246,-264.211496982771,-201.062615766873,-240.147530173449,-237.118890562366,-206.928969715987,-182.868628715587,-276.161253535161,-241.360834364598,-249.050363526487,-189.277432799112,-213.8425997088,-201.399198881019,-341.422022825475,-184.402398795066
Generalized Competitive Suppression,-196.594288253789,-193.154428215431,-181.386293253846,-159.773838211832,-179.78091736996,-166.626480128244,-219.538693514415,-215.205072222898,-169.742293721048,-147.390796799437,-184.312778774967,-167.544246117823,-186.249663418535,-168.112911685312,-230.225240422202,-193.579977374417
Generalized Direct Suppression,-162.290887199824,-157.865231463913,-123.554617213744,-103.865123324817,-191.063018464781,-188.233579238055,-183.562549754811,-177.016909617568,-207.412194544152,-177.31388699887,-119.691572854329,-95.4794448199615,-161.375852638589,-156.553395697306,-162.785241636867,-157.808654001443
ROE Competitive Suppression,-149.046396261641,-142.096364430691,-214.520114177641,-145.024891389434,-189.825522340178,-168.700715176273,-183.636094550185,-166.809333721786,-276.524499133396,-169.112279346337,-211.509644775583,-161.756706774472,-157.899677412892,-136.832111335869,-162.524462509581,-142.636511157146
ROE Direct Suppression,-179.720695532146,-170.32073949527,-232.271064963892,-171.839888321877,-221.620977397284,-211.247831912285,-183.796394583081,-177.054404559003,-252.436003119053,-211.152273672082,-244.192997270841,-175.460106742616,-182.259503792582,-171.959441478184,-191.834509461455,-169.599452343726
OML,-157.422430265326,-147.311796384742,-194.443174113136,-148.382186256879,-209.217527854265,-190.305230244293,-182.363080886415,-173.489322839517,-234.654906786216,-190.303403819669,-205.488632690198,-172.589380689967,-196.794029574992,-148.614577964274,-225.380105543547,-147.497718312601
GML,-164.60005576465,-159.744680013068,-113.984473859616,-97.0975203158571,-197.258065572746,-187.27455469667,-188.461543162414,-184.479394133614,-189.519432545331,-167.761013017362,-120.301440188299,-105.788458870189,-167.446213568998,-155.9156532151,-201.868492045039,-159.909053923405
Competitive Suppression,-210.059311573029,-205.077632100123,-271.730100087636,-207.528069408157,-187.711888444912,-176.755527476077,-230.332665908004,-224.34491974731,-307.984689881282,-181.352460790481,-260.839266354129,-213.668687490373,-202.125650310894,-181.652266834138,-231.317200242489,-204.951819381154
Direct Suppression,-197.675364036908,-188.106687581034,-236.392323415777,-191.346631789093,-251.714463044311,-232.63589932575,-184.224365229726,-176.90851966649,-337.45695831331,-232.150603032192,-222.702810493097,-181.08353487838,-207.506048213318,-190.554987373121,-223.260169337777,-182.482560320103
Generalized Competitive Suppression,-204.611017938741,-200.257509883076,-250.358599797581,-173.497127785022,-236.764411935983,-163.65702274487,-226.560748762323,-220.807311963558,-208.653877399687,-141.887063829784,-274.424219293998,-181.269945646588,-246.107132858575,-165.18929437187,-234.963045222901,-200.17967682824
Generalized Direct Suppression,-178.415094092502,-171.207199956998,-178.154120892713,-121.810504172216,-198.235005360571,-191.140706613964,-196.712183418775,-188.044306417024,-214.594631279616,-174.96542733108,-175.529330249974,-112.42599937188,-173.79824120779,-167.324551423482,-180.430777266489,-171.278542724093
ROE Competitive Suppression,-181.990722888295,-167.878376918792,-218.902150861361,-166.868660479549,-171.621967335733,-169.310443487296,-204.492047224346,-191.068382405438,-216.064427053287,-174.652616260138,-242.66942676477,-181.427342097167,-170.244059981993,-157.759768690515,-182.764743122956,-168.191378735035
ROE Direct Suppression,-201.012910691013,-177.98989110135,-427.727557233069,-181.016647924911,-215.165712598989,-213.507962584303,-194.019819160044,-189.076256978248,-260.814869187111,-214.958803173041,-258.80901738675,-189.615667529702,-199.02956215712,-176.493243985772,-204.272133420499,-178.527759620739
OML,-177.714323764841,-173.089840956473,-245.311227951974,-177.323683200218,-207.580931444782,-206.110742028353,-193.293571131317,-189.263202224995,-263.689017796228,-211.751983121287,-228.236931638781,-190.866099426211,-178.993581980296,-173.326537008921,-207.060172795825,-173.134913058543
GML,-172.071961369145,-166.800271668431,-130.126113232394,-100.829720190461,-192.1185225485,-181.832861229291,-193.385301128204,-190.511136121348,-266.590466230643,-169.494810530136,-121.331653302528,-100.330690836884,-164.856981881756,-158.045126848122,-206.271871680848,-167.24393594873
Competitive Suppression,-214.498526122972,-208.47954433884,-223.413265649396,-202.622939516774,-178.340924345685,-175.51866342286,-229.391387417967,-224.781946471287,-219.854756387921,-180.636029671881,-233.301261184269,-208.979767925019,-195.187535527916,-179.209238472325,-235.026115173121,-208.166895743357
Direct Suppression,-204.580234101546,-194.910877431193,-251.057471115023,-194.191431716319,-238.988080571673,-223.978038399757,-198.446514094726,-189.810496579874,-273.597634925721,-224.541358069272,-230.837175322341,-184.986422929172,-213.211320669333,-196.12886484718,-289.767937629733,-187.905642753549
Generalized Competitive Suppression,-205.927335797445,-203.114387227571,-228.969556879392,-171.773729832298,-181.054031695132,-166.126804231344,-230.976382904451,-227.193552721068,-172.093072042297,-150.112261691055,-239.28093963336,-181.294445696665,-187.82888096393,-168.556694925237,-243.241080700789,-202.838188622737
Generalized Direct Suppression,-187.803620880998,-175.230864009566,-146.400223539301,-116.845834221299,-197.158018960568,-192.664119773376,-198.08893311479,-190.233014489582,-210.538164954697,-174.475627892512,-143.214702732038,-100.282086163854,-185.621939160898,-175.200638826852,-237.157651544462,-175.401949222304
ROE Competitive Suppression,-174.347779662543,-163.782202588478,-208.538270789731,-164.717370008009,-178.124512549666,-170.778866661384,-209.816632395769,-187.075900755412,-214.147560020257,-174.155630238886,-233.65719644428,-178.238169072473,-157.504524747712,-141.285928120188,-176.05686625457,-164.443688761989
ROE Direct Suppression,-176.416307599696,-168.29557428497,-230.998655999511,-168.932972327425,-235.684828442792,-208.638486649049,-190.854272320918,-180.546038852344,-300.280595311964,-209.174666149447,-242.68513446281,-175.209789496724,-196.046255715769,-168.418784967257,-285.34330976774,-168.488387560957
OML,-164.918456929845,-162.083362523266,-240.288937955053,-165.255386482732,-214.917780612829,-198.504275318756,-187.711841119493,-182.303715202993,-243.968386989922,-197.123736881564,-219.998918250527,-179.837753728454,-173.913606306388,-164.595118122785,-339.70748638677,-163.219064713223
GML,-179.963845652208,-167.432164813347,-156.467086284815,-128.047904001892,-212.240647969528,-188.587959806404,-203.745615041098,-190.800348626743,-218.350332754615,-177.907051535615,-231.084731057659,-134.149289833959,-191.685214289726,-163.85095132505,-354.018402830993,-167.618978772758
Competitive Suppression,-202.336409864269,-193.182353760116,-240.732723897227,-182.745631016764,-181.305660454241,-171.011200456825,-215.424730772948,-212.306421844532,-223.617978909163,-172.108909460561,-249.461031705855,-188.753306315718,-187.275500340412,-169.619473463941,-242.820704935971,-193.049983072671
Direct Suppression,-191.494317218739,-186.663395325597,-269.058774448734,-193.548046831345,-232.970997830045,-228.451100457378,-193.090727968505,-181.433362071995,-278.925091292299,-230.170251197324,-247.095193890759,-184.810009398083,-194.111825723491,-189.312083138712,-328.287315650659,-181.960343038465
Generalized Competitive Suppression,-211.462138447816,-206.184064789828,-194.567051015512,-170.33999622035,-190.391128671374,-182.867989304934,-232.370648385021,-225.681780386595,-163.213825930937,-142.516617633761,-275.948574062765,-180.91157748061,-203.951281914766,-190.942465784352,-237.779061754147,-206.987962447417
Generalized Direct Suppression,-168.242400397542,-162.626513071949,-125.324342712116,-104.793753986777,-193.48862532208,-182.708433817507,-189.173408421575,-185.096938256001,-204.260797467499,-166.309981494466,-174.053506951244,-109.588094126146,-177.43408065564,-159.299341981403,-228.491082822961,-164.196672236101
ROE Competitive Suppression,-173.85273856481,-170.832856336412,-2296.30270369633,-170.42605779328,-179.966848331467,-175.33863988479,-204.557725822442,-195.878837746266,-209.148381981128,-179.512506624521,-1422.74193726144,-182.799280422617,-175.860716405393,-163.37654303619,-276.637478372102,-171.72295851471
ROE Direct Suppression,-173.860978352445,-166.402644855317,-239.354331767935,-171.889194217418,-221.244725952202,-207.948071098932,-187.181121660582,-178.90002953646,-273.41377809625,-209.253108614214,-214.595093700356,-180.377551173028,-202.45502793766,-182.693527108739,-211.956141934513,-166.949480597014
OML,-164.297895672545,-159.115612762285,-248.534017157745,-163.796798578879,-213.683642831451,-199.533546925347,-188.100921466811,-177.59647732302,-231.983485447563,-201.409475757231,-223.345130759911,-177.43186928453,-184.578279162823,-162.503022579589,-321.068886588626,-159.957065462105
GML,-172.190380609296,-160.092784495285,-221.112092192135,-119.957459740894,-191.290307312147,-179.232230681804,-199.013609702606,-185.410618783395,-300.554123419588,-166.610033515999,-164.897876317776,-120.252525594222,-184.06379906286,-156.793831578628,-286.972866803127,-160.493999294318
Competitive Suppression,-223.131356913638,-205.089160315718,-245.394044424304,-194.4141945053,-153.463800824197,-152.911609425364,-241.526110748813,-225.029659501783,-194.597983419081,-164.022085083775,-252.038585281937,-201.661835293802,-170.043917732347,-162.698193368413,-238.424824647211,-205.208236229298
Direct Suppression,-197.739119715637,-188.82190687712,-213.113386522604,-189.055155770776,-234.141331303228,-227.506396685013,-193.000016271939,-182.117770298261,-266.061677061248,-227.539783320525,-217.620795000567,-183.589897479134,-197.311263403931,-189.042315150093,-410.782266168915,-183.763185048987
Generalized Competitive Suppression,-220.357541708936,-207.688227020279,-210.068008707388,-175.530457103531,-195.993948845939,-183.103118086009,-231.419320988302,-226.293930052345,-195.098237339047,-159.615720562706,-215.373584570741,-181.597101871514,-214.69878814625,-184.759028064194,-274.709252946544,-207.688388337588
Generalized Direct Suppression,-187.151295420277,-177.308215566858,-152.240654377242,-123.397155591937,-201.457461299491,-191.680899872354,-205.242775773399,-196.217325057986,-785.580317714921,-169.874682236178,-147.905378700565,-118.900962886795,-186.703798066523,-177.195694751784,-200.647293993401,-177.300616881153
ROE Competitive Suppression,-188.726369487405,-168.464691606765,-305.62033511362,-170.052405984417,-201.618255352365,-184.426823975456,-198.782998783552,-179.236007845921,-237.341841057489,-186.056713727014,-287.866745161951,-174.455117119602,-192.501070903584,-162.685045108172,-212.449678539086,-168.76137350618
ROE Direct Suppression,-176.378974036006,-168.384932809197,-212.055126848558,-176.940562176168,-206.80761015047,-203.68257290209,-180.677804710704,-174.37843152132,-250.770987021049,-213.6134722442,-212.325963854178,-174.006946288783,-184.942158271315,-170.590338448767,-228.711042946786,-168.373306004875
OML,-171.84705315114,-163.046517494389,-208.067427185684,-164.786127569941,-214.443889942963,-204.783148973711,-180.839751726966,-170.220279426984,-242.213754619531,-203.209877190032,-203.721933391751,-168.942975237017,-184.350751807934,-164.000472740037,-284.086489184684,-163.446648189884
GML,-187.6654900809,-174.605306244752,-135.618102589148,-112.308028746707,-183.405807351057,-178.477035550039,-212.656228157761,-199.716175802099,-209.639553540307,-162.661519937807,-209.733825725772,-127.333160737682,-182.784902043709,-166.996324362407,-264.579489773035,-174.648597973817
Competitive Suppression,-204.769093355357,-195.814582742469,-216.580766756755,-183.663309919858,-163.118383943783,-156.699278897988,-229.799345892981,-219.088718208122,-207.484601953109,-164.989062990085,-231.026906820075,-192.762780413422,-189.8974150722,-162.773601719085,-218.951288864713,-195.221227671097
Direct Suppression,-196.950001133178,-193.866161801376,-220.955617951727,-192.965069666043,-244.11892029402,-233.860680489007,-187.881095321715,-183.597426373583,-274.653684761764,-231.927086342321,-209.635379432318,-184.9121285965,-196.708701960135,-193.558427392323,-314.772063888849,-202.006420327528
Generalized Competitive Suppression,-210.291629852768,-206.398334947725,-182.890486084963,-167.09547824979,-186.090344824106,-171.412544632688,-227.797845147299,-225.139846149172,-153.273907068885,-142.110711868224,-189.791436230629,-174.125205767517,-188.734383018997,-171.57505529865,-226.238050060886,-206.151879340554
Generalized Direct Suppression,-190.399755973069,-176.542016700101,-178.302674538572,-133.965313762791,-195.058552730794,-188.680960982803,-203.224215333853,-192.353210461745,-214.867929646147,-173.859908934529,-215.047231205887,-123.227863972914,-188.354623776861,-172.167680648957,-241.852837433654,-176.492247888799
ROE Competitive Suppression,-184.422034120266,-166.748119438897,-235.899530840646,-160.74910172918,-161.306079434995,-156.274683411025,-213.357674818622,-195.799637657663,-213.972485833361,-162.031006531353,-257.707795319099,-177.381626513946,-157.877213781821,-145.811542831772,-326.06225954692,-166.742426721046
ROE Direct Suppression,-166.464906852341,-159.861632673118,-305.833266299035,-161.790954922925,-233.084648406036,-199.171881660877,-174.27845609412,-170.225917984381,-348.096713960237,-201.397506220137,-246.607934355483,-172.565692155293,-226.605591474972,-162.768280872323,-184.076559322743,-157.223452100201
OML,-164.802506133429,-160.314845509336,-208.249345086906,-163.469213745155,-212.181178568254,-203.161115672445,-184.780342484651,-176.780051100053,-259.725453682,-206.80408718688,-223.364481344833,-167.449250610593,-161.344102035305,-158.178631230046,-282.550725738302,-163.025237161209
GML,-157.204834392996,-152.90972182216,-126.763409678528,-93.2122605001651,-174.216567804959,-172.449436703054,-186.0201485361,-180.714448599014,-179.933060937655,-154.378243359951,-134.883022652054,-108.567363833939,-150.580540482499,-143.569693305376,-183.246115104279,-153.317901901491
