originator,OML.ols,OML.sp,GML.ols,GML.sp,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Competitive Suppression,-204.049322677953,-196.04124639938,-223.527511433159,-197.428631702484,-173.147690767967,-170.389919024004,-223.797129928899,-212.702031192671,-222.391392494658,-174.921164366266,-225.100349473014,-201.645830271597,-177.647084418974,-169.108562400593,-214.25602375429,-195.564538789175
Direct Suppression,-193.684099088933,-191.903265189823,-219.526023834534,-189.9813860947,-241.403181239487,-236.237514111174,-185.682999923197,-179.408145998425,-257.733478234297,-234.660330160262,-217.207387926392,-177.986817203161,-196.401620310389,-194.02501569138,-252.084410534084,-177.80187010709
Generalized Competitive Suppression,-215.430121497277,-212.935850645002,-226.706001786348,-201.849441493564,-204.155125675514,-195.404104770024,-233.964362374371,-231.881597774036,-190.354405314319,-169.267108007384,-220.620918965952,-210.733248563202,-211.712855078834,-200.254870994411,-261.495947526816,-215.181735513579
Generalized Direct Suppression,-165.858076204465,-161.886617129752,-143.623987704537,-99.4594258448184,-191.043832954126,-183.039179953324,-189.650742056057,-186.106147180634,-234.185829747866,-167.040129746967,-132.872029224025,-94.9652582094377,-168.132050567329,-156.080108036492,-384.349790507325,-162.165390846817
ROE Competitive Suppression,-159.54320163462,-154.098240702357,-177.73363955389,-153.888082506882,-174.489594535095,-168.895459321195,-183.908025101382,-177.135599771991,-202.123894324906,-172.629629675787,-200.249203212351,-167.077508898442,-171.520567024564,-142.662531328192,-292.823162968442,-154.707346098001
ROE Direct Suppression,-175.994537778098,-163.816921690614,-220.199380642332,-165.553829852083,-216.60967812818,-209.918846525543,-196.868713102689,-178.33293611138,-276.295068630055,-208.167582252311,-241.797512172014,-176.178908717559,-195.229010833628,-176.512307476984,-300.712698015118,-163.733416350265
OML,-165.190956145711,-162.744011501031,-213.728696946232,-162.81261676533,-204.036226148197,-199.278033061415,-190.101575109946,-183.840223387029,-282.135967475422,-200.345511783461,-210.909524834718,-175.71134736163,-178.067325697796,-164.83479661252,-249.690860222575,-162.980915963593
GML,-156.148350740418,-153.720214021077,-103.744773632227,-89.9694758883875,-183.538282318369,-176.606138767445,-187.046593215877,-183.698421076423,-188.487828736418,-160.030864969939,-144.826277943821,-115.09849885795,-164.332084994968,-146.224030751096,-199.267861929271,-154.527517986604
Competitive Suppression,-203.813491485843,-194.272592322552,-245.745916015812,-192.03445599305,-201.138259494359,-162.228644781143,-224.759990148126,-215.290201736758,-473.881653515511,-171.696993558983,-265.050631604289,-202.769888677955,-194.043174544431,-161.114353301194,-234.122116600201,-193.851859621915
Direct Suppression,-211.713947710481,-192.486958970725,-237.871287427245,-196.581197025343,-246.307546738989,-232.086226553221,-216.317730440506,-192.572732268727,-269.522797022891,-232.529908284963,-255.519772356394,-202.389727208965,-217.047291374348,-195.902146361776,-298.359225785295,-195.616974668948
Generalized Competitive Suppression,-204.757966275634,-203.730820108407,-198.756622947544,-173.986705838403,-193.465198405076,-184.137021735818,-223.834187654057,-222.622738473208,-170.930121284343,-161.436209040985,-197.171982275934,-178.58121107725,-200.375108589306,-184.552355399831,-250.916863467889,-203.743778277834
Generalized Direct Suppression,-158.622197785845,-157.536477522664,-135.841791239517,-101.766106014988,-186.169838969162,-181.868066028125,-183.350552918558,-180.899123386623,-233.291938129594,-164.004606726091,-109.163529393736,-88.3479964531483,-158.392032453977,-155.093372871625,-169.358101773623,-159.294296736202
ROE Competitive Suppression,-177.374697037953,-166.598984406958,-222.829408618968,-165.342692175286,-184.515112804896,-178.718171418942,-213.668726718698,-192.983564620042,-235.465026561459,-186.223111577571,-250.187298353846,-181.949803160085,-162.871902547965,-149.128298056001,-195.522801409398,-166.87949250283
ROE Direct Suppression,-171.211322638107,-167.509868043649,-246.785864321605,-171.324759317989,-215.247589392035,-204.8462119588,-184.02291713231,-178.965758524525,-272.743455627843,-207.35046798805,-242.395922385373,-183.711809410127,-180.846149580278,-169.763605241176,-335.623163842969,-166.544685871703
OML,-139.194974321519,-137.535549434753,-226.648246959556,-148.51072676958,-194.938398917333,-190.403251454596,-166.064579633748,-162.652397290044,-257.689792597094,-197.438865436204,-250.320654698544,-162.491667244927,-140.257378921752,-138.08903200148,-181.023262481872,-139.758616342936
GML,-166.337180681663,-162.282835745902,-160.74197092672,-103.941030296856,-176.016540369319,-171.655451200108,-192.087809803762,-187.992394749164,-211.586885083699,-156.024165751543,-215.378851629923,-116.828348228315,-161.728805338715,-154.109976132153,-223.072480884993,-163.102511543499
Competitive Suppression,-214.52375422811,-192.475687660224,-252.302001218741,-188.579817173406,-175.485261494845,-164.195631240353,-238.481503287147,-215.298833321243,-230.317385685424,-167.987414169958,-251.829250565615,-196.715369173549,-219.571045101377,-167.70081980453,-231.120329384288,-192.693755773454
Direct Suppression,-197.005213369499,-188.759929331765,-226.79110062778,-193.326500259665,-243.695345207671,-231.481363319387,-180.77785643376,-175.044101473094,-262.064595505742,-235.732068429186,-241.439144624925,-180.901410862287,-199.36682046138,-190.386139831065,-283.195890756685,-181.169049484238
Generalized Competitive Suppression,-213.976675474631,-212.223669474004,-234.458975139225,-183.194312002825,-187.60799120565,-182.550237904774,-231.175499942618,-229.078793139778,-199.794546107221,-161.912614030765,-244.504702981892,-188.17273079753,-192.793256745919,-185.148242660276,-235.762723415228,-212.335114942168
Generalized Direct Suppression,-173.696529433813,-162.090562853965,-146.199268359431,-113.696867290886,-188.073382898995,-181.273282797268,-178.795477424293,-177.611939116753,-215.043315282553,-170.28375505675,-117.757550254525,-102.187890941725,-163.798911415529,-152.916721741315,-181.168326951145,-161.882906717215
ROE Competitive Suppression,-178.713907727581,-162.227453837781,-234.835423727412,-156.711982847733,-168.638205515373,-162.850915760442,-195.559509648407,-187.111056624416,-326.89251637433,-167.357984788357,-266.383629549983,-175.289099785592,-165.948802706354,-148.224020087794,-217.693089522106,-162.237842882067
ROE Direct Suppression,-167.194916658082,-160.305170410548,-197.750176996749,-162.242326762367,-217.147983381713,-205.587856317679,-184.61245972244,-174.700401001392,-261.406137732846,-206.171759574591,-200.590298705236,-172.740428793238,-183.249764105056,-162.542193969286,-177.139785087219,-161.268117220471
OML,-153.940674616846,-142.662369147706,-185.588657034833,-152.959878769503,-197.379715832987,-194.127155023404,-172.587015495594,-167.341697125591,-239.084399710632,-198.353300394834,-211.320110655444,-167.314155840067,-180.107614562092,-156.984439131638,-272.445754568873,-142.433212496692
GML,-175.245398710148,-161.274605773585,-150.140126694594,-113.5633464903,-183.627016187765,-168.978557153758,-198.827935379513,-188.768048901081,-260.817928449356,-158.692661119931,-151.0825931721,-122.080691894725,-164.699417521665,-151.187286056691,-357.368763117263,-161.551773444928
Competitive Suppression,-206.61313919241,-201.144543513145,-248.859827300059,-200.14506062523,-168.737126851266,-161.940565022268,-227.282556193151,-222.856936950109,-194.76774439228,-167.135511805861,-264.492241680692,-209.709658632808,-168.408062081551,-157.643573043032,-223.191635591715,-201.301527035337
Direct Suppression,-205.136926402674,-184.129562729838,-230.325058932266,-183.556831813289,-254.962176032571,-230.425099624508,-196.98279690613,-176.691418220033,-274.887155073168,-229.21380450421,-213.293884484291,-176.228911859704,-245.723154424555,-189.591034697413,-337.365351968837,-176.979911005105
Generalized Competitive Suppression,-212.200891844494,-209.213208536821,-188.801409074887,-168.988650647062,-184.040077566808,-178.668122282426,-234.568276779134,-230.558555747724,-156.057157582377,-146.71935134672,-195.807021233264,-174.197295198281,-208.716542587642,-182.787063331484,-284.952238637408,-212.045368424381
Generalized Direct Suppression,-163.552706483139,-158.006173443468,-136.801190316531,-104.86275103746,-193.38035503947,-186.018830920939,-181.474830743074,-176.582832847699,-193.271593745204,-169.060941805512,-96.0437135403958,-85.2065363324702,-162.050079054572,-154.699473530582,-214.271754898248,-157.681605414542
ROE Competitive Suppression,-177.724751797816,-171.028556534364,-215.712930886057,-169.355938625876,-190.764369610382,-178.859324267086,-211.008374065738,-193.972208089071,-258.319985116974,-184.108754914978,-239.44508056212,-182.145076423354,-198.389021792696,-169.130017756238,-271.42732387471,-171.102034106361
ROE Direct Suppression,-184.268438493425,-175.008333251255,-242.34353071664,-174.505091497475,-220.622066252081,-210.622494601436,-187.095977882532,-180.053858236991,-260.825545942725,-208.295778358627,-244.474611201173,-178.673948449823,-192.408738757161,-174.726380887527,-218.52788281418,-172.318721752242
OML,-174.114017599418,-149.190954646663,-311.418712926168,-153.618966905458,-209.221362880464,-200.008073130879,-192.498927341402,-167.280816914913,-276.880309785603,-204.300724713008,-280.246274584627,-165.430757320213,-183.487330356297,-150.206266940933,-203.998464961929,-149.906700350033
GML,-163.251250301733,-156.379144770423,-106.62092026157,-89.4879637120907,-173.652617693874,-170.235374017865,-194.168852298741,-184.24428230013,-216.453361506687,-156.711116760238,-136.200300560878,-105.918738402509,-157.419325849244,-149.765063703123,-347.944432777902,-156.368070798557
Competitive Suppression,-197.224477821335,-189.606768610357,-274.112693115329,-179.265986999549,-178.241006729679,-161.700344890235,-216.921356994316,-209.203357065762,-197.373040877156,-161.327038971232,-244.04478050621,-185.461298653195,-237.249924007618,-165.752951994974,-225.486350122058,-189.979503609945
Direct Suppression,-213.011005206631,-203.082067422242,-261.39138456609,-205.839218638327,-246.649562994816,-240.300104060965,-209.727611136908,-187.870921455649,-282.190161537535,-243.403807511917,-247.039580136696,-194.293178824235,-212.781955589413,-203.515815421183,-344.746951684068,-191.047176251072
Generalized Competitive Suppression,-206.011579901475,-204.561565075894,-265.45376658415,-171.221973543994,-170.6206932094,-168.230512961269,-233.885476398519,-228.65875601943,-184.815728432424,-138.490344022069,-300.056399727776,-177.05581240726,-174.129659465422,-170.636530984696,-216.731287710758,-204.697167199757
Generalized Direct Suppression,-169.720136785917,-165.604818998588,-111.568321587857,-94.1212469615917,-194.036328695407,-183.501545491271,-194.783118537563,-189.754956397961,-204.81576382312,-163.722604327692,-106.488442734054,-94.2604612913063,-172.260006039709,-161.133413185152,-240.880907562657,-165.870769779872
ROE Competitive Suppression,-174.762054042166,-163.276567810124,-193.845581753499,-155.306618372911,-183.989600467367,-172.544079536859,-204.957874455731,-185.594490449373,-225.485228574459,-175.532361999563,-248.870057841487,-169.747073793901,-188.453722556967,-152.828494448025,-266.174273534137,-163.537309988377
ROE Direct Suppression,-178.484184422429,-164.896022342193,-219.117083907074,-166.539466476796,-217.521791980139,-204.755124666094,-184.93472368579,-178.484470886763,-254.825031681652,-206.694905795487,-211.639478489626,-169.296972322185,-222.542582323291,-173.136306368767,-277.857513783776,-165.442762304456
OML,-164.712900074574,-156.474477684519,-204.96819093005,-160.989799041749,-228.842135228861,-205.102871423597,-193.323389339547,-180.702236858297,-271.199955247322,-206.85094054001,-208.907596223389,-175.353649041806,-185.827487273293,-161.868138278231,-201.068866583486,-160.913001728413
GML,-160.665243622843,-157.164806556292,-150.402455954016,-97.5261208134434,-184.241213163845,-173.081029423178,-190.961757578182,-185.52951620289,-230.151416807564,-163.961486871231,-192.510799996959,-112.533294868649,-156.948433124613,-146.981953800594,-325.906071076509,-158.029359716779
Competitive Suppression,-210.320195973953,-203.059026348375,-312.977033856375,-193.777012866966,-166.554345146446,-162.024132673981,-233.879301938585,-223.91427453777,-209.932961258692,-165.624678342592,-308.587265513279,-202.566124935114,-177.064270395403,-167.955550248026,-289.773105016127,-202.850954198608
Direct Suppression,-208.377088958279,-195.437384136306,-237.224699849244,-197.440130328051,-236.403456710075,-234.690456613274,-201.358346814225,-183.370146971983,-263.4456999778,-238.257854224186,-227.259258061983,-189.533934144199,-205.259032527997,-194.855140679045,-315.193277374516,-196.554227482802
Generalized Competitive Suppression,-220.607071743949,-212.626360599212,-230.822686301631,-186.325200428054,-188.19988661299,-184.779402235536,-247.309437480744,-233.197569186628,-182.780307169745,-160.122879989941,-248.589058502431,-196.1167724848,-209.16234853226,-196.245977980004,-303.095216241949,-213.221437889072
Generalized Direct Suppression,-168.958267861073,-166.817425948946,-155.740208571144,-126.154508945664,-191.295204951236,-188.416135720617,-187.113650928086,-183.612234755413,-241.518064582048,-171.551932976183,-227.923909455945,-113.37333700708,-167.610038600983,-164.636813762541,-370.577089800286,-169.458248079172
ROE Competitive Suppression,-179.683716722861,-163.819068232506,-237.165692591308,-156.349892133365,-178.336498729017,-164.464566184292,-201.486126986891,-186.337095237619,-226.085858718636,-166.75626140269,-254.534640606705,-165.444601746548,-156.275100277519,-144.433199093535,-201.962003461297,-163.818937541045
ROE Direct Suppression,-152.974140175419,-149.980484222753,-222.434048281962,-152.698515087438,-217.249026501979,-193.69115409343,-171.595412075765,-169.457130901084,-242.661545600041,-195.884200296311,-209.756375432248,-164.8263593785,-165.944957092189,-152.726914026295,-249.786147568646,-151.611363797269
OML,-152.456974667472,-151.588765309959,-206.460635717235,-159.057162430984,-209.077417233415,-201.479823710222,-169.727888294443,-167.253379090212,-249.71496549157,-203.902329165889,-241.138622759861,-163.912744138253,-161.857968449252,-156.725867298119,-256.289870578113,-153.618195044147
GML,-176.795750453115,-166.840821928764,-141.280206957819,-105.389118475862,-188.151893091243,-179.822448692605,-198.801701739311,-195.012012929088,-197.558684795829,-160.11341852535,-189.106800870921,-120.720650300047,-184.350448709308,-163.405716747723,-226.325967707227,-166.694739265072
Competitive Suppression,-199.907161310878,-196.905579636343,-263.466987244651,-196.745777260225,-179.430358776605,-166.630718162639,-228.333702235228,-219.605477367091,-263.169755482824,-169.640826934703,-285.248383044495,-205.911707484197,-187.336098427181,-166.363320991201,-219.369925438037,-197.309176184635
Direct Suppression,-196.714070240099,-191.829265547684,-245.818429561793,-195.936399018464,-239.904433526986,-225.765593135597,-189.878170158795,-186.101984494089,-266.574035327236,-227.259161018962,-230.028785060074,-191.202466230904,-202.720042397935,-193.517959898916,-211.898244567434,-186.697403381345
Generalized Competitive Suppression,-236.143769239128,-217.751376134408,-290.72442921688,-205.326296927933,-202.383002626922,-172.090109608827,-243.666453001235,-237.609576931765,-302.093996828829,-174.688884018777,-237.950237260505,-210.228353006686,-210.885186856147,-176.702467206549,-240.267849849835,-217.425584461748
Generalized Direct Suppression,-156.662379640327,-153.906039973732,-149.816442492828,-99.3584570755021,-183.79781267785,-181.358751356803,-178.1940037858,-177.105709444553,-198.204338964682,-169.174657368407,-167.753999911465,-96.1000735015851,-153.509384333085,-151.062067385845,-164.691956475576,-156.013233078735
ROE Competitive Suppression,-176.607022096851,-166.014421252604,-202.764963405537,-161.572592075536,-176.114783117182,-168.70597415391,-194.283472876174,-187.17177152573,-241.290020943552,-173.78706387832,-219.805312960255,-171.462503283138,-160.924006233507,-146.21357304622,-187.340181436174,-166.874559245335
ROE Direct Suppression,-177.651150858865,-167.945660321197,-239.845354718489,-174.271937417457,-207.608175859074,-200.161447989347,-189.278142918667,-184.12988755997,-293.780198086451,-207.006693361742,-258.381275283741,-184.413944620254,-215.861182827545,-172.708031684172,-286.894141568279,-169.707855131084
OML,-171.13839342127,-161.92431671416,-206.922652834926,-163.039084653018,-212.689035482281,-204.365248158977,-190.006410198042,-180.709275643438,-270.120285711285,-206.753486366363,-224.935401934633,-173.417326817691,-186.000636356928,-162.334901282397,-193.827144566586,-161.945971595301
GML,-172.415561996306,-168.155538788996,-125.445336463489,-110.598583844567,-193.525883988276,-185.085717328016,-189.992967692963,-187.579927889901,-463.938697879624,-169.838307879478,-118.581030040575,-111.896079281726,-172.202410396666,-163.546146197156,-237.376983088662,-167.957709367501
Competitive Suppression,-228.678341944288,-218.07141152186,-307.536957726974,-212.49352231554,-198.731662066645,-178.89192236046,-246.503038090277,-235.321773315261,-289.045274782189,-185.904668224963,-294.075605103543,-216.423897869727,-222.11827874044,-184.320086804581,-228.724441739013,-218.17809903725
Direct Suppression,-201.035440653509,-193.452308415497,-372.505958587924,-202.356066751356,-246.385125251414,-233.390893466887,-196.685963904811,-184.58050376319,-273.806016023047,-238.599509818114,-416.959545580468,-201.98705146015,-209.24612970524,-196.582680149269,-355.358052107783,-191.767602691789
Generalized Competitive Suppression,-260.191843899941,-235.436231527452,-319.913324115069,-215.318847318188,-190.89990538626,-186.260359903007,-277.693786064293,-256.289141018756,-247.533591649671,-182.32330484438,-261.722622815345,-214.170268829668,-221.504329763673,-193.978748310926,-305.277188139127,-237.248140383796
Generalized Direct Suppression,-166.111010144135,-159.713520564585,-133.297313328365,-116.284344048119,-189.479285531961,-182.920994841661,-182.204072101966,-177.720495936179,-228.298607212507,-175.09970371521,-112.51487254946,-97.9796761367937,-168.523071221492,-157.503591480949,-166.958561683994,-159.797928094055
ROE Competitive Suppression,-166.057598584021,-161.520862266042,-227.216814472527,-164.080571874965,-173.104323653477,-166.474073036306,-201.117134839114,-186.315729125629,-211.433094655777,-165.672551666028,-293.469294327863,-180.909937476107,-161.447551763145,-146.431039437824,-292.129801274857,-162.657787076815
ROE Direct Suppression,-170.582343637168,-168.066817750732,-244.320394736818,-171.122200846662,-225.776405394972,-211.600476477069,-184.344786199358,-179.197823327206,-264.159600234695,-210.814236899309,-246.380899595571,-179.597510369977,-201.815365935956,-168.805788631324,-205.702551853318,-169.302427376421
OML,-174.475750401763,-165.164434175861,-235.230898033538,-169.926050895696,-214.242444135611,-211.012856627044,-184.990220459559,-175.827409218498,-282.858735135373,-213.873269456207,-233.381417667277,-176.645207155694,-184.179908476429,-168.262471427341,-273.577494911355,-166.311561047998
GML,-180.692198712382,-157.057541175144,-132.963876341616,-111.026413704276,-197.45804877247,-181.817484854443,-202.301601542498,-183.582035747532,-264.760347761945,-167.330395655952,-129.347592620767,-108.511065101691,-200.590373095846,-155.262753383093,-231.139129526959,-157.336202129114
Competitive Suppression,-241.526460841762,-204.828998473905,-279.493218088756,-195.762995440778,-193.318829353308,-172.605867881839,-274.801813017087,-225.981044623502,-254.893124671995,-175.13112992586,-335.648046747276,-203.868922296476,-203.571721199755,-174.272693157077,-249.071351522806,-205.175316140635
Direct Suppression,-196.15848674879,-187.406547634536,-232.941536555961,-194.635805950907,-233.083556442755,-225.904808146218,-189.94660361836,-180.011067326006,-278.24397451991,-229.000535334152,-261.138338950859,-188.146170373495,-196.621098826788,-187.762149770001,-331.159479074064,-184.166079799143
Generalized Competitive Suppression,-215.35660702292,-213.790297943974,-222.752793338769,-172.033043231524,-188.365907912032,-180.372017766702,-234.158938767114,-232.960671966272,-208.789477049683,-151.905003942065,-235.035175611061,-178.214797224075,-189.615036395378,-181.501864900626,-222.476860696587,-214.607759409896
Generalized Direct Suppression,-160.50395457526,-158.27325166039,-118.04706676265,-106.33348600353,-172.732424109726,-171.024312928455,-187.817934855856,-185.134085444401,-257.893588099734,-159.442277075269,-118.662509922557,-110.499772019563,-156.393431006789,-150.714799901864,-198.538239484641,-158.555189422495
ROE Competitive Suppression,-176.543171396671,-167.706010858307,-238.735004752063,-165.742842969959,-186.94150100075,-181.57215301678,-196.113937468182,-187.936528793373,-252.09418132328,-186.981382718388,-240.177888359304,-175.432854565461,-181.571816580369,-167.402636596028,-400.65532982975,-167.699895485013
ROE Direct Suppression,-200.156787648743,-175.215701463664,-234.003890769639,-175.851957197129,-229.198954337219,-214.470784482821,-199.079972601717,-189.445572069094,-242.61210641513,-212.386738106073,-245.30789717811,-192.113633864283,-210.834882730071,-178.973356775102,-225.823707004909,-175.565578252719
OML,-179.811614654113,-171.357979332206,-236.979827939405,-170.476861794294,-246.192100459025,-214.894238230374,-195.073984397424,-176.333911503352,-265.110656334277,-213.583605589184,-250.756961154144,-174.002180943822,-222.580672307449,-172.900635322012,-260.197581380785,-173.651381487328
GML,-185.360779184499,-152.100339500486,-122.273178742844,-94.6337667690032,-177.346749835626,-171.379905832152,-225.188658085342,-174.921786550485,-183.084396027784,-154.569253301679,-151.640405476271,-101.537409073742,-175.877126276049,-146.726349490514,-269.512026362555,-152.204435013602
Competitive Suppression,-212.615953392212,-205.097413228209,-256.115981605703,-200.463521866823,-189.312263495558,-175.831026452366,-231.344184366124,-224.60306865673,-240.607432451747,-181.133805569366,-268.976913940086,-207.515346413859,-208.971964982115,-180.609871115007,-299.499506295269,-204.681920097128
Direct Suppression,-195.739535588236,-192.627176414816,-266.574749159212,-209.706354216555,-240.841255354434,-233.278210309796,-190.016277676597,-184.985259885587,-276.47865192507,-240.351831427722,-243.547377184569,-201.075261830111,-200.688533239068,-197.463163478764,-254.358252339179,-191.10151756494
Generalized Competitive Suppression,-216.446153743961,-213.476291628816,-226.352616736706,-180.973021418279,-210.704670075365,-183.449375696255,-233.700399898494,-231.758069889079,-192.437849034924,-157.433623296276,-215.21477207239,-185.319480486718,-213.834912739166,-187.400002366922,-218.965222600255,-213.469671808888
Generalized Direct Suppression,-169.329499455771,-166.269758910452,-160.459259068929,-119.138250291855,-188.298539812859,-182.633913201038,-182.286759003413,-180.409297408939,-270.374336591632,-169.177453488288,-131.51516432233,-101.198352039322,-173.252664012665,-164.309191243311,-298.721866085138,-165.777848421184
ROE Competitive Suppression,-178.082442484692,-164.140076913278,-201.475983390384,-158.523349267081,-188.428987657896,-172.50322648751,-206.207941156362,-188.149704130418,-276.911979462355,-177.25051871906,-231.151642217696,-175.469528172987,-180.819994621053,-155.066641773726,-190.234549393273,-164.937914882042
ROE Direct Suppression,-230.28993496114,-178.773245437373,-360.677958402831,-180.384723303903,-301.215270640627,-198.364378255162,-247.155294343153,-194.788762392812,-301.984029093727,-199.052650738168,-304.914225246013,-189.168694441687,-278.849267150883,-177.0477700841,-260.411229603319,-179.80829441054
OML,-171.160130366231,-157.865851391435,-268.983004901432,-159.316065497522,-208.73148500766,-194.32421788144,-188.660676160498,-180.699946935426,-290.899527666516,-195.775661013888,-356.635080317032,-172.986095906851,-176.703124342678,-158.415203922403,-180.689816990546,-158.312352549324
GML,-155.652755551849,-153.113370137369,-176.262034861601,-104.057729081916,-180.544179548441,-177.24663143787,-188.861030617789,-183.487764627778,-274.14011169797,-167.709034188347,-196.211413104291,-117.553274374013,-151.618060040626,-148.767232021264,-173.115208539705,-153.887766209558
Competitive Suppression,-194.50254557894,-181.134567585081,-254.088670684511,-185.013497545401,-159.996263270104,-155.23916669986,-223.279610853173,-206.602260224212,-227.616699122584,-170.625628219049,-264.489192056079,-195.600323883753,-171.285809705798,-155.589004209057,-206.715923528917,-182.257537493494
Direct Suppression,-202.747329488545,-193.22856923305,-243.136941309138,-190.822387240741,-240.106957459354,-220.722856336267,-196.318296114023,-184.946438943836,-277.251295348501,-221.205902831833,-245.003945612555,-184.581739106533,-216.644723012225,-195.44515373359,-205.205713516156,-186.40082444758
Generalized Competitive Suppression,-218.976713889368,-214.996519069821,-207.704979217775,-174.179750357847,-181.858620212381,-173.842586511382,-233.415670540646,-231.064589035859,-179.085627673966,-149.148282158473,-203.269389789116,-176.390576840066,-188.780020072948,-184.476867905867,-231.220068438399,-214.769329938925
Generalized Direct Suppression,-168.012530346965,-160.511936651727,-131.017130009413,-108.138778853733,-184.055071886264,-179.628447532197,-192.806295505432,-185.934672945312,-202.21746748609,-170.106136821388,-118.684697358092,-107.180775216583,-166.207099918065,-153.657107547984,-181.126262887567,-160.619481862578
ROE Competitive Suppression,-172.050706524562,-155.831420175361,-198.793742344767,-150.121150919345,-174.027625397047,-168.303305459933,-194.396795673683,-181.074328896504,-213.21979167037,-172.741439619841,-211.657347213515,-167.616525696664,-162.996330797323,-149.013608248195,-234.326702612355,-155.848651794907
ROE Direct Suppression,-205.021659020093,-165.421629676922,-248.201197963042,-166.836200257229,-209.226415931936,-197.381644879047,-207.919696259265,-183.882828052988,-266.684439000914,-197.344418176591,-242.450744165603,-182.574652059527,-212.345670670037,-165.788599482339,-303.630813263733,-167.197665736321
OML,-152.225722375965,-146.808190871124,-174.186700890371,-144.835773939769,-211.758361032455,-192.538465710873,-178.729568320292,-168.82840555232,-244.605500726364,-188.598623539056,-215.045982331094,-164.805190495335,-173.568451862916,-148.876072040263,-176.286840447814,-147.150558921253
GML,-167.281326056766,-157.674061718205,-100.511949640444,-77.7128669791445,-194.449273442365,-181.131111811422,-192.443546633521,-184.150540478551,-191.412632571328,-155.819942422675,-122.373091639695,-93.0024538531289,-176.994350700684,-156.764774968462,-208.981933068553,-158.094878982656
Competitive Suppression,-222.529189982643,-213.514553591418,-243.836527077637,-211.788954061022,-186.058836950007,-178.411454207215,-246.334249833108,-229.154614119625,-218.183710460187,-188.376090760637,-296.51365358922,-216.83421418107,-253.439470737333,-186.533573074626,-320.603940729098,-215.076355783314
Direct Suppression,-190.535306290294,-185.196165089085,-215.434876426534,-189.919169299341,-231.211726824602,-224.250231598257,-179.457203955047,-175.683858995513,-266.856366088469,-230.793464001969,-205.599947826751,-181.26406948434,-205.418797637712,-194.941922652744,-355.109585318674,-175.53849330788
Generalized Competitive Suppression,-242.111944816116,-205.420308574053,-291.138663476433,-181.273223719708,-188.952137800604,-166.63529041217,-267.990475376272,-225.559752638747,-214.330010722587,-151.307650281227,-354.252017896403,-188.642265546455,-210.383128245046,-170.016742845713,-242.179831031268,-205.361486878105
Generalized Direct Suppression,-170.003770982769,-165.173271967316,-134.854982574602,-111.756576830899,-191.112199768514,-188.797752208274,-189.408643690501,-182.537924048504,-215.081899813897,-186.293085147905,-120.420481978393,-101.104994946907,-169.683730537967,-162.408763580412,-204.583867081629,-164.795887018678
ROE Competitive Suppression,-184.437728531588,-163.48876729736,-261.113916593622,-161.897115584136,-166.376978701856,-161.260761309668,-222.255857477614,-190.669918047026,-224.75865253402,-165.05904075827,-287.07070464738,-179.358779840983,-191.665695516738,-150.640931788499,-188.686349872898,-163.491652262257
ROE Direct Suppression,-173.140453556414,-165.471902164508,-210.290496198624,-171.712524851639,-207.055182694391,-194.109040340935,-182.351046362757,-176.224964004598,-240.612538768886,-199.208965253599,-240.698066880013,-174.21901487667,-224.769244340329,-169.882211180959,-244.818522002152,-165.168540359861
OML,-174.621068680187,-163.789213608141,-288.618466847234,-165.144210678223,-208.31822298034,-203.60422429125,-201.745820512593,-176.137921868161,-241.953966999905,-207.029204036462,-270.447535387785,-171.398005233575,-179.062490185422,-163.89986793147,-392.976319405736,-163.858685321408
GML,-164.020816560531,-155.140663992643,-144.029943291374,-99.9763274737629,-177.933668463998,-175.818532065998,-190.823471329723,-183.421527683481,-201.298619149579,-166.182217372566,-158.625237204144,-112.390117614387,-161.933740835932,-150.871080978731,-165.071515100049,-155.642289349069
Competitive Suppression,-227.165436115207,-205.615742132891,-297.043110267469,-209.632323098149,-198.022101890677,-189.309470575151,-243.701767282352,-222.235074283719,-280.915076481402,-195.017112583219,-337.258239081649,-216.016508714323,-192.074973003125,-184.711922728272,-275.826193250998,-205.862429404776
Direct Suppression,-206.451765775446,-200.662230295495,-247.065550870602,-201.422696133233,-266.768342466232,-239.381245322196,-199.794898350916,-192.394788297385,-301.420107664421,-239.70588738615,-245.964742828882,-194.946454734771,-239.081740249862,-205.808289485778,-396.696373498342,-195.322942908761
Generalized Competitive Suppression,-219.706914814259,-213.001193809437,-205.685123086575,-176.466440618803,-183.009774068995,-180.148298139432,-239.030257905035,-231.808267809281,-197.600509825265,-167.628829459754,-211.538108367706,-180.947202200982,-198.862605298198,-188.373509722145,-230.324740514406,-212.559240099936
Generalized Direct Suppression,-183.275912050558,-167.035266066674,-170.107206699489,-122.278183179837,-182.675154238193,-177.724537952188,-202.494006937756,-185.98995099489,-196.008772562906,-161.803541462477,-177.774064271447,-108.840741501407,-170.428741353095,-158.38627489749,-235.847063250803,-167.454162492718
