originator,OML.ols,OML.sp,GML.ols,GML.sp,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.ols,ROE Direct Suppression.sp
ROE Direct Suppression,-150.507184614854,-148.751449472179,-196.254847108635,-155.687583484868,-208.51406123213,-199.798602049747,-170.757219059447,-165.651820168987,-265.175492908081,-202.028910085075,-228.926381030783,-166.012745425621,-165.00234047974,-154.165143618031,-286.056935518736,-151.592405945498
OML,-159.962339772653,-154.416640755242,-223.377147197649,-157.89713720831,-225.893461761676,-212.054569140919,-162.782953331956,-158.232663845981,-278.994816790235,-211.988724599438,-230.839746289754,-159.928282602223,-177.091019679452,-157.953752197252,-278.716952883638,-151.993155055953
GML,-169.45320881863,-162.15204866831,-262.758071370257,-105.900107781256,-197.908855139969,-185.736304888685,-194.852643925885,-186.006989504365,-196.999934591233,-170.022667443168,-242.78719689777,-113.238844918987,-171.916675465844,-155.274274091204,-183.172731584604,-162.228397330552
Competitive Suppression,-209.85140244842,-201.225745894414,-230.745983020248,-194.173687487642,-162.059639634918,-155.668882497252,-235.214500660882,-223.560271064802,-186.117191163325,-158.903885460117,-249.616056402709,-203.814865370296,-172.492549206364,-158.892548608956,-280.703396769465,-201.54407480294
Direct Suppression,-187.565862959882,-184.250499788,-248.392227174816,-192.134990278346,-238.6062766498,-229.58081621787,-170.309753443931,-167.308265144234,-278.664779561193,-231.469762506456,-255.984135288131,-177.955237274034,-194.100315155715,-186.895114832287,-441.934242521165,-174.785527096511
Generalized Competitive Suppression,-212.091361257488,-204.230114257223,-279.549351671231,-185.113295739217,-204.22401675544,-183.970075332235,-233.650662912901,-226.842200929783,-201.870750381692,-169.429102981611,-244.625687434534,-193.3213456303,-209.375785815098,-184.828929148802,-237.005788695246,-205.772965631976
Generalized Direct Suppression,-174.946157536289,-167.004191553476,-175.565314326204,-117.898170067263,-202.640992616634,-188.469307270944,-195.224388996182,-183.93250605764,-225.151429179112,-176.927585052584,-142.311792348244,-109.96415099595,-185.819997008942,-165.734592252637,-194.813447339404,-167.587514448283
ROE Competitive Suppression,-197.615393850761,-166.954874351558,-234.935988121369,-159.556593479777,-168.416337616044,-160.355176604567,-213.766594926185,-192.033102694918,-199.08973054018,-164.779974887924,-228.671705193447,-173.494440073627,-287.352205617839,-158.673926062243,-978.647389456924,-166.953835148465
ROE Direct Suppression,-171.631454338603,-168.077485948598,-215.365234831067,-168.352472769093,-207.81480130338,-200.121024915749,-197.3907685259,-188.206445936203,-240.726847977988,-198.414268826924,-231.41680884332,-181.498692299731,-183.284384242394,-171.066809673167,-208.199204317489,-168.777303014509
OML,-170.076178386951,-163.320299813063,-202.296100645307,-163.371974107474,-207.704529192029,-196.582911881828,-183.479585046808,-178.893782891681,-238.117405889268,-200.122913624302,-215.077133077842,-169.233259612541,-176.83998953512,-163.667703113017,-169.790218439432,-163.727277061404
GML,-162.625890268571,-158.430492228899,-109.99738805177,-91.7505830974378,-175.878108346012,-172.027988371872,-192.720517145811,-187.43692371904,-179.513204293602,-153.309025192198,-141.011124375361,-108.2601318573,-156.657518114101,-151.223046761141,-162.709798807824,-158.489503258374
Competitive Suppression,-220.715320694597,-215.725268051043,-236.573263080429,-210.340012999384,-185.568332824807,-178.301153301656,-234.841724655097,-230.258920485629,-233.154323951338,-187.064163791893,-245.474041992096,-215.819262204439,-209.577086180705,-183.647352597627,-235.007624346519,-215.286225373247
Direct Suppression,-188.554486141212,-182.199032828623,-279.835565846217,-196.270038932804,-241.105543425601,-228.122826928663,-179.557167233516,-175.006545611237,-308.444379750811,-228.838986423742,-238.71015489679,-188.562372462787,-208.675765017334,-192.713776010381,-243.795547768518,-179.96704998337
Generalized Competitive Suppression,-219.41215175306,-214.874394418548,-252.028045722834,-199.230771173063,-185.425630063865,-177.373931293591,-240.092332084458,-235.639815415894,-201.627473646669,-158.553159887551,-256.753533719956,-205.158986813746,-193.582960938407,-179.688397797451,-228.89677581271,-215.03290737351
Generalized Direct Suppression,-179.250051572614,-173.464575528835,-150.75040350993,-123.77206045859,-189.931986717444,-186.185274365042,-190.593964403841,-186.047858950553,-192.620517696942,-172.969935538877,-120.083821398429,-103.092792530452,-180.781127556856,-172.865445434975,-252.534521361869,-173.212203421577
ROE Competitive Suppression,-158.630028310996,-155.571956583362,-189.224794679017,-159.754758203921,-181.420864087247,-176.805906748285,-188.586040780845,-181.084427420539,-206.560272794172,-181.121621235079,-212.190117421616,-172.970051301006,-149.19585602443,-138.402435902866,-179.654765626299,-157.29471037821
ROE Direct Suppression,-173.109090258023,-160.866459788746,-193.744075499297,-163.359279239472,-205.357831775741,-194.806224412255,-202.377050491359,-181.196949848166,-237.255115090532,-196.167126439811,-211.268295756645,-177.191600619754,-210.265028051636,-161.668419355184,-174.686076301937,-161.184976057863
OML,-171.297771051833,-153.993262542173,-191.119315646436,-155.731748002678,-203.999479254798,-192.107746653907,-186.404308768327,-171.16982247724,-237.901824131873,-192.039602785147,-223.056880575972,-166.362782706314,-180.049277846107,-153.080824558079,-167.855891621249,-154.790531987216
GML,-180.504891446714,-166.85983662735,-132.314437387372,-105.682466886244,-192.682257780002,-170.221406497978,-201.006072301757,-195.152562464148,-173.936893675589,-137.591400957308,-159.524917844754,-124.334734334141,-186.323451786999,-157.250854463747,-180.28257004653,-166.837896155705
Competitive Suppression,-218.868522644533,-208.00569897471,-250.853949816967,-196.988256130488,-175.996692206886,-169.599109371675,-232.382737226986,-223.75199145789,-226.137837188107,-172.408279635228,-252.494218557526,-201.480303511895,-199.415910460044,-175.532948239443,-259.166957325567,-207.277196965916
Direct Suppression,-193.277668960271,-191.324968575392,-264.594345891597,-200.528461120824,-235.138263964332,-230.886330321488,-187.276622405926,-184.249700560142,-308.584567365778,-236.304514953876,-240.566951195745,-189.404232448804,-201.049083945019,-197.260330976239,-233.071085682512,-184.786967445514
Generalized Competitive Suppression,-204.946902573305,-202.062883747821,-211.425492009331,-174.862337720557,-198.379181220466,-184.324229351649,-226.093277061613,-221.213253157127,-206.913061709392,-173.067241385082,-212.105704093001,-182.369790818298,-204.537055414423,-183.914170065613,-264.101146528805,-202.827682641883
Generalized Direct Suppression,-174.406512823853,-165.331359238078,-145.089382137888,-110.219861060007,-196.267487292648,-188.217675696086,-194.118719022142,-185.079288995319,-238.895188020552,-176.926052323493,-109.489829629413,-87.399007612119,-175.601448060161,-163.422363702784,-279.258368147025,-165.460451264541
ROE Competitive Suppression,-154.402790245972,-151.94900330092,-201.122279833252,-161.443131744068,-170.668600869971,-167.49804417691,-179.732694985341,-175.068862987081,-213.429870461984,-173.898385768303,-208.888105130192,-171.744279158981,-150.115894495709,-143.467285936813,-160.180948887211,-153.249595400338
ROE Direct Suppression,-166.333172212756,-160.717032536987,-196.11411121979,-165.453205909777,-217.267586527425,-205.78193508395,-183.307332321686,-174.142800594049,-250.421341895317,-202.931325894576,-213.036808908707,-172.617034581739,-203.029963062776,-166.225532701584,-293.73907387617,-162.869779259326
OML,-168.02336616589,-157.860802516674,-229.500960792348,-160.95090184269,-237.672140176536,-206.758260107308,-188.287219595497,-175.432089061688,-341.400427411811,-206.59105830862,-209.884657681971,-170.495487148079,-184.648413862196,-161.752706825069,-221.299260507189,-158.896443165496
GML,-164.140809403317,-158.298338920801,-96.6520515656846,-79.1979178873828,-193.373244611594,-179.950275940236,-194.704035325893,-183.332129209802,-199.572874821391,-149.444232655398,-131.557721800518,-91.4555490608435,-170.22063368268,-151.98425801308,-224.941117436657,-158.784734733031
Competitive Suppression,-226.848548419505,-205.26587031925,-249.600644112863,-189.336099773213,-170.228427256641,-165.250265060671,-262.693293126771,-224.352432972782,-242.602334586192,-168.704224673701,-276.018125829735,-196.285722570584,-177.860350634067,-166.837280347258,-266.89143851301,-204.978463556736
Direct Suppression,-204.670197861763,-194.381176540934,-254.751810129974,-196.031551838767,-255.056598877684,-234.606546157671,-190.549957890815,-183.718284303578,-302.586529641404,-233.160944818991,-254.232016181339,-188.571672267258,-208.847012824417,-196.4847044541,-440.758135327372,-186.176292604218
Generalized Competitive Suppression,-217.030221154828,-214.348489448116,-219.73262037491,-184.242802503346,-182.841265106466,-176.73731063337,-236.386214777794,-232.993420746438,-209.977247484988,-161.486358375266,-224.402169044751,-191.076818409909,-227.225154913724,-183.298557029398,-227.705207740254,-214.333821485962
Generalized Direct Suppression,-183.468156709297,-177.468540196405,-145.742334680124,-124.073514441525,-195.899151923069,-190.577475526979,-200.21379478675,-193.976991072633,-207.431720583689,-171.641323430226,-124.772971661003,-113.077301932433,-181.359181880002,-172.640921711442,-239.954561497849,-177.576530810945
ROE Competitive Suppression,-161.527696720968,-157.016611864347,-246.966569480767,-155.988890108963,-175.900328604769,-166.056611174496,-194.324945042085,-188.457697706642,-211.406048475822,-171.608584200435,-291.093162763872,-175.528577965009,-160.397092315283,-142.47259353386,-232.804727073289,-157.015323634364
ROE Direct Suppression,-217.439501403425,-165.051130452143,-233.248057333044,-166.184126026745,-197.28884962717,-190.274794747182,-239.337007711023,-190.272361053992,-241.477785992475,-195.169276348186,-244.315488863289,-184.591732701599,-235.602946837161,-165.832145842568,-669.738052555169,-165.024507919189
OML,-168.246003521622,-156.954348316877,-248.585288293752,-165.083756506168,-200.412102693162,-195.201186603391,-192.408843375999,-175.120701111389,-287.689745176771,-198.327234176958,-238.82370167258,-174.761940621126,-172.352801976286,-157.489639580885,-228.076460111569,-158.513152272703
GML,-164.609941455153,-157.196584779175,-141.946104944351,-90.0977792474124,-185.418221698856,-180.924276244446,-194.138259542471,-185.006181650883,-182.728454525632,-159.289865244464,-158.462724749993,-92.6377279760852,-159.694896421571,-150.334681956404,-164.945633933574,-158.337215099844
Competitive Suppression,-206.547814224067,-202.469016578533,-283.659187512701,-204.13818420699,-183.228970473332,-172.64123374109,-226.416788252634,-225.185356353809,-296.357451574175,-176.509438351216,-256.525440253016,-212.942644135329,-183.085971274722,-170.542427224538,-210.520192303073,-201.74428585144
Direct Suppression,-190.792072639897,-187.076350905419,-241.078567173904,-198.495477019576,-241.763843577723,-235.610681535811,-182.4594391302,-177.843407475951,-273.842851473779,-238.677516970965,-252.585844935891,-185.508258179138,-201.532108892898,-191.555780088737,-285.470110783404,-183.858945409465
Generalized Competitive Suppression,-217.229099241013,-207.032248979395,-201.809462517625,-179.962821331497,-213.547410209594,-185.432435733758,-231.83632547086,-223.202661345694,-194.588213947437,-169.285447514782,-205.766778175218,-184.34682912936,-218.241852870098,-184.9628270214,-301.372822592324,-208.695328802329
Generalized Direct Suppression,-174.792887814835,-161.993667441866,-146.052988377915,-115.060131788804,-203.014183007394,-191.548823790695,-192.137392327893,-178.795206855175,-449.764755730325,-180.191189653137,-107.640179014449,-98.4392850629475,-177.639593011828,-161.776729690786,-269.675417473471,-162.461784391253
ROE Competitive Suppression,-172.210710284589,-166.660994100945,-194.273934856534,-166.905679844161,-191.111662538807,-183.038755764307,-212.187708916823,-191.333456697432,-213.153057567071,-185.795360538526,-225.053346252495,-178.112916495019,-203.708116403205,-170.952975188991,-338.933920777099,-168.761611274758
ROE Direct Suppression,-157.844054203293,-152.270239881446,-386.39850332308,-154.391383012701,-196.010590437051,-184.492447478072,-180.99763366067,-174.855737564733,-318.326407146799,-189.483904194157,-315.635194954122,-172.677012707719,-172.394286084133,-152.785481225794,-284.108405465876,-152.687844430144
OML,-174.623487318794,-151.833394220397,-245.417069431156,-149.158416847812,-217.30116683417,-199.152639597362,-199.933636351274,-170.70465805389,-256.214832641806,-198.160149432329,-893.379260031086,-162.688606507718,-183.112430022456,-153.102452349925,-485.285584386895,-150.860308960534
GML,-172.476132488189,-169.063546995638,-118.342825722459,-106.872774502008,-200.886602698283,-191.261538145191,-196.454034774876,-192.718902339052,-209.630510137337,-166.988787275506,-131.57883402225,-118.17578342956,-174.250053408961,-165.747048054089,-251.959346340688,-169.705448808071
Competitive Suppression,-207.079701397999,-202.384668056467,-241.501416322378,-180.366577702678,-155.300126548508,-152.219363885178,-231.941623666031,-224.140223546362,-197.358560058224,-151.061282708721,-260.110470203252,-186.784882412228,-166.322890649597,-160.402576593961,-249.879306001363,-201.821258584669
Direct Suppression,-206.151677884151,-195.584790863903,-256.229061598556,-198.828660033046,-252.447868829232,-230.952130845401,-202.895581271888,-191.54941455725,-295.320332787595,-231.997983456421,-257.666391658704,-196.107622572699,-228.950514217044,-199.424109609224,-276.227710215184,-191.306849066743
Generalized Competitive Suppression,-216.374426576605,-208.455112944823,-201.94292186848,-180.034625885302,-174.25395178958,-169.649917037648,-236.314155486023,-228.919600439941,-181.902280786917,-152.952834729268,-215.252656827487,-187.271438099255,-186.447004875739,-170.744121728646,-235.089483683167,-208.476629341433
Generalized Direct Suppression,-174.697385977132,-169.557093698809,-133.137121489429,-108.644237430328,-195.799998748974,-188.434414497551,-191.43098679728,-189.031204893391,-229.728477063058,-173.701402273239,-136.820027801462,-98.5320541283599,-176.164202277673,-166.301700682062,-174.78323430262,-169.695779272992
ROE Competitive Suppression,-164.796792504445,-160.593781903639,-205.850026644451,-161.037341141487,-167.990059215258,-164.449778224089,-189.966013755012,-184.465371263901,-280.630558310448,-172.658340431561,-209.834409244922,-175.451592857321,-157.530570471751,-144.247078697836,-171.072151968958,-162.357833702231
ROE Direct Suppression,-158.870232103759,-152.840805759411,-251.051664896394,-155.304979170203,-215.617843240158,-205.645665150527,-177.3101724527,-166.31068751121,-245.538764278842,-206.942094482835,-201.847813244423,-161.875092991368,-168.23629904378,-154.801077630763,-220.612517856916,-151.916464554614
OML,-159.294630162181,-153.168384833339,-228.030397822291,-150.410806962169,-231.032570262035,-210.866511351983,-174.489394694562,-167.547692397995,-256.62179473038,-210.379087469501,-205.205284394891,-161.503652780635,-165.689814684513,-156.98984367894,-242.251315534989,-152.816129312288
GML,-166.971451245998,-164.890008283521,-140.118882310218,-120.301675775005,-185.272135114475,-181.768077418299,-196.306792198899,-189.963240942087,-196.341939427339,-166.243873033089,-159.014313783237,-128.507939757433,-164.13889789239,-155.735318752889,-204.927596310882,-165.497421247839
Competitive Suppression,-217.491224455894,-202.319668860288,-248.812400764143,-193.63570148228,-183.00896383329,-177.642502681551,-241.509936213187,-222.519344409866,-210.726005867411,-175.166104076079,-261.84921479576,-198.278129396447,-204.114735430679,-179.122906816903,-232.073663980552,-202.791689147821
Direct Suppression,-209.082364319808,-194.94495091574,-229.687505515111,-192.790636274397,-251.075739737304,-231.835442688297,-184.697311431541,-178.148359670945,-285.38085401583,-228.79869769436,-213.883887744269,-180.549789414276,-213.946491579077,-194.914782456361,-314.612151459685,-182.697173039508
Generalized Competitive Suppression,-218.633382739948,-215.894998071346,-237.449339053931,-187.41313423573,-195.033667038259,-184.131768399722,-237.257655602553,-233.516605601771,-215.051179915157,-168.227656268481,-239.921659279169,-192.879830002606,-210.646342176018,-187.170231558205,-282.203071192096,-215.13140772466
Generalized Direct Suppression,-169.078510679865,-166.000308651841,-147.498359226241,-120.239615495569,-187.402982568929,-184.361233137101,-186.359080428219,-183.895978641274,-217.540234133701,-171.142172544742,-130.482363786487,-113.928560933609,-165.187209113605,-160.935284617656,-188.146894445315,-165.629986895437
ROE Competitive Suppression,-164.867282814043,-158.846712988111,-220.844666146624,-154.367567944313,-175.252956504607,-169.85664693059,-192.219109435935,-186.996018363908,-251.512927875694,-174.361053649905,-212.721144045308,-170.571744774221,-148.217707158708,-140.571974510203,-199.436126225206,-159.336826682487
ROE Direct Suppression,-175.316013797401,-169.978693246714,-210.061231509151,-174.222364602399,-210.748734817466,-204.458595140428,-189.343069054241,-185.642396374908,-237.318096427986,-205.582457850518,-216.320702524143,-183.192475593431,-176.413098257721,-171.242287971229,-453.286466570124,-168.573464150564
OML,-177.671111912898,-158.871026627892,-224.355230023723,-160.938229157876,-218.58711854121,-197.189182922966,-180.655852176361,-175.751889189188,-249.841440835123,-197.455922042466,-225.690693040193,-173.27659286833,-188.073199376074,-158.683547346291,-298.969273982085,-158.832890772599
GML,-194.524276511513,-171.017221151748,-182.354160940375,-136.649409716735,-211.598714098677,-194.724151179957,-216.954337010113,-197.343483964899,-228.946909946342,-180.409249479041,-314.932037084163,-142.944736582391,-202.342201760768,-176.925035097059,-597.159628405787,-171.026450799808
Competitive Suppression,-205.291666369718,-196.585766653045,-258.179838614238,-190.511510065118,-163.609100475311,-152.403709778107,-228.38733579427,-220.131249540058,-297.278396845292,-157.1420720809,-266.817877460663,-199.706734486163,-182.518082335927,-153.049088160048,-261.537221863987,-194.881843986216
Direct Suppression,-200.414421089459,-196.946501048465,-238.453215281924,-203.035872946333,-261.557487534554,-237.906571761908,-185.116672631265,-183.158123573794,-281.7848397819,-237.564451502394,-233.474705453577,-196.398507827096,-199.339868383071,-195.935587206014,-333.048707012183,-211.971064572667
Generalized Competitive Suppression,-214.229074013078,-212.522081483629,-217.913150602802,-187.149196123775,-175.802872647953,-171.531082435005,-236.411192841078,-233.617242974808,-216.019535580372,-169.019881186163,-230.271732844973,-192.672197403376,-183.163209774393,-176.073703172339,-227.130431510786,-212.703283006424
Generalized Direct Suppression,-168.853436087008,-162.114873695007,-152.535964379042,-115.986767544018,-184.916406996849,-181.912984996963,-182.320909043889,-179.083895596049,-376.837236452914,-169.934359349123,-116.506070836857,-96.0560760583579,-171.282557733553,-158.456710672274,-231.55338244924,-162.339234413422
ROE Competitive Suppression,-188.147260159287,-167.67376454687,-240.984845389138,-164.889223172142,-178.051018186483,-168.607275223507,-217.118405625393,-192.835083681629,-241.087428812075,-178.049893096826,-254.773248078877,-179.019156184628,-168.043564978418,-151.899166616267,-260.423927767869,-167.695399433718
ROE Direct Suppression,-162.117668891795,-158.38213500733,-226.961380951569,-162.808320667788,-198.581588362195,-192.755824291324,-187.510768202242,-182.445418310256,-272.445715374627,-195.265508282699,-259.653164713199,-181.587820581964,-175.26778653932,-165.446483650795,-302.625719256982,-159.605253857245
OML,-165.917704377348,-160.28321572572,-222.567962574568,-167.64129992655,-211.783008452201,-204.217844521344,-180.888246794084,-176.026542730084,-269.746564234878,-203.552842766029,-233.336049245205,-179.662820243861,-179.972548907228,-165.809393784604,-287.371378691871,-159.832413581511
GML,-172.368161530114,-167.549913543821,-222.308219702673,-106.255825516509,-182.04603697518,-174.478616148541,-203.686892891574,-195.081279202337,-196.553189522366,-151.76072679213,-300.948688325767,-120.954257989004,-168.557805197517,-158.262066230187,-259.512998807715,-168.395456768087
Competitive Suppression,-216.406949691017,-204.902335151883,-245.374375092663,-194.222359035216,-180.817851648765,-174.075380996869,-233.632431765622,-220.566004603435,-240.166770087663,-176.563061812427,-241.439082543552,-199.4432183199,-209.098452349054,-180.985434029351,-221.046949679656,-205.257482828199
Direct Suppression,-198.416053086708,-186.927804414283,-238.404781717406,-184.009892715711,-242.124644813205,-231.408155238993,-185.371501420657,-171.592277965999,-275.29176049685,-225.117991219702,-245.073819208329,-174.125159948289,-199.506734557535,-187.097694344597,-388.268472051736,-174.9853501783
Generalized Competitive Suppression,-224.303127250995,-213.904573753982,-225.400307082685,-189.543045317031,-207.619864459426,-186.880095095412,-243.112334861888,-234.101727096938,-351.937433190155,-175.768177439717,-233.749896900412,-200.47683466738,-218.903070725299,-189.629722672382,-271.010065818535,-213.926263704398
Generalized Direct Suppression,-180.828401917108,-175.88884584415,-160.878313744053,-139.933174675553,-202.665669296875,-198.457187315024,-195.034920983923,-189.14575045138,-223.900234302844,-189.573646138216,-135.818694037159,-121.109419377221,-181.94870870501,-174.513033062532,-190.449036175199,-176.924703704304
ROE Competitive Suppression,-164.303241048367,-157.496586170688,-223.386489668045,-155.911320538627,-165.046055694735,-159.588092851632,-195.460852874878,-185.559975547289,-202.125100265216,-164.586649912522,-238.034446761971,-171.557204145483,-148.258194030956,-138.757259981623,-401.045791729033,-157.957546381976
ROE Direct Suppression,-176.993521882137,-165.851228128188,-241.024687572224,-169.429683341034,-222.623286457926,-207.711140601207,-183.950627168711,-176.033985292723,-252.302158833585,-209.648342616978,-189.066142604908,-170.994129346929,-187.059508852877,-171.74578432365,-181.554684783168,-167.340832094946
OML,-172.229877334024,-166.728564739475,-209.313296076376,-169.451975570826,-228.203404153721,-214.514167895254,-179.709339855811,-173.416560243458,-269.566436703172,-214.199868433999,-217.749040080974,-175.900336102407,-179.462451231861,-169.166854761557,-268.409851685605,-166.938516864648
GML,-177.389089544345,-172.983687341586,-165.305113682931,-123.990933231356,-200.585367707518,-180.859289693923,-200.716942231629,-196.510017631156,-314.075665247345,-163.304006204461,-157.500575960282,-126.421920446626,-188.079083010426,-167.317150833812,-191.881069140214,-173.00696106632
Competitive Suppression,-193.936964278438,-191.827762410505,-261.896957458524,-195.820332269993,-165.438062226485,-163.066882073271,-216.695878705674,-215.141390629587,-264.023371439556,-175.147796635448,-241.781942550005,-205.016666088429,-200.192301617721,-174.431516562857,-431.090504508367,-192.602554441454
Direct Suppression,-207.608625941821,-193.749511463926,-280.19280056654,-200.797409575801,-274.273272309843,-238.471655920532,-196.286535153707,-185.573674014385,-366.871809584067,-237.217813196787,-264.890680020947,-193.941982592325,-248.553424085964,-201.325442465609,-275.600711972026,-191.263821853164
Generalized Competitive Suppression,-211.231347211648,-206.653180796848,-243.691783153374,-170.782752364707,-194.928239210796,-183.635171553366,-228.166194741863,-224.959332869264,-274.700577968573,-166.601659363676,-237.250018678018,-174.368025857621,-198.307636109788,-185.218778794973,-211.70287667799,-206.926133447281
Generalized Direct Suppression,-177.898979494042,-171.179331395818,-131.692281237081,-119.373844828844,-188.373725671114,-181.358576099902,-203.697639966187,-191.959896245967,-222.010181724809,-163.991739941181,-125.304226477959,-108.54817164072,-178.058661128258,-165.856712868297,-202.543292673789,-171.259028801943
ROE Competitive Suppression,-178.890441982005,-170.151107394328,-240.555489127219,-171.500635914458,-181.844062787788,-178.91930592601,-213.059584520255,-193.070251123226,-269.785107179514,-182.892575948559,-290.270764671644,-183.147209802899,-165.235858198495,-159.530097209821,-268.754378632663,-171.930122114957
ROE Direct Suppression,-170.910594572072,-163.820632472811,-315.856734726444,-166.918091389874,-211.750956878451,-200.629485152337,-180.070270664687,-176.506261117755,-286.511435891244,-203.011744707643,-232.091035197688,-173.71490755552,-175.37005770323,-163.718831248725,-283.148996121356,-163.759310883133
OML,-158.164270940504,-146.492881237948,-208.40471733398,-147.735034747294,-222.200980893215,-206.133643820425,-173.036439526865,-156.953363755623,-268.248289122389,-206.550146601738,-207.074938302822,-152.752781456622,-183.686870528387,-146.978503493145,-496.071034671225,-145.20293185494
GML,-166.081734443617,-157.074273348023,-122.584691676494,-94.311907857022,-185.192913120706,-178.348061743657,-193.744486471559,-183.06058339934,-192.128598408144,-165.209884846022,-141.654683315809,-112.723169415784,-160.480528956167,-150.868735458856,-206.268032745833,-157.656526583299
Competitive Suppression,-211.555177438212,-205.920312674355,-251.532182745055,-203.130170420037,-173.511388989757,-169.789634065694,-232.924927758135,-228.310561214295,-209.080303761519,-180.716514628021,-262.650636339064,-211.484973939591,-193.80257595877,-177.435398609762,-254.294988787672,-206.471610356106
Direct Suppression,-189.009818338824,-187.454984551413,-264.69708535908,-195.359552913001,-235.656887869041,-229.897999180588,-186.089721263093,-181.540331165,-272.716560957123,-231.570734041204,-244.001868109785,-188.600148715314,-191.982300008754,-189.544331768657,-542.981768162203,-185.426087985474
Generalized Competitive Suppression,-234.774198656699,-223.34168914522,-204.616293050893,-187.775503302985,-194.754754630474,-186.104667448486,-255.538937877468,-238.585169742891,-159.713279646222,-155.63806464432,-218.176062910466,-191.78173998014,-202.540509069551,-192.203718807107,-240.771299442663,-223.323106980988
Generalized Direct Suppression,-178.535370915794,-166.717220727512,-176.565232359856,-128.008358474165,-191.992003315608,-186.4470953587,-200.389577471617,-184.37461076213,-215.362983288312,-169.668263638637,-150.486636771921,-128.489602289879,-170.256142086838,-163.601963532827,-176.538057654737,-166.305057639041
ROE Competitive Suppression,-171.864487173229,-167.735658834702,-218.333946933028,-165.868656111702,-179.453938708957,-172.598847199115,-207.349395229331,-192.536766866363,-270.789190906233,-172.326588024616,-236.073866671847,-180.352410865915,-152.973513044142,-146.900909741442,-384.22317991751,-168.917055577861
ROE Direct Suppression,-170.912373295892,-165.097230651573,-207.71087680176,-169.452405544629,-217.615456946875,-202.678628523966,-178.473751714702,-174.639406963913,-245.955425788153,-201.532056236073,-212.030803764894,-175.923307952546,-173.396533897952,-165.043193232167,-226.389744044789,-167.415056184889
