originator,OML.ols,OML.sp,GML.ols,GML.sp,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.ols,ROE Direct Suppression.sp
OML,-163.055991144759,-158.678780602963,-302.723542099007,-163.762053932605,-224.238441265932,-205.341804146637,-186.405797883677,-177.965187564506,-314.778528796862,-205.366443288262,-313.234580467394,-175.416063085469,-182.106435794949,-161.247468422952,-220.52860599671,-159.946519963418
GML,-163.300276374761,-159.582144215848,-117.559492578394,-102.475305077597,-186.916967167328,-180.276826050074,-190.367740416719,-186.18627775699,-212.53772374122,-167.627391337592,-126.260099901694,-108.426790898846,-154.152341867147,-148.056925915914,-256.492666636756,-160.296256051028
Competitive Suppression,-214.039256293827,-201.124716524532,-242.845174725921,-191.792292484764,-179.445583526296,-165.658323223457,-229.024944597903,-219.464259059943,-287.67072722524,-164.7567733287,-240.434500217742,-198.112983803932,-189.720937719879,-168.634134063842,-227.904264486727,-201.232544622549
Direct Suppression,-205.399987648787,-190.373550572403,-267.475872385588,-194.510911245321,-258.748900968404,-231.735437457652,-179.3861245948,-170.314925392079,-285.162627212885,-229.210151176288,-248.026070490544,-178.763525247758,-215.817452777696,-193.805153010057,-246.441345352597,-180.65816539336
Generalized Competitive Suppression,-213.772698134274,-211.438840570498,-209.984415051555,-184.608842545589,-178.430405041802,-174.402432084804,-235.070590215776,-232.05667858904,-220.591425667467,-155.885710681139,-214.644960959474,-190.759236900879,-187.506318136337,-178.230960347209,-239.953606527403,-213.186622368897
Generalized Direct Suppression,-174.171039050733,-168.624804716853,-241.580977172755,-113.440955153805,-189.116841179688,-186.193062663137,-189.653693847675,-184.809050779876,-222.649965525108,-172.290823027131,-116.051127241331,-95.6512661409467,-172.695075722567,-166.161463523288,-175.393518649405,-168.698282057885
ROE Competitive Suppression,-191.790535398236,-171.82506847015,-260.22847784987,-166.434640577142,-184.330911774359,-174.753388466418,-216.972898758273,-195.338623457108,-223.955026065454,-179.481491183701,-270.657215509821,-179.435637995767,-183.924744581207,-158.331422460936,-305.944485177227,-171.809632855844
ROE Direct Suppression,-166.609833007385,-163.347319166081,-246.033412302209,-165.855602735169,-199.182131509717,-196.180015122644,-186.240109801578,-181.112863458905,-226.5508157087,-197.194799292219,-200.519453505227,-176.308729840158,-172.510859891826,-165.151306454852,-200.907013326813,-162.744297214436
OML,-152.215890411072,-143.270875092055,-222.632482529356,-144.179771133275,-206.60594063583,-201.89897756919,-180.29287841453,-166.97096151047,-238.34454829325,-204.130084391014,-221.654013853468,-162.950573573474,-151.867680455149,-143.89243173977,-187.072271554911,-143.309048251746
GML,-170.476733279798,-161.199499738774,-130.660513323435,-94.2760007980176,-188.394286181812,-173.820063601808,-203.16394144602,-189.299545100731,-165.896791103164,-145.707962248758,-167.332996201142,-122.573096962014,-165.809888047998,-147.322074353842,-268.053946084119,-161.404267347192
Competitive Suppression,-208.853842700328,-193.925554380462,-228.950479395184,-180.282374565868,-165.791305949568,-150.593083616681,-227.112103131937,-211.440010164769,-255.076979131884,-153.980904615374,-236.919721632805,-185.766870900686,-194.830826141271,-158.640580186156,-308.533560883352,-193.814565783897
Direct Suppression,-206.151526391661,-199.177854199532,-303.463144981256,-207.757369130801,-230.562941676951,-228.543058477843,-202.122657126931,-192.916190745248,-321.515621279651,-234.883425304227,-268.0341086377,-197.225994786282,-205.855224979228,-197.590220366252,-310.410936358425,-194.361578372828
Generalized Competitive Suppression,-226.91182640734,-214.853099351935,-213.600495256663,-181.603439054544,-182.739066451831,-179.052164869947,-248.242395373862,-233.629294014658,-234.133371068786,-162.613519295648,-221.275729457374,-188.754941646998,-234.613169055209,-197.087437740139,-274.821076193016,-215.615730308269
Generalized Direct Suppression,-172.910655926096,-162.16646608925,-154.765236351736,-102.437843377736,-189.304923960395,-184.542105564605,-187.126318889798,-182.701423646897,-252.219365727795,-164.701859097969,-101.20615026423,-83.946234672243,-170.516444224631,-160.101223157315,-193.648611798882,-162.740207721105
ROE Competitive Suppression,-160.577442089314,-157.241086000333,-182.880711815261,-154.615250206022,-178.285024321486,-163.194431390772,-186.365010817527,-180.787429398173,-205.601179076332,-162.667205819067,-217.584387083371,-164.711575253784,-167.459649824249,-137.207759342416,-225.340945379792,-157.883040659861
ROE Direct Suppression,-174.127270351451,-170.221113791221,-240.158936655546,-171.275205163309,-204.931316997953,-195.186341407737,-192.690040018847,-187.017245040187,-237.87986454181,-193.567759287767,-261.011512696364,-183.679137096495,-201.682639651792,-178.45740645277,-210.515155471819,-171.052814898212
OML,-159.663823062139,-154.645779579938,-212.998909812893,-155.452628885899,-235.200773923652,-204.265575016928,-171.214077309078,-165.739271866044,-287.267295525853,-205.653382739804,-200.267482355502,-161.696113377056,-245.306212502618,-157.480052594377,-187.289679869732,-155.73401436751
GML,-173.61499236538,-170.069895330588,-187.22390495387,-111.81533778983,-188.926935840327,-181.41353729242,-201.25305040403,-194.260504083649,-287.653383508649,-164.417593842615,-223.662123404791,-124.88289343519,-267.018951914967,-187.238240450233,-246.347408722545,-169.63566373991
Competitive Suppression,-206.33982210954,-195.293402897694,-247.95255083843,-190.301187996199,-158.309162653843,-147.230144972538,-229.006098981681,-218.211620823491,-210.147493920105,-153.097732451444,-245.954712654683,-198.780653139272,-176.198699586263,-150.84153787165,-248.094611812571,-196.395528586465
Direct Suppression,-191.459209581186,-186.502537889064,-224.986857556021,-186.644077898024,-232.900765317934,-226.493576080073,-183.9428752464,-179.737719613187,-259.932578241347,-227.123066408474,-219.447614596362,-183.119185861194,-198.213904476778,-189.873634998315,-265.055052580561,-184.180029587482
Generalized Competitive Suppression,-207.801702317215,-198.351540007132,-169.806190110355,-150.667686065783,-168.713104316317,-159.759749226262,-229.429360900884,-219.888553988453,-153.453147474376,-125.917433285017,-185.471108151651,-161.546845226816,-177.690867238028,-160.237365542379,-210.489894699083,-198.47847077895
Generalized Direct Suppression,-194.109423776632,-187.045105953364,-166.688576333351,-132.882478623548,-199.604641719828,-193.940886993724,-205.593864732121,-200.166217228714,-189.514279997365,-168.362063489881,-200.377693443629,-125.352426389012,-188.920669761338,-183.099324096026,-219.398684736455,-186.421468942555
ROE Competitive Suppression,-178.81733175198,-164.917663793646,-215.384253530384,-163.561965517887,-181.592454491314,-173.333550110037,-203.575436170104,-188.150025238765,-228.076904198074,-177.391833201554,-224.27884247929,-177.317875059519,-156.587740616446,-143.340278467832,-214.933670564621,-165.165676688121
ROE Direct Suppression,-161.631362799212,-151.391178621246,-230.712136755804,-150.808804153675,-202.368813502192,-199.009814502018,-176.276911515704,-163.838142320796,-240.832212396076,-205.648409281183,-230.363306144622,-155.408573218243,-180.242454648917,-161.24558655232,-429.963068093495,-151.738067940291
OML,-168.3325518692,-162.575003005881,-202.245397376058,-167.851934617931,-222.791052757556,-212.071095712488,-181.098040112948,-177.883969266749,-250.395863197735,-211.379326218766,-214.968070276943,-180.967412155875,-187.765321654273,-169.13059109249,-200.364957233163,-162.929463325834
GML,-179.117775658161,-163.971030198717,-137.87861731725,-103.051788348893,-189.409013000015,-173.784218762959,-213.683526305983,-191.194160922083,-201.805661926714,-161.997557044214,-158.044052406472,-117.954288406326,-197.057615870116,-162.638727362731,-498.602411480636,-163.935238353771
Competitive Suppression,-207.790925112105,-201.52609521028,-249.432227994143,-193.351336249053,-180.904109011307,-170.629443527503,-231.535354360863,-224.726461765129,-222.547319578023,-175.330832427553,-253.728212417147,-201.836520667239,-219.897643339126,-175.494368416897,-283.361303535729,-201.515610290733
Direct Suppression,-190.998534964759,-178.43275343196,-237.956723710368,-180.059817188415,-226.829618805384,-210.89667548312,-189.869857585082,-175.435125237902,-280.300668377503,-214.434659723065,-253.13117846185,-176.537732630481,-209.606874793782,-178.68148636732,-359.396322890012,-175.222815728117
Generalized Competitive Suppression,-211.972211191343,-207.490394311457,-198.77666489616,-171.004536006172,-193.240946015907,-181.528050162634,-230.709012832621,-227.479071387501,-204.970959699291,-151.75781109077,-193.554908621485,-178.37824673112,-200.569286337987,-185.497801358592,-215.74049643626,-207.414294313424
Generalized Direct Suppression,-173.892016638437,-165.525792314412,-146.687669322442,-119.918884191698,-186.315821024535,-181.598369520042,-190.845134363206,-184.234282418474,-189.065838755465,-165.360371985219,-114.669377430952,-105.029076649235,-171.583720661978,-160.488346281835,-173.560269807323,-165.878782720154
ROE Competitive Suppression,-192.344668315358,-176.587749226971,-286.213421646125,-176.108924071218,-192.640552171766,-181.692258017546,-211.623033802586,-194.568307198063,-215.064086075461,-180.917901512053,-268.568661930196,-186.783412881696,-185.070043447254,-162.322758994368,-197.878342625883,-177.20663467958
ROE Direct Suppression,-165.471791880432,-162.458595496887,-194.538027659055,-169.047100175777,-220.288613346733,-215.822937872215,-180.819358198659,-177.506584802647,-243.009347755677,-215.588006186124,-196.496639973868,-173.75345448705,-178.222391862982,-168.621169772412,-234.747979446272,-161.987850941055
OML,-163.878078793431,-160.132563610791,-204.760865661018,-166.692716061338,-210.752574795603,-204.834959411271,-188.410622986859,-180.960152775635,-263.240074565487,-208.542232172443,-203.708248319851,-176.543105157115,-171.134372994583,-162.478941112368,-252.934886616608,-164.221081605754
GML,-170.695465209164,-163.291673747939,-214.257658948615,-122.932181667572,-188.219046705921,-182.035193167387,-188.137447335616,-185.809096425122,-226.555351088239,-175.515581046507,-170.524650335719,-125.478266293923,-173.635301827452,-160.445480490392,-172.337265487982,-163.97689279868
Competitive Suppression,-193.574947175575,-186.875840466528,-244.252056703282,-183.558269562004,-167.444570142223,-161.072554148591,-215.408404400178,-209.476929964807,-199.459543127861,-167.224931924176,-244.948173003821,-192.335011054111,-187.27261249891,-167.579743149926,-268.225504612481,-187.411734483075
Direct Suppression,-205.910604035338,-194.264171951035,-229.856964628255,-200.827605782884,-249.591087056689,-240.113393309804,-195.67288252542,-184.663196512265,-286.031691004629,-241.546143682912,-218.696040912819,-189.897258677731,-208.538146320829,-196.12321191796,-257.188319468167,-185.758144523695
Generalized Competitive Suppression,-213.915781661929,-211.952188382606,-205.73393096828,-174.505416827237,-184.155464619678,-177.122578724819,-239.154950316737,-235.004425755834,-151.934078103057,-137.693708284216,-269.522593798985,-188.231593032085,-196.353186813125,-184.353575846213,-230.815584795454,-211.972099909056
Generalized Direct Suppression,-193.149747049546,-176.693726048926,-158.852286639257,-130.399955380166,-188.295378517071,-183.153024105979,-201.319794146065,-192.240578166464,-192.841286439482,-169.893798637506,-132.267323218634,-119.777463279911,-182.577718977219,-168.916032282355,-193.71064151181,-176.731016165373
ROE Competitive Suppression,-183.088487300661,-167.383644046042,-249.440301829103,-165.523452001944,-190.701183933764,-182.109296912248,-201.713497024792,-190.372126563288,-231.747186018732,-185.065316343755,-265.133489159644,-179.997458260754,-171.470337442747,-154.179064808554,-264.865772251436,-166.466615729563
ROE Direct Suppression,-167.796731780828,-154.518490922484,-327.909986983945,-156.720259334278,-228.186255236837,-199.895012260546,-179.162426569739,-166.433713022877,-293.071045048208,-200.087694333051,-204.486363013386,-167.44154500152,-190.42428502808,-154.510246767058,-391.418552489875,-154.996931376411
OML,-159.677752224987,-155.177152262068,-295.401977677963,-158.094865684405,-212.44526020192,-195.911678340829,-175.625411553934,-172.049326529151,-236.428464097524,-193.110169414798,-1035.39067871751,-165.849449823158,-188.682084390793,-160.365296470664,-277.275278245637,-155.105853411591
GML,-162.44440036744,-155.963344333564,-209.148515903555,-121.659341902787,-176.595506553834,-169.737819149142,-194.180711578124,-185.60893685816,-214.672189588723,-164.838741360518,-191.76321831987,-135.474344277346,-157.104834606716,-147.047750007334,-214.965226583991,-156.15373785057
Competitive Suppression,-200.118368061898,-194.234959705634,-265.666039115836,-191.739580991794,-171.473447950314,-167.29665815808,-223.301404014123,-218.577911917277,-212.728949883501,-170.581857040308,-277.256624420218,-201.775141235752,-189.463432215632,-172.532669532013,-246.265782983451,-194.632991568345
Direct Suppression,-188.212175014077,-181.184901093713,-227.518889057402,-183.596272784275,-243.146653530764,-225.126918505443,-181.279218774036,-172.223941818593,-264.381657698897,-226.243045469357,-224.304902339851,-174.402102880811,-194.803976397349,-183.326960066785,-289.423569252666,-190.005535564752
Generalized Competitive Suppression,-226.520178226431,-222.287280110027,-649.308447498245,-205.394780264912,-207.964989317054,-192.66845442665,-246.174474345348,-240.099487623476,-192.316995340572,-175.449932343017,-690.248482202555,-209.354402346409,-223.002007614902,-202.098644082225,-233.992467656507,-222.095198312641
Generalized Direct Suppression,-174.09552353587,-167.250935133834,-159.200591946252,-119.590251068875,-204.884085885045,-193.851123965171,-189.937425340707,-182.889486639252,-198.66317961357,-180.352484478131,-218.910948646281,-112.310647136419,-173.620165165224,-165.951600201336,-300.798662244888,-167.77002713697
ROE Competitive Suppression,-197.642741023477,-169.624328330377,-227.431558796212,-162.009406852666,-187.951348167092,-172.670614172841,-211.010746378093,-192.094414619042,-216.230759261867,-175.434739443878,-223.737441112607,-170.984013170854,-181.757328715899,-161.625967258844,-240.678682822822,-169.608902939532
ROE Direct Suppression,-161.152050050344,-156.659904302173,-212.072707029231,-160.259011621219,-208.958559544821,-201.877139503198,-179.360231974563,-172.962567198133,-243.434464037689,-206.271243984468,-261.350272610317,-168.742357784483,-174.320983480953,-158.429679975651,-166.29858830441,-157.06061075571
OML,-155.330759460185,-151.457943035117,-504.059932489018,-154.979938237682,-199.641379513243,-191.605064668732,-176.112885582672,-165.562362328715,-253.515078483285,-191.068946039311,-254.407422101884,-161.536946862456,-163.701628991031,-153.887799007633,-509.140680965726,-151.916842299893
GML,-168.379228369396,-155.207826441778,-117.664274954976,-92.7886959357744,-180.622150224079,-170.635103635446,-191.222542435495,-184.416500645258,-206.219147604172,-152.280764510778,-182.792971436144,-112.075217298445,-172.864180536772,-146.641121662349,-247.679026248828,-155.43479926583
Competitive Suppression,-200.800480956628,-194.235729699579,-253.892028204625,-191.954874311171,-167.422791163937,-159.379374793768,-222.436765008958,-215.819684972084,-214.464356596852,-162.699919611826,-273.055192767938,-199.988187619717,-182.558289775441,-162.431908782987,-229.328800451508,-194.411582199174
Direct Suppression,-195.549904678244,-185.340416297999,-245.205611462583,-189.607763296062,-236.963881352085,-225.313188616826,-176.023792625116,-168.342138118248,-282.977522790936,-227.710467897364,-225.179375109829,-169.786230561487,-201.169134692668,-185.37901401377,-330.852603782353,-167.311251940272
Generalized Competitive Suppression,-224.661571278886,-211.848458890066,-195.02209971458,-181.937624689129,-208.197486017213,-178.063949621893,-234.744395065093,-229.415335231858,-234.62540884427,-159.794934559115,-201.123199542697,-189.110176422381,-221.257833201547,-183.828608408788,-279.32263224807,-212.402601689519
Generalized Direct Suppression,-177.836259546134,-168.042942519016,-162.05549075918,-124.081831280627,-190.678495709034,-185.853134716994,-198.491774373587,-188.042479986481,-223.604474444521,-179.783842678828,-161.378524200199,-118.610461268099,-183.99450822377,-165.464487020654,-179.73294987466,-168.067758111129
ROE Competitive Suppression,-176.826109286286,-168.096256406009,-257.432502425074,-172.534883977849,-180.929030081282,-178.516314077091,-231.931896941168,-192.275618706489,-209.595123336101,-182.0206558921,-353.504593987753,-188.517964625789,-160.817347095187,-155.349313296801,-502.247810771166,-170.661974419411
ROE Direct Suppression,-168.652090597558,-164.81129886461,-232.230255008748,-171.491582374972,-213.17975280911,-202.999407364102,-188.978509585502,-185.98247010502,-255.531394578506,-208.894198268793,-223.155440568721,-183.034956861166,-173.771284803376,-167.292657203258,-232.441681376838,-165.204644217676
OML,-184.708732107991,-177.678669108126,-244.683311568239,-181.001631587945,-210.318119079472,-206.240052754845,-206.784522853671,-195.709302337507,-259.545175591179,-207.547552607107,-279.162104455611,-193.164654172325,-192.741598588858,-178.862857783139,-230.615889600983,-179.380573324797
GML,-169.228506487976,-165.243466878969,-130.577198886124,-107.137832112989,-186.296382173357,-183.239406976533,-192.54680539717,-187.653787547057,-256.46818122062,-166.179788276968,-148.100370349994,-109.791208562925,-170.664894436186,-162.121584013113,-219.271781076675,-165.744029784305
Competitive Suppression,-215.186153260385,-204.213550681883,-262.452236304406,-195.65383465463,-184.851138286873,-171.694876123109,-233.437293597413,-224.073718323103,-230.934259084763,-171.495583480819,-286.817576495639,-201.215710548035,-193.494362795568,-170.996579775264,-236.798616195251,-205.400279032842
Direct Suppression,-202.359833711762,-193.256357069039,-246.644315376834,-195.633814982834,-245.10794958512,-234.534841956019,-195.685692807876,-183.575875021011,-312.551728462137,-230.484379536481,-249.100688264705,-193.164150065189,-214.077691865005,-198.415809696873,-287.746218714565,-184.415408858217
Generalized Competitive Suppression,-216.753666297093,-212.658301467474,-303.0449774665,-190.883442147455,-180.135345263398,-171.395826358694,-236.491508256544,-232.710235225064,-189.862832281716,-162.886728132372,-364.14055035473,-197.763842190019,-187.207124526342,-172.577956141053,-221.898478174629,-212.484386557169
Generalized Direct Suppression,-169.878329285348,-166.536228832225,-189.556207090171,-119.39586876624,-186.312721672209,-183.391058979758,-192.823486020337,-187.571587561801,-231.447204924031,-176.44195974699,-297.035550977255,-109.665319937619,-172.085119124386,-165.563303560448,-182.726669190677,-167.344979422504
ROE Competitive Suppression,-175.50368900816,-165.019747629066,-247.233177100939,-166.256471387883,-194.689006906295,-182.133898823989,-186.965390658345,-183.748679311888,-220.053943897728,-183.413824151145,-251.851865835899,-176.351781813314,-197.018261624011,-159.39823941604,-256.068095666216,-165.906608035632
ROE Direct Suppression,-180.326700258647,-164.546501465031,-264.651745408957,-167.093340468225,-228.659791118944,-204.46053144865,-203.572781424754,-179.870747234652,-337.202638554053,-204.35122586739,-305.872748929532,-178.203608474276,-194.988940757951,-164.805541806904,-206.439374105935,-165.031708814355
OML,-163.591854145848,-151.878476603492,-208.413742118032,-154.043695530841,-211.129357550557,-198.496120963813,-204.992351516809,-168.769077106261,-244.115192408119,-197.518569440536,-233.921922154875,-166.256241714885,-174.898303804109,-153.992405120488,-334.444920658124,-152.394880039182
GML,-167.685685764759,-157.392648311395,-138.714187834783,-106.768507175445,-172.859099264206,-169.12583891683,-203.178014901249,-179.978633434057,-217.162517421462,-155.888451778909,-179.903922429165,-118.623179433622,-162.424117918678,-149.983120563385,-370.707880240761,-157.416557717087
Competitive Suppression,-210.390872628059,-202.673574917453,-251.280768107923,-204.968525394897,-176.925603539275,-170.731824123058,-238.516171607777,-228.306708689685,-242.310559990265,-185.133448945725,-253.369733583445,-214.277561988008,-191.323070994403,-170.968381315727,-273.240118467559,-202.17563955494
Direct Suppression,-201.970052008429,-189.059515668508,-246.03127655185,-192.171170923833,-323.075465604075,-224.268828251261,-183.74706502346,-169.727212324823,-653.198354490228,-223.866140355915,-207.371395773456,-174.211888556706,-261.890326456833,-191.764583670116,-309.487069204769,-175.319677071842
Generalized Competitive Suppression,-223.240038260237,-214.357091102922,-215.885473202873,-178.360822689229,-182.392119290352,-173.936541541816,-243.61202067132,-235.623946309248,-170.844124643831,-149.30422670474,-217.099364693303,-185.54936945265,-199.814232868633,-175.516643112544,-228.859315123303,-214.365842407562
Generalized Direct Suppression,-175.556274134495,-169.392883156748,-166.926398657464,-128.808307106605,-195.184207191265,-190.829052069466,-194.488494419282,-188.149194328807,-206.735659692616,-180.860333238658,-160.064373004994,-123.761021187246,-171.868144373373,-165.814688450833,-301.244952790563,-169.622730410261
ROE Competitive Suppression,-169.51831654796,-163.97751123178,-199.67375922585,-163.297352244754,-178.978615059432,-176.319130241044,-192.907029595164,-184.468264669821,-205.4159812843,-183.28065003897,-245.711827725379,-173.578001009843,-163.998136083388,-155.646419159988,-188.580279743208,-164.894908674695
ROE Direct Suppression,-179.281252160849,-167.245403330921,-211.80531233644,-166.885032916815,-211.96045132548,-207.386515369062,-193.578040762465,-180.375266879681,-224.665744724237,-203.926776262141,-233.525478014558,-183.444141574752,-182.417235000738,-167.931943186252,-200.888580510785,-167.042677874508
OML,-171.255687398874,-159.01293493267,-492.532430085772,-161.220888365166,-227.753891809987,-214.383730157598,-171.112292162005,-164.12159451571,-258.516446213041,-216.33447970369,-726.751344817613,-162.521183543944,-183.506545974604,-161.383110134981,-222.025806903744,-158.031342913172
GML,-177.547974186423,-168.643403928353,-152.388443304379,-129.871011407433,-194.092893314108,-183.241225237068,-199.205765226703,-189.31392239543,-217.962309382066,-173.336088366363,-157.16102725019,-132.261498000751,-181.760811371383,-165.357162854358,-192.762363633059,-169.19435066278
Competitive Suppression,-232.405759150822,-217.628747054139,-322.187767416685,-218.783942012567,-194.150325807071,-188.810394925478,-252.376088897652,-235.491007917086,-286.14555430894,-199.162334036874,-358.97490967744,-225.731734050142,-238.055149747933,-206.193109127233,-295.890110348615,-218.197824598381
Direct Suppression,-196.322395542203,-187.850175872448,-241.810020037364,-187.129516862245,-235.047542175338,-227.541272936831,-200.518433916523,-187.82507228598,-286.101122711971,-226.207743694201,-280.147582037908,-189.54338465527,-218.908761921963,-190.437252544721,-234.59963219914,-190.007961983896
Generalized Competitive Suppression,-219.176846409573,-207.257152686383,-263.42357578147,-180.445816542671,-184.184196472307,-176.922454822359,-240.992430339703,-225.647505111754,-206.842878578835,-168.547937336846,-292.037872854736,-187.406473128978,-203.397666966969,-180.993908403832,-227.783934268261,-206.925846733806
Generalized Direct Suppression,-171.720992470805,-166.155570766917,-125.898299014094,-105.80024975608,-192.128848068856,-187.24817570865,-192.452154682399,-188.078411935968,-198.89332305159,-170.770217060191,-131.627935813032,-97.6993960008821,-171.823135017009,-161.293588405306,-198.202564588021,-167.064827128922
ROE Competitive Suppression,-180.419403039643,-164.420163017264,-233.700179007249,-160.994313770584,-179.885491263594,-169.494735371879,-200.45859352785,-190.023866018963,-275.313216462238,-170.14726720959,-235.624853177072,-177.973462659183,-166.157450661063,-147.523602993277,-180.09586632096,-164.635613195277
ROE Direct Suppression,-166.991252535389,-162.235509765862,-226.98692117581,-168.302042931002,-227.742504400146,-195.945454491274,-189.819112298827,-181.686017863036,-307.226604629689,-195.379577395829,-235.361413405552,-180.840582530126,-193.592867967348,-167.94848804648,-215.882922473833,-163.008196791277
OML,-171.330693290016,-162.185617956226,-264.304117872997,-161.74909082712,-222.727786907995,-206.183662995519,-184.016311231113,-177.70589460415,-260.41955069045,-205.298694569626,-213.446005560011,-176.342897579893,-185.315496520331,-161.347189867808,-196.952019969956,-162.298207676627
GML,-166.546881265584,-161.25613272942,-149.861297725703,-102.254987480544,-190.483623695791,-177.822594280521,-193.714387325597,-187.84795479932,-232.681311618063,-163.178599324842,-219.14742817242,-112.966301541189,-191.064841224141,-156.306871263163,-168.400233695914,-161.640257785404
Competitive Suppression,-212.072274128645,-187.405149994945,-254.209891900114,-183.150902095245,-176.031642541289,-165.50172338538,-222.081767583711,-212.149921361676,-220.142222909175,-168.823653549751,-269.393683301179,-194.915350804506,-196.812334506696,-162.135102640072,-261.378031347533,-187.788237947798
Direct Suppression,-187.32101048137,-177.74497177151,-228.506723641575,-176.891356657501,-250.016646049856,-223.203376596133,-182.489642775264,-174.065108431867,-279.814919374505,-223.934922457438,-212.765619921594,-173.3953618018,-277.966339728949,-184.44615338278,-392.044178642232,-190.218951454938
Generalized Competitive Suppression,-219.399825743482,-216.672053962774,-224.590947933235,-189.111524273785,-183.651326169649,-179.614122177831,-239.736904088043,-234.59872630824,-185.990266357236,-161.67248319457,-240.514101692151,-191.807176207165,-198.047764463232,-186.86251140119,-235.652574426917,-217.226801426803
Generalized Direct Suppression,-171.760010710942,-167.597480162707,-130.456970286458,-111.286656487149,-193.126942909748,-186.165456289901,-188.283542857307,-185.279390200642,-225.07962583027,-170.111712992788,-107.231042011708,-94.1285521985015,-177.216622308796,-165.699635384492,-282.06399913755,-168.261090378628
ROE Competitive Suppression,-176.795465908436,-167.383712824622,-234.087017487547,-163.103931150628,-187.545063014389,-166.191129260608,-197.847308150858,-190.908621465633,-249.363330516815,-173.556410206743,-227.234353640074,-174.773226646737,-191.499496241909,-153.998362131008,-206.624626379947,-167.530228130425
ROE Direct Suppression,-171.064267387052,-159.644172784064,-286.6481144266,-158.621373772918,-212.428436101525,-205.387446139921,-193.845466867366,-174.670896860867,-250.538734859029,-203.420679291936,-235.890346567806,-174.525269871734,-180.561688951606,-159.647252862242,-181.078616193961,-160.256671507095
OML,-169.804122913047,-162.649310650258,-220.166974312195,-166.425943244297,-211.769193125907,-199.09204152978,-181.324014648931,-173.033722717667,-250.551217809106,-202.811248339673,-240.30457144479,-171.148832249156,-180.575339523559,-163.735157390974,-201.088162090199,-165.949319109223
GML,-166.183615122433,-162.927447491706,-127.21236969923,-107.263197836731,-184.817916573836,-181.387853539553,-192.101840382911,-189.364796921764,-248.32823890293,-170.705739730697,-131.877011146571,-116.769241434373,-157.25791876659,-154.034169106903,-196.826512175424,-163.522971450919
Competitive Suppression,-204.879074288547,-194.284304170017,-276.338882119229,-194.431500782535,-167.802349650732,-153.893443757607,-226.99085283269,-218.015537593081,-251.028261493259,-165.063540979616,-283.740246781554,-202.789033583032,-212.079251071316,-160.476914486695,-246.361239167299,-193.61634229235
Direct Suppression,-208.062079817246,-201.365912983153,-265.046337641264,-210.54656228572,-250.028041176639,-244.283073762171,-201.091394421793,-196.685504755832,-285.036387170073,-247.711702269269,-267.017167978884,-207.554270923932,-209.874391642732,-204.39732135315,-234.90945257382,-201.935499298478
Generalized Competitive Suppression,-201.74432092694,-201.248346645928,-213.640035465623,-185.866200386929,-184.55169709129,-181.259830053097,-224.110497979402,-221.66084806755,-193.386666395356,-178.249647186497,-220.705454860332,-190.38503400666,-189.692355066,-183.317586728089,-237.503414958431,-205.863065779538
Generalized Direct Suppression,-173.073055225729,-161.617632807791,-146.022405615849,-114.2021798605,-192.41136201224,-179.87552866766,-184.232947708304,-179.411884752155,-204.168094895324,-173.213534321128,-130.310249950686,-92.6840291844426,-174.501535234834,-156.80006278523,-288.39089309359,-161.627908692716
ROE Competitive Suppression,-177.728151367217,-173.379366198653,-218.560553356118,-166.989777087675,-170.015253181811,-164.056288174079,-204.167616445183,-198.009884225187,-200.737006315762,-165.44939630705,-213.512409560536,-179.875178886134,-161.374225572103,-152.24573946082,-318.7993084895,-173.378197296286
ROE Direct Suppression,-179.096372781464,-174.415498101961,-224.131024058483,-178.133956480186,-205.807168802318,-201.592073765143,-193.236229900541,-184.200942236657,-263.481049574673,-199.773665926592,-216.530523189151,-183.654005003608,-185.308066419795,-180.185875226242,-193.79861466186,-175.117092453489
OML,-166.430267195931,-153.062258694657,-197.297185280895,-150.662524270585,-210.074887447752,-200.880745006561,-172.516759517321,-165.859492610963,-258.12608533589,-205.466896501165,-204.48973051359,-163.614646450788,-177.101855680047,-155.597275619239,-279.775280947674,-153.338918604931
GML,-163.462768071324,-158.551454023658,-158.239596626643,-103.127833023494,-185.523139170103,-179.021263523047,-187.517389942869,-181.217383659826,-228.033496789223,-164.036948028639,-200.192539476628,-111.643809614329,-159.833516613386,-152.902182169359,-219.681988324783,-159.41762171687
Competitive Suppression,-203.793982122172,-200.164511429549,-251.834379755647,-193.394948608419,-196.379648960871,-174.720425986759,-223.219054702292,-219.679659495992,-272.17197441509,-178.663651983758,-258.042815236122,-201.272105607887,-204.375853831721,-177.057609426094,-216.363376641227,-200.588689232183
Direct Suppression,-198.052454871065,-189.398128994303,-230.1943753625,-189.561948038248,-247.87926164738,-234.919303471287,-185.979405259225,-180.12955639227,-418.895084883459,-234.473367397056,-233.926261138087,-184.40284999139,-208.175736186671,-191.253350376574,-288.264103368815,-183.690070392557
