originator,OML.ols,OML.sp,GML.ols,GML.sp,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Competitive Suppression,-219.7592661,-207.6099083,-253.0427956,-205.2620433,-180.8242563,-171.6800045,-234.5620429,-224.9260684,-202.8825301,-176.0889019,-253.5332109,-208.2075445,-213.7380232,-177.6203436,-258.7438828,-207.618635
Competitive Suppression,-204.6753392,-202.7627698,-245.3609499,-203.7747116,-176.5928581,-175.6729759,-240.4277713,-227.8024618,-211.8511633,-176.3411395,-271.4539519,-215.4035945,-196.8223987,-180.0329389,-223.5832903,-203.6953144
Competitive Suppression,-216.2753492,-198.4691009,-300.297072,-185.6424396,-165.8811147,-162.1571201,-224.7690348,-219.4830435,-211.4337067,-166.7030426,-252.0738345,-193.3205979,-209.9991281,-168.9534635,-234.2045422,-198.3780713
Competitive Suppression,-197.1106088,-190.2723256,-258.9830409,-192.5726024,-169.3733185,-156.8255588,-217.1986869,-213.5479335,-233.892615,-155.1458004,-275.8184976,-201.8006917,-188.009591,-158.2598792,-221.8219272,-190.3492012
Competitive Suppression,-208.6494421,-200.5431158,-242.8348137,-193.5153809,-171.8139979,-168.1643476,-224.7541311,-221.4036641,-310.8029795,-175.3013989,-247.0048824,-199.9633933,-198.8234444,-171.0320405,-238.3882952,-200.5136923
Competitive Suppression,-205.6356654,-197.079624,-233.7472172,-197.2049817,-179.431484,-174.6497067,-224.8932958,-214.2861114,-248.9660844,-177.3498027,-256.0261724,-203.1905219,-188.004378,-175.9659791,-235.9068175,-196.8944998
Competitive Suppression,-216.3009514,-210.2505309,-235.6415241,-205.2662885,-168.3037668,-166.2658289,-238.2925396,-227.0359229,-192.1311043,-167.3471276,-241.9924068,-210.7055488,-202.6369486,-168.4452059,-234.8377788,-209.8202205
Competitive Suppression,-201.7147084,-201.3378514,-225.0819163,-194.2335084,-181.2888659,-171.6708753,-227.3573659,-222.3086321,-244.3923885,-172.9888429,-245.1527335,-201.1489864,-199.4789933,-176.4507311,-215.4995477,-201.3320302
Competitive Suppression,-276.5595827,-199.6841464,-317.1367815,-187.144959,-181.0724858,-153.2807012,-288.4817772,-223.6588325,-270.9205466,-158.9073939,-339.9185865,-194.7893064,-185.6959131,-156.9354183,-279.8273809,-199.6972104
Competitive Suppression,-203.7503802,-197.1107697,-304.8393682,-199.4891447,-172.4791652,-165.4431618,-229.981801,-218.6327838,-247.9262674,-163.4508515,-310.6294143,-207.5146648,-181.0869228,-166.6713599,-216.5367052,-197.4930591
Competitive Suppression,-231.8574613,-201.5010135,-361.8812978,-198.5649562,-181.0175302,-172.2438857,-251.1817178,-220.6925484,-333.7213306,-177.8505564,-390.1105956,-205.0653881,-200.7287741,-173.0148978,-254.7856418,-201.8428687
Competitive Suppression,-212.1157237,-201.1950925,-299.87947,-195.1889897,-171.7602468,-161.1918357,-235.4841582,-223.4942173,-256.4957376,-164.5658116,-308.5709778,-203.44889,-194.9814754,-166.4106609,-253.1497771,-201.2819383
Competitive Suppression,-240.4568046,-201.1285076,-290.6692918,-202.8545451,-185.4966127,-173.2587382,-301.1559824,-224.9020536,-280.4631244,-178.6277262,-326.9536871,-212.9264318,-198.5760108,-176.988705,-416.4097176,-201.222919
Competitive Suppression,-208.3525938,-205.8137466,-250.1600831,-202.1096723,-167.8098954,-161.1945192,-235.1402054,-227.6886074,-200.512116,-169.6558807,-276.7720829,-208.8427486,-184.7302273,-167.7619253,-249.6274573,-205.8021257
Competitive Suppression,-212.6275966,-211.6460144,-261.8026318,-210.2450314,-174.8059484,-170.9398335,-236.3575276,-233.3248628,-235.6764393,-179.2769664,-282.7023785,-217.1304274,-192.5822963,-175.6454033,-225.4424722,-211.8571167
Competitive Suppression,-216.6096708,-199.7840875,-259.4375599,-199.1330854,-173.2476629,-169.8717288,-251.219443,-222.3977967,-230.0718033,-176.6552103,-280.1875027,-208.9521823,-220.8013037,-177.9420573,-223.7695431,-200.1705309
Competitive Suppression,-217.916076,-208.0563609,-275.6125227,-212.6565384,-187.9569824,-181.0057988,-241.3474997,-228.6820806,-253.9385781,-184.5263116,-296.452051,-218.2039497,-240.1322239,-185.230512,-280.138157,-208.0261541
Competitive Suppression,-210.9069913,-201.9207741,-280.2769088,-200.9900068,-168.6181071,-165.4827188,-231.0276148,-222.9056346,-204.8488406,-171.3999468,-287.074262,-209.748952,-199.8079103,-171.0077845,-228.7197414,-202.2535409
Competitive Suppression,-212.4644641,-202.1989448,-395.2314597,-203.4156872,-181.3886742,-175.5786776,-238.3632949,-219.3278928,-252.4461505,-184.7917648,-325.9462871,-208.8355119,-197.1281274,-177.899202,-272.9898766,-202.2897349
Competitive Suppression,-214.788549,-201.1273868,-333.7241604,-191.8251411,-174.65557,-169.2327969,-239.0896628,-219.0973284,-216.922419,-174.1314651,-296.2883026,-198.0843813,-193.6761858,-171.8672969,-267.6119496,-201.1265466
Direct Suppression,-197.3605447,-194.0338524,-232.6343711,-199.6029526,-238.7729206,-233.7257496,-190.0820937,-182.2566053,-311.3548032,-239.8294986,-221.3686232,-186.6852422,-198.0486854,-192.6744131,-303.7726685,-196.3127835
Direct Suppression,-195.7222925,-186.4109029,-247.7553944,-192.5870199,-243.0507085,-230.1361527,-173.6692685,-172.617769,-274.1586897,-232.440166,-205.1244024,-179.0337118,-199.1093602,-186.9997043,-249.6961292,-176.3690188
Direct Suppression,-194.6353523,-186.4829527,-260.9600118,-194.9667155,-236.5803433,-224.3091105,-188.068204,-179.4304026,-302.6425574,-228.6602555,-307.6044037,-187.7009453,-201.548603,-186.5010628,-253.5155842,-219.3155044
Direct Suppression,-195.561792,-189.1544916,-244.3306025,-187.076482,-248.5977165,-231.5253103,-192.1971442,-175.4074743,-273.0630664,-230.2774766,-235.5771215,-175.118367,-199.9602758,-189.1515544,-391.1530779,-183.598211
Direct Suppression,-200.5826651,-193.8079706,-240.317677,-195.9523309,-249.3916806,-233.2785175,-181.4141922,-180.0984902,-287.7148063,-232.4557618,-220.4519537,-183.0473442,-207.6971458,-193.7730946,-314.3273981,-184.8830119
Direct Suppression,-189.9738965,-188.4117305,-376.4669153,-196.4651683,-225.8332683,-221.1952409,-185.9024332,-180.5252591,-307.9966115,-225.4904335,-246.7110998,-183.4128314,-189.67842,-188.4432633,-266.3461275,-182.5137544
Direct Suppression,-209.5920945,-184.2426415,-276.4730433,-182.7539019,-232.2463564,-222.7445618,-240.674793,-172.9447225,-261.7741387,-223.9284837,-303.5951345,-172.2510389,-211.8666552,-184.2126959,-593.614345,-214.2442479
Direct Suppression,-200.1434575,-194.2183285,-222.3465669,-192.5627051,-255.8788753,-235.7596621,-183.2840892,-176.745191,-298.7057963,-234.271846,-217.5389938,-181.0284426,-208.9044631,-194.1637955,-457.4972002,-179.2697689
Direct Suppression,-196.8749611,-191.4475959,-295.9470858,-195.3623894,-253.6671615,-234.2577494,-182.9243605,-179.0378827,-292.7946586,-234.9583817,-261.8918334,-184.1795561,-216.015882,-191.7236536,-307.4355238,-184.8838312
Direct Suppression,-192.2658363,-185.7950072,-232.6168639,-184.9496822,-256.7255968,-225.4567327,-182.6743451,-177.3059294,-284.281036,-223.6274248,-198.1179186,-178.3867519,-204.5543366,-186.7818224,-281.28582,-178.5714712
Direct Suppression,-206.8257285,-195.5830178,-238.802762,-196.173402,-232.6588163,-224.7857635,-197.3796503,-189.6509247,-250.7167139,-223.7432203,-273.2366861,-192.5851675,-202.9455517,-193.8288327,-448.4560878,-191.0625896
Direct Suppression,-209.6127776,-192.9182987,-351.8493587,-194.3610768,-240.1748784,-233.1621292,-197.8255506,-188.1865166,-279.7981368,-237.6933741,-274.3399744,-188.6596537,-210.1640747,-192.9407698,-240.0972006,-187.1882758
Direct Suppression,-193.1008203,-186.4816083,-256.81268,-189.0085589,-238.3325185,-228.322607,-176.7170193,-166.2372023,-307.5011809,-228.8807134,-243.3228216,-168.8322094,-209.0681616,-186.2247866,-227.8648697,-165.8602768
Direct Suppression,-192.5488304,-187.3846282,-218.1952668,-189.932072,-234.7984472,-224.9286765,-177.7579596,-176.8701184,-262.4985567,-225.7272526,-210.3219254,-182.4754075,-201.7185445,-188.7420741,-195.9237437,-175.0370284
Direct Suppression,-201.3748488,-188.0878705,-273.8888569,-189.7997682,-243.590178,-234.9578201,-199.543076,-180.8264416,-275.0440124,-235.6247882,-242.8700898,-186.8324124,-206.3404064,-188.4170898,-247.2007886,-193.5612721
Direct Suppression,-195.44368,-195.1252577,-299.2983646,-202.0793502,-241.1070895,-234.9605472,-195.0981018,-191.3928402,-269.299262,-235.653322,-268.4643235,-197.8824458,-206.379212,-195.3015093,-285.4911892,-196.6447425
Direct Suppression,-196.7286311,-188.3910279,-365.8314389,-186.4049621,-234.8258433,-225.0010997,-185.0316167,-181.6008477,-282.8621794,-220.3686087,-255.1362531,-185.7376632,-199.7343956,-189.8699446,-198.3319637,-196.582209
Direct Suppression,-215.5029662,-202.885033,-260.654126,-205.1755183,-250.1093161,-241.2022107,-204.5161535,-191.677514,-286.3966452,-239.7839029,-252.9811247,-196.4982398,-223.5263391,-204.1807799,-257.8904604,-195.7564278
Direct Suppression,-198.3856046,-184.7103017,-456.1809954,-184.1629537,-234.3245975,-216.6135714,-196.1955075,-180.1486067,-261.3155442,-219.3368109,-295.7871099,-181.4041747,-212.5106554,-185.1205821,-314.0448083,-178.1904159
Direct Suppression,-192.8187694,-187.5989678,-294.6745181,-191.7822116,-242.2279949,-227.5393692,-189.8257439,-184.5137398,-321.9122878,-228.7231262,-270.2084615,-188.3658346,-210.1991876,-187.984805,-270.3461256,-186.31757
Direct Suppression,-195.2866136,-187.7450926,-226.273713,-189.3854798,-244.6751741,-232.0153197,-194.7715221,-184.1603323,-270.7332199,-231.847037,-235.0197785,-190.2605681,-201.8199485,-189.4543529,-243.4523199,-192.1205609
Direct Suppression,-197.6176136,-191.2351044,-263.8053777,-192.3912159,-231.2548402,-226.9987439,-178.1419799,-175.7007557,-287.8431477,-230.1440417,-251.648693,-183.7548562,-198.5713414,-191.4030179,-304.9531017,-200.5701367
Direct Suppression,-195.3858142,-193.1473575,-259.1003788,-196.2620858,-246.118136,-236.7281516,-188.851901,-186.0222582,-310.9299073,-237.8308029,-248.2539393,-190.5092461,-243.2485241,-193.3242406,-261.8009952,-188.7251065
Direct Suppression,-192.1636334,-184.5419903,-222.6608158,-185.3664722,-237.9713669,-225.4533142,-181.5362007,-171.9041013,-255.8292938,-225.0030124,-202.6735805,-173.7155421,-201.8456924,-184.6066906,-246.2044903,-172.9250298
Direct Suppression,-212.2263918,-197.8276287,-272.1724751,-195.742238,-255.362584,-235.4856652,-201.4537473,-182.4716967,-302.330643,-230.8309623,-335.1295814,-180.0469269,-225.2917796,-198.6388249,-340.2464887,-192.1482699
Direct Suppression,-212.2005214,-204.3224271,-262.1884758,-205.7962177,-236.049685,-231.9195572,-203.2512784,-197.6613778,-273.2252918,-233.6989566,-246.4167021,-197.2616288,-214.2728436,-204.4173971,-231.8766039,-200.6421638
Direct Suppression,-191.1806805,-185.2322442,-254.7793614,-186.5663268,-236.3470665,-218.986285,-189.9518228,-185.884897,-280.645671,-220.0703453,-322.3453493,-191.4400386,-242.1954105,-185.7170031,-264.963082,-183.4269915
Direct Suppression,-194.8558534,-193.6226479,-228.7133786,-201.3120509,-242.2019367,-233.0436009,-196.3922516,-191.7768978,-272.3312858,-237.7642289,-225.8260953,-196.2890659,-206.4842475,-194.6322764,-287.2496252,-199.0672894
Direct Suppression,-194.6459708,-196.0094712,-251.2240319,-200.796918,-238.3280789,-235.0092372,-176.7499074,-176.7111283,-321.8559793,-234.8639345,-206.1248485,-184.1590505,-194.6876774,-195.6538052,-463.5682263,-177.1206053
Direct Suppression,-180.1086141,-181.3603352,-330.7837572,-185.1780439,-224.1335435,-224.3363628,-172.704951,-172.5821254,-267.9116161,-228.6408238,-331.6801274,-179.5889298,-191.8090256,-183.3631186,-568.4500952,-173.1203614
Direct Suppression,-197.8559138,-190.250668,-219.0524651,-186.4904579,-236.8172667,-224.7876947,-190.9739269,-184.1307892,-261.4465467,-225.3047334,-213.8037904,-181.6394621,-219.8131881,-191.5803445,-252.5730522,-184.7097238
Direct Suppression,-206.6322999,-192.2144769,-248.8451721,-194.4915419,-233.2550078,-224.0265553,-198.0093934,-187.9965665,-272.7759995,-225.2130982,-235.1060836,-192.0662625,-214.7280469,-192.1859875,-288.7088611,-189.8426214
Direct Suppression,-195.3208961,-193.7467132,-222.461112,-190.4597193,-239.9792555,-232.4651874,-189.3230758,-186.7696653,-253.6411372,-227.8188451,-214.6438235,-190.1941582,-209.0712571,-195.0614512,-379.4578391,-196.2654152
Direct Suppression,-201.0674025,-192.3070971,-249.273359,-195.0951522,-241.4824084,-233.2689438,-194.7136709,-187.3941404,-268.9815343,-232.3469563,-259.9173551,-190.5143327,-204.2868973,-193.011541,-238.9303957,-192.4835669
Direct Suppression,-202.6496515,-189.2694889,-264.0229306,-184.7972013,-263.047476,-236.6051232,-184.1220581,-173.5911118,-311.1785923,-233.5198188,-267.4506129,-176.0830638,-207.5449006,-189.2906321,-266.2710076,-175.4019999
Direct Suppression,-189.1783021,-189.6641057,-308.8822468,-197.6864547,-239.2385385,-231.0100939,-188.3941958,-187.6395994,-287.6854951,-233.3300928,-286.2653836,-197.8286697,-192.9680941,-190.2610514,-294.2951387,-193.1646284
Direct Suppression,-178.7890424,-171.9526308,-208.884414,-176.8696076,-224.3241088,-214.0670643,-176.7343961,-170.7684808,-254.7573058,-216.2288313,-212.4424937,-172.4524976,-195.1438286,-172.0100183,-181.5686858,-170.6838777
Direct Suppression,-194.5651304,-183.5172474,-237.2346536,-187.3412501,-237.5114459,-218.1941025,-184.575209,-177.2381559,-307.414082,-218.5582165,-230.4536503,-179.1746147,-202.179836,-184.5910238,-285.7457598,-179.1483784
Direct Suppression,-198.1226871,-194.1565704,-219.6461351,-193.2479401,-252.0093046,-237.0094767,-183.9215341,-175.1419696,-292.915399,-238.5150566,-222.0389793,-176.9479562,-202.8954581,-194.3270341,-219.7738683,-187.8559137
Direct Suppression,-206.8594293,-193.9397583,-245.742314,-195.6372483,-252.0775434,-227.4219566,-202.1935982,-184.573084,-287.5512039,-227.5448383,-250.0963537,-187.6763927,-214.6474926,-194.1847165,-243.6407771,-188.1606967
Direct Suppression,-202.7123409,-192.3778979,-265.7883712,-195.4596292,-242.2607732,-230.6730733,-196.9120227,-184.2676802,-263.8026899,-230.1748627,-312.0857414,-186.659726,-208.6478306,-193.0509156,-264.5241643,-198.1779491
Direct Suppression,-192.5342399,-189.8435578,-212.3797609,-193.5154863,-235.7504164,-226.7834849,-185.8594994,-182.2742226,-270.7716566,-228.1285254,-211.7378823,-187.1278915,-206.8957492,-191.0396338,-301.6741366,-191.2278369
Direct Suppression,-228.8593091,-197.1952106,-337.1897249,-203.9028127,-246.021138,-235.1583272,-201.5933626,-185.9385353,-278.2959522,-235.5446403,-316.6321642,-195.541015,-232.9407061,-197.5369483,-251.0851462,-184.3002072
Direct Suppression,-193.9178611,-179.7279232,-238.2082575,-180.6808884,-245.0978409,-220.7983096,-173.384496,-167.9331667,-290.7261062,-219.4794491,-209.2470415,-172.0024081,-304.8083157,-179.7089104,-287.1071732,-172.7888745
Direct Suppression,-193.1621055,-188.0854083,-243.4936065,-189.8357384,-235.9722174,-225.1656019,-180.5855153,-174.3442552,-270.7145419,-226.3552806,-252.6229541,-176.7611634,-207.6659987,-188.355683,-411.2198263,-179.5360579
Direct Suppression,-186.8695777,-183.4751368,-238.0898397,-189.3092165,-235.4670515,-227.8438242,-174.2432569,-173.002268,-269.6407356,-228.4612425,-206.2288715,-181.4220139,-190.9682351,-183.0827523,-236.8289057,-176.053327
Direct Suppression,-187.3420142,-181.817457,-243.9461525,-180.3908904,-235.079724,-225.82316,-183.725316,-168.3801062,-253.3555969,-225.2599197,-228.3618422,-170.6291424,-195.9297316,-182.3423401,-313.9466924,-168.5907173
Direct Suppression,-190.9925093,-186.5845535,-235.713682,-187.9075013,-242.5487826,-224.7552379,-184.5818821,-175.3361369,-275.2270347,-222.5420816,-252.529956,-178.396191,-205.055922,-186.5745914,-391.9002127,-179.9832849
Direct Suppression,-194.3042383,-189.4926646,-228.2747987,-192.0841241,-251.8011034,-234.2271966,-189.3328347,-183.1938948,-293.3746194,-233.4850378,-236.0401898,-187.8717256,-201.6732151,-190.1633539,-352.196571,-186.7032114
Direct Suppression,-199.0956718,-199.2031989,-248.5444186,-207.1927681,-256.3303725,-234.3939875,-189.7425075,-190.3584918,-329.4910224,-240.7510587,-212.1930944,-198.4222135,-216.8142113,-200.217688,-355.7297436,-193.9215808
Direct Suppression,-206.5597707,-189.4210499,-267.2054511,-194.0120426,-232.3247826,-229.5967162,-204.672435,-184.6254644,-274.6392743,-231.2898755,-286.7066378,-189.5228139,-206.9679392,-190.0225773,-297.0657605,-187.6470917
Direct Suppression,-190.3278414,-179.2569184,-225.387027,-183.3828018,-250.0296015,-220.3109194,-194.9797439,-181.7461535,-305.1048054,-220.8952032,-219.170062,-185.4823163,-217.7439781,-181.5508724,-226.6054674,-180.2817624
Generalized Competitive Suppression,-224.8021808,-215.5878478,-234.2127698,-185.5662622,-263.5988181,-193.1251774,-237.6183983,-230.2128578,-261.5440202,-179.4121719,-242.404814,-186.0761562,-256.1821,-194.7784895,-225.4743986,-215.471099
Generalized Competitive Suppression,-227.1811982,-220.2767471,-230.2750275,-192.8712219,-191.0595986,-186.3078885,-246.0158868,-238.6957274,-181.584071,-167.4453133,-237.4588679,-200.4483575,-218.1043663,-190.7630317,-239.8784758,-220.3263566
Generalized Competitive Suppression,-215.6742737,-210.3647321,-190.3129238,-171.6092394,-183.790723,-163.700727,-239.6367345,-231.5081895,-161.1839763,-137.2874632,-210.4580376,-177.4501528,-196.9566693,-162.3918651,-227.4215714,-210.5840094
Generalized Competitive Suppression,-216.8784873,-206.0827735,-269.1105496,-178.1337543,-195.4879357,-182.5557607,-232.3106154,-224.5777695,-196.9706344,-168.291346,-358.8990149,-183.6943954,-202.282877,-182.7896058,-225.1217666,-206.8773736
Generalized Competitive Suppression,-220.5843315,-213.5252664,-219.6749941,-190.353995,-201.2362109,-183.5602066,-239.4853232,-232.1445519,-178.213756,-173.1521023,-219.6252335,-193.1321692,-210.5481579,-188.3533185,-247.8914574,-213.8567952
Generalized Competitive Suppression,-212.1236073,-210.3599193,-196.5971464,-177.2967649,-179.32593,-169.4982433,-233.3798486,-229.3904892,-216.7783087,-151.4950301,-199.8490506,-182.8414599,-189.6261674,-172.2978966,-224.5926462,-210.2382855
Generalized Competitive Suppression,-215.7668441,-211.7968697,-240.1805451,-186.8950854,-193.4734189,-186.5761984,-235.7840131,-231.0167097,-205.2611932,-170.8567429,-238.4297252,-193.4356426,-195.214115,-189.6481867,-232.0831985,-211.6513812
Generalized Competitive Suppression,-229.8491428,-220.4318619,-250.35871,-187.89744,-188.9466849,-185.1837825,-245.1604286,-236.1986819,-217.4711173,-170.1528822,-236.9943365,-190.970096,-191.920695,-183.3119182,-241.0462685,-220.723078
