originator,OML.ols,OML.sp,GML.ols,GML.sp,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Competitive Suppression,-226.8007532,-206.4627064,-305.5893768,-199.6241581,-186.3789126,-176.1016912,-243.1983552,-224.1129264,-252.5546327,-180.4064958,-307.5013343,-207.9129856,-227.7099117,-178.6491773,-268.4965659,-206.4581795
Competitive Suppression,-206.3155236,-204.6671609,-247.9681527,-205.6238007,-182.3344442,-174.3378476,-232.4041336,-223.5772002,-282.2779159,-178.1548551,-261.526796,-214.8336736,-194.5205256,-177.2384579,-222.4333725,-205.3111997
Competitive Suppression,-213.3277737,-198.8621861,-241.2081036,-198.9428843,-177.8587645,-155.8816217,-231.9708186,-221.619219,-204.0222258,-158.6494723,-236.0193429,-205.0356132,-202.9651769,-162.8706248,-273.7906191,-198.6039584
Competitive Suppression,-209.142609,-197.2538863,-262.1144962,-199.1110019,-169.2540392,-160.7766853,-237.6409934,-218.2441585,-207.5062791,-165.7828597,-293.2548682,-207.1318889,-182.1341053,-163.6052693,-256.0496741,-197.2508258
Competitive Suppression,-219.7427512,-207.5672234,-274.4223857,-201.2745593,-194.2369445,-170.014382,-249.9069681,-227.1878757,-273.3059919,-177.9445966,-279.9801322,-208.6082854,-210.9065269,-175.7822031,-288.7817911,-207.7774769
Competitive Suppression,-206.8447087,-202.3727246,-239.0500437,-197.6619969,-175.7031681,-169.4368339,-230.9440996,-220.5998633,-235.6006933,-172.3206872,-265.2244687,-205.8167737,-210.7963651,-171.6732455,-235.0763226,-202.295354
Competitive Suppression,-238.2041118,-220.5663129,-275.5570254,-217.7760747,-191.5183934,-181.3162655,-261.3238875,-237.7849493,-220.0540183,-185.0005687,-294.5113641,-223.6332319,-197.6223804,-182.9072133,-277.011661,-220.5385573
Competitive Suppression,-211.3646712,-199.8015829,-249.6040804,-199.9241146,-182.9183706,-169.9545844,-226.8159141,-216.8218237,-295.8948851,-173.2153998,-243.1808333,-206.3762221,-183.8793504,-168.7862561,-240.0943527,-200.2708974
Competitive Suppression,-205.1303679,-206.0891204,-234.6763415,-209.3794378,-163.6688886,-163.6808674,-228.9761653,-227.4259303,-208.7274307,-174.5934737,-250.892227,-214.418583,-186.3655616,-164.5211492,-283.1731429,-206.1721955
Competitive Suppression,-217.7528653,-200.3984579,-258.5857648,-191.8754765,-179.2279534,-171.9157294,-253.7139892,-218.385483,-261.2360049,-180.3804083,-296.6891894,-197.7531873,-182.1725777,-174.0684213,-288.2069853,-200.3006392
Competitive Suppression,-224.3499793,-213.72397,-258.7745212,-205.8950504,-174.253615,-166.2910489,-246.3109996,-233.4018453,-236.3518765,-171.6093764,-266.2772124,-212.1619223,-191.9303672,-166.2192964,-252.168694,-213.7775786
Direct Suppression,-204.504284,-195.7372752,-359.0322163,-201.623752,-263.392667,-239.343979,-197.3049209,-185.1232226,-301.5493936,-244.2779038,-240.3740075,-193.4962508,-218.5841798,-197.2474715,-287.4743292,-197.0199838
Direct Suppression,-195.0153676,-191.152166,-251.6825369,-198.9638521,-251.1254059,-229.059418,-187.090801,-182.3343555,-330.5231409,-229.3576042,-246.6676759,-189.9649089,-226.0956234,-191.9385153,-225.3951901,-184.5703546
Direct Suppression,-184.8397698,-189.0452944,-486.1169274,-191.6713639,-258.7305788,-228.0152712,-180.6326024,-181.3613145,-314.6831148,-227.8272063,-243.7437257,-189.6532001,-201.6494962,-189.0406195,-192.049445,-199.8831119
Direct Suppression,-188.7743147,-189.5040271,-235.6212076,-187.2006103,-237.7782479,-231.5464907,-170.9676307,-171.283061,-256.5330132,-228.2379587,-200.7296492,-172.0136496,-190.7535338,-189.5093737,-445.0098428,-178.4569365
Direct Suppression,-198.9856978,-196.8900903,-324.4102509,-196.3355623,-249.6503983,-228.0056489,-188.475209,-182.6087895,-288.1622238,-223.7034955,-289.4156792,-183.991551,-275.8439607,-196.8914563,-255.1239074,-201.4554205
Direct Suppression,-185.404948,-176.7109652,-203.723993,-174.781192,-232.5382005,-222.1469541,-184.49293,-172.8556805,-252.4046707,-218.6916843,-202.9796981,-173.9393875,-183.6735915,-176.6603054,-324.33802,-172.0602736
Direct Suppression,-195.8996903,-187.6948923,-218.5455087,-189.7241789,-249.9044422,-226.1624842,-190.9119209,-179.838528,-294.0656003,-226.7259256,-219.6729725,-185.7562224,-219.5352083,-188.7465019,-206.0881822,-182.6238977
Direct Suppression,-198.2196459,-190.389617,-258.5201381,-193.8969117,-246.0410299,-231.5555466,-194.6217833,-185.0561113,-277.8154944,-232.4054423,-236.2029699,-188.5529303,-208.1977115,-190.509775,-199.4917843,-184.4983192
Direct Suppression,-218.3607382,-199.9980909,-247.7297153,-196.0206994,-260.8980184,-237.1193449,-215.5364342,-187.6235195,-293.9155555,-234.7113141,-248.477009,-189.500681,-269.4547073,-200.330278,-262.1375797,-189.2516689
Direct Suppression,-190.0396658,-180.1610311,-260.7572373,-179.7720148,-224.1666236,-219.0548779,-184.8008239,-174.1121294,-255.0638578,-213.4791689,-265.5550473,-177.5049596,-223.4136692,-180.254094,-314.5241723,-189.9228258
Direct Suppression,-185.9724432,-184.5340367,-736.7372189,-189.2267266,-234.9556574,-224.5398314,-171.5054662,-169.7690643,-294.1869279,-224.1227673,-1809.218478,-175.4545414,-196.8714714,-185.0608456,-815.7770328,-176.2289538
Direct Suppression,-185.2601125,-178.6221753,-245.7787467,-185.0090181,-231.4762302,-223.5457107,-173.0403744,-167.33667,-250.0202745,-226.8448983,-227.6618671,-171.9365957,-216.0727937,-179.469655,-493.4749402,-172.3775726
Direct Suppression,-195.3479185,-191.0517034,-280.5381763,-192.0476522,-226.3744049,-224.0199759,-195.2061883,-185.2704844,-334.1687349,-221.3603444,-246.2099387,-188.6812568,-197.2192558,-191.0593533,-256.3870714,-185.8285987
Direct Suppression,-204.2589186,-198.0975918,-442.0448512,-196.2957919,-255.8219772,-239.0471412,-192.6981755,-184.7229787,-394.7929583,-244.6883569,-255.4536785,-184.8837265,-203.5888049,-198.3906743,-204.944698,-185.6099729
Direct Suppression,-176.476671,-175.5325781,-198.394639,-180.4878263,-223.2658912,-217.8847275,-170.1468924,-168.0364274,-247.8014961,-220.8219899,-192.6007734,-174.3343947,-182.4232783,-176.1437694,-275.750078,-170.4437038
Direct Suppression,-196.8123057,-192.5014079,-242.9035867,-198.0773257,-238.501938,-230.786051,-197.4105097,-189.2396911,-278.8424587,-234.5724123,-230.451027,-193.4848285,-202.544062,-192.6976571,-257.0803796,-194.984283
Direct Suppression,-177.1408604,-175.8411265,-286.4450848,-180.7961703,-250.6972442,-226.5999119,-171.5159227,-166.7345268,-286.4810188,-225.3962398,-225.4028304,-172.0594111,-185.4550308,-176.5604805,-433.4029689,-168.1232833
Direct Suppression,-237.8452176,-210.0897598,-294.9961774,-208.7555305,-256.0494738,-245.3736795,-224.1300697,-208.347603,-307.2337713,-244.428474,-339.1796732,-211.0136059,-235.5463312,-210.1385811,-511.3316808,-233.6997865
Direct Suppression,-188.8255097,-178.5975844,-269.6112136,-183.2255841,-249.1923741,-213.3664384,-183.4284824,-172.9833069,-295.8504461,-213.6343587,-244.019027,-175.5142157,-200.4526505,-178.6032203,-275.9609053,-184.1371989
Direct Suppression,-197.5072294,-192.9884899,-313.7336138,-196.9940137,-250.5972297,-230.0718659,-192.0413854,-187.1387986,-293.4213365,-231.3149266,-257.3124288,-191.4398167,-204.5219012,-193.676847,-209.8674211,-189.0117104
Direct Suppression,-182.2933187,-180.5413791,-235.9434756,-188.4828592,-228.9200091,-224.303861,-177.7350771,-172.3300741,-277.4738248,-232.0521368,-232.5601461,-178.5021669,-187.5411263,-181.427481,-314.0808389,-177.8859298
Direct Suppression,-190.8746259,-190.0735144,-225.3472873,-193.879169,-231.2376557,-225.3200242,-185.687917,-184.3478204,-293.1668938,-232.3062407,-227.5963354,-190.5228219,-199.3177574,-190.4139684,-352.0963446,-182.3948535
Direct Suppression,-206.2408466,-202.8339849,-241.5033549,-202.978817,-244.3579464,-238.4323017,-191.0795562,-192.4872205,-277.2176915,-239.3096558,-228.3763909,-199.4769072,-205.5449268,-202.7922956,-284.511194,-193.0785927
Direct Suppression,-206.7224591,-198.3365375,-264.3803329,-193.4910926,-250.6178855,-237.6555144,-195.0901164,-186.8628428,-298.6892435,-239.819566,-232.9462832,-182.1957245,-214.0646624,-198.9024201,-256.5683741,-188.5227763
Direct Suppression,-204.1781766,-197.0620759,-303.0511236,-200.024006,-244.7042469,-231.5964225,-192.1940062,-185.8894722,-263.9622044,-228.4896713,-261.3777705,-193.888245,-212.5910878,-197.6270609,-365.1726432,-191.0177682
Direct Suppression,-187.5104464,-176.7447658,-264.0409159,-175.9118513,-237.925446,-225.6724052,-185.8720715,-167.7771216,-331.1415752,-225.0909425,-264.0082613,-172.2726469,-190.5860484,-177.6600131,-254.4775486,-168.3769713
Direct Suppression,-208.041225,-200.5372754,-248.2020243,-206.1106507,-248.1536189,-240.7353374,-194.6031941,-184.2890424,-286.2085719,-242.9947961,-229.7771489,-190.7911528,-223.703471,-201.0156141,-292.4291546,-189.0054653
Direct Suppression,-187.6931541,-181.5675579,-235.352432,-184.111381,-229.6239518,-225.4181597,-196.9753995,-170.5355944,-267.6101548,-227.0735859,-273.1193709,-178.5821347,-201.489188,-182.0186189,-253.7975056,-186.6622175
Direct Suppression,-206.7654852,-189.5505761,-225.6603599,-187.3073539,-246.5711128,-227.776192,-200.827196,-183.0712783,-268.0531099,-222.4957628,-234.0714821,-185.813467,-212.0929554,-189.5534109,-212.9094664,-182.8181802
Direct Suppression,-228.3586961,-201.9295819,-265.8477522,-203.8830272,-233.3433446,-228.0488415,-233.3976252,-195.0645083,-298.0027301,-232.8688326,-254.9244129,-196.0536438,-229.6590041,-201.6723912,-298.2098801,-203.3283152
Direct Suppression,-180.9727347,-174.0504019,-264.495342,-176.1021955,-228.2628965,-223.0334491,-168.4957873,-162.277396,-281.1366,-223.5203984,-241.9038585,-165.5495496,-187.8762166,-175.1625759,-297.6974198,-161.5774855
Direct Suppression,-193.0062571,-189.2631577,-262.4762152,-193.7955922,-228.861625,-220.8291844,-185.1124645,-178.6085574,-274.0522847,-222.5308195,-247.6605618,-180.2276784,-200.8010109,-190.6900435,-267.1949026,-182.6750908
Direct Suppression,-205.9827821,-191.9023942,-231.3747427,-189.2339394,-256.1714229,-239.011597,-186.2750796,-174.7440272,-285.2979759,-239.1795448,-215.3745618,-177.7675066,-205.6124286,-192.0800799,-229.6283985,-174.7215837
Direct Suppression,-207.569606,-188.1783631,-246.5466361,-191.6192994,-239.286759,-226.1859874,-232.6938253,-176.6363132,-276.3814914,-223.305154,-316.7818742,-185.0159196,-214.4468909,-188.3747473,-535.371976,-208.3016964
Direct Suppression,-190.0201552,-186.9784363,-223.0237781,-189.008017,-241.00971,-230.7464481,-183.165869,-174.8831083,-398.8390723,-234.2018906,-224.4015318,-175.8565955,-194.0505394,-186.8571698,-316.7034999,-177.9859561
Direct Suppression,-183.7570696,-175.9370078,-296.4129804,-170.0310753,-219.2181465,-215.1776254,-168.4116249,-158.9806521,-260.7601144,-212.9790434,-292.7972753,-159.0824316,-196.3341345,-175.8799456,-196.8928934,-158.5672347
Direct Suppression,-209.2116427,-202.8600378,-265.6154413,-211.5508116,-247.4172819,-238.5597127,-208.2173621,-198.445023,-378.5122431,-242.2084362,-268.5857642,-200.1773012,-222.7055664,-203.5111493,-217.305627,-203.0569328
Direct Suppression,-185.5125762,-179.3792125,-236.4268257,-182.7928364,-236.8021291,-221.6983226,-173.6960634,-171.1655949,-288.2745401,-221.6634537,-204.4656958,-177.8556865,-190.5517308,-179.9643573,-360.0848663,-171.6885825
Direct Suppression,-186.6514194,-182.6472334,-227.7430607,-188.9438947,-239.9408249,-228.3213078,-178.4710089,-174.5525503,-288.8799202,-228.8140806,-232.3996951,-185.7710576,-200.8124196,-182.9270451,-263.2434157,-177.1605637
Direct Suppression,-182.7958681,-181.9896176,-272.6224295,-187.3995707,-232.139718,-219.1333965,-192.3887089,-190.7382719,-262.6863166,-219.6083459,-241.7038839,-191.927967,-189.5376244,-181.1378159,-291.8604952,-189.2023674
Direct Suppression,-194.57025,-191.0136256,-242.8382106,-194.1856954,-243.1336313,-231.0518252,-189.47043,-183.9810433,-274.2713609,-230.9632623,-251.9842507,-187.4544233,-206.2232165,-191.3694974,-311.8955218,-190.2918535
Direct Suppression,-183.9337139,-176.6364164,-213.6815828,-174.4507938,-243.6811279,-225.8428403,-165.3839906,-156.1434787,-291.3689016,-223.8883941,-200.2629849,-159.6134497,-189.0351221,-176.6323382,-273.6360819,-157.866435
Direct Suppression,-178.482256,-178.0538076,-208.0492117,-178.7708043,-230.2009613,-220.4309584,-176.321098,-176.1561174,-277.8959766,-218.6833833,-202.213572,-179.8010671,-188.3603554,-179.5903996,-244.4739338,-178.0660012
Direct Suppression,-184.2540679,-181.7198408,-210.9505489,-182.9135264,-234.3873794,-229.1568875,-170.2236887,-166.8099626,-256.2358975,-224.52898,-214.0777636,-171.211302,-189.7724782,-181.7847443,-526.4656176,-170.2084284
Direct Suppression,-221.5211461,-191.3667109,-258.0488411,-193.1586932,-243.8400701,-231.0464546,-238.7576393,-186.2644382,-268.1531579,-230.4608034,-322.2149946,-188.9573517,-243.1719775,-191.2716852,-364.837734,-189.4462604
Direct Suppression,-183.7685665,-176.3872057,-357.9511863,-178.9975308,-216.6836624,-212.3619609,-184.9194321,-178.173022,-330.5185925,-212.2062515,-347.3744785,-178.6129762,-190.8751824,-177.8357011,-235.3976879,-176.8916583
Direct Suppression,-175.7564223,-168.4787898,-204.7030247,-170.8087215,-220.9694229,-208.9491535,-175.8152375,-166.2474174,-263.5567215,-210.8749027,-218.9996486,-169.8489365,-184.9577966,-168.7184532,-290.8406847,-163.9099429
Direct Suppression,-203.8322745,-197.693127,-244.0586537,-198.2831852,-265.6020778,-241.1803623,-201.1760119,-191.4584172,-297.3194464,-241.106565,-248.8102999,-194.5132712,-211.2143074,-197.6935413,-287.7457254,-194.4612056
Direct Suppression,-208.2091335,-197.2331537,-252.4992199,-199.1078632,-246.4070425,-234.9112235,-190.7000624,-185.8920868,-281.109044,-236.9029273,-230.9330309,-188.2753587,-216.0449728,-197.6096589,-257.3695191,-200.505985
Direct Suppression,-198.2360575,-192.1808011,-249.244858,-194.0623775,-277.1689496,-224.6418328,-191.5800949,-183.0721112,-307.1709429,-224.4417023,-256.9430644,-184.2972332,-274.1447541,-191.0494702,-470.264305,-183.5836851
Direct Suppression,-197.1452418,-194.1655806,-275.1186737,-201.8531604,-241.4442137,-235.0275223,-191.2864723,-186.9825104,-321.6087519,-239.8414212,-240.4825366,-192.3945703,-203.9276759,-194.4689935,-310.8889346,-196.8497797
Generalized Competitive Suppression,-212.0587804,-206.7116828,-229.4386394,-183.2948618,-183.4902834,-176.830557,-231.6211813,-226.5066083,-184.7139171,-156.2022771,-224.6540347,-189.3023509,-200.3783566,-180.7221009,-234.8237036,-206.795688
Generalized Competitive Suppression,-215.5135801,-214.536704,-249.8566403,-196.6287994,-186.5035018,-178.3887517,-237.9619556,-234.6530034,-177.1717228,-163.0242429,-257.6630468,-201.3220753,-189.9260639,-179.1867799,-215.7513719,-214.7053389
Generalized Competitive Suppression,-220.8694721,-216.9565264,-219.8607742,-189.1394904,-207.7813096,-199.0812104,-237.6639993,-231.8321582,-207.215882,-183.084615,-217.3876997,-189.6370752,-218.3463655,-201.2097709,-258.9500006,-217.8353222
Generalized Competitive Suppression,-219.907743,-207.6730506,-219.4246554,-184.6875916,-206.0623537,-186.3989282,-226.44839,-223.420336,-187.8118319,-175.297162,-218.6019843,-188.7157484,-220.556625,-191.8705611,-233.490409,-207.7556457
Generalized Competitive Suppression,-220.7325119,-218.4650391,-244.3544527,-188.5714918,-200.1210924,-189.5702216,-236.7174673,-235.7699718,-186.8181278,-171.6229797,-207.0498438,-190.7756487,-205.8048672,-194.0404697,-234.0789832,-218.8276552
Generalized Competitive Suppression,-224.0364415,-216.5269639,-434.7697288,-175.2581306,-194.4873746,-181.6033207,-237.0041306,-235.2090603,-160.2020334,-151.3273446,-253.2340299,-180.204374,-201.5316207,-183.3752884,-238.8044485,-216.6726593
Generalized Competitive Suppression,-221.1499577,-213.3346563,-177.7095961,-174.514832,-188.521085,-172.4884945,-237.568049,-231.7596892,-165.3735552,-150.1844058,-190.0261877,-178.0558618,-184.0767588,-171.9446245,-230.7138926,-213.1775238
Generalized Competitive Suppression,-212.7940688,-207.1964056,-208.7333308,-180.287728,-186.9494866,-180.2010259,-231.1685095,-225.8407641,-191.4971449,-166.5885828,-227.0643493,-186.4412178,-193.4237012,-181.0882324,-277.2269737,-207.2497406
Generalized Competitive Suppression,-208.8367976,-205.6862677,-210.4746275,-183.0694741,-185.3364658,-176.2304836,-228.2583014,-226.2825121,-180.2401961,-165.0344335,-214.14612,-191.1077225,-205.671735,-183.2171212,-227.0673473,-205.9805449
Generalized Competitive Suppression,-234.2242768,-224.2821623,-238.8620834,-199.5492607,-195.992405,-188.8412542,-253.5232634,-241.7452977,-178.5138901,-177.3357571,-259.0238561,-204.3567342,-202.4874121,-189.97022,-260.248806,-224.397796
Generalized Competitive Suppression,-211.9434496,-201.7971669,-242.1121693,-173.1886344,-212.3272944,-178.8317749,-227.0335875,-216.4732653,-301.3030109,-162.6862361,-250.2191495,-175.9527468,-213.5368616,-177.6883965,-290.4790675,-201.4142087
